response,context/0,context/1,context/2,context/3,context/4
What was that? A tar dolphin or a tar shark?,"Oh, I always knew I'd die at the bottom of a pit. But a pit full of tar?",It's been two weeks. You wanna play tic-tac-toe again before we eat our shoes?,"Now I know how a Pez dispenser feels. Alright, we're already one hour behind. Our first award tonight, Best Cinematography in a Non-Visible Spectrum.","And now, the host of the 1074th Academy Awards, Billy Crystal.","You know, the second I don't win that award, you're cat food. Right, Boxy?"
"Alright, but I still feel like having a shoe.","It's some kind of hollow tube, devoid of human life. The Los Angeles subway! We can blast our way in and escape!",What was that? A tar dolphin or a tar shark?,"Oh, I always knew I'd die at the bottom of a pit. But a pit full of tar?",It's been two weeks. You wanna play tic-tac-toe again before we eat our shoes?,"Now I know how a Pez dispenser feels. Alright, we're already one hour behind. Our first award tonight, Best Cinematography in a Non-Visible Spectrum."
We made it! I'm at a Hollywood party!,"Let the earth quake, I've got somebody's Oscar!",Hit the deck!,Earthquake!,Nay. I respect and admire Harold Zoid too much to beat him to death with his own Oscar.,"Then you're not going to kill us, Your Majesty?"
Controversial?,Good news everyone! I'm sending you on an extremely controversial mission!,So? It's not like it's the only one we've got!,...but it's doing long-term damage to the planet.,Thank you.,"And Bender, that aerosol head spray makes your head smell nice..."
"Alright, she's all restocked with emergency jam. Let's get going.",To avoid the tollbooth.,Why do we have to fly within three feet of this penguin preserve on Pluto?,Correct. 6000 hulls.,Protestors?,"Impossible! The tanker has 6000 hulls. So, unlike me, it's entirely leak-proof! Now, once you've hauled the tanker past the protestors -"
Bender?,"I said hand it over! Well Fry, or should I say Captain Fry? No I shouldn't. Because Bender is the new captain!",This is my normal jacket. I've had it for 10 years.,This is an outrage. I demand that you hand over your captain's jacket.,"This time it's your reckless disregard for the environment. In fact, I'm gonna go join those protestors.",What are you yapping about?
No fair. Leela was training me to be captain. She even let me sit in her lap and steer - in this comic I drew.,"Well, I do think of human life as expendable.","That's right. Being a captain is about intuition and heart. A good captain can't have either one. That's why cold, logical Bender is perfect for the job.",Bender?,"I said hand it over! Well Fry, or should I say Captain Fry? No I shouldn't. Because Bender is the new captain!",This is my normal jacket. I've had it for 10 years.
I am at ease.,Aye! We're hitched up tighter than Davy Jones' U-Haul! At ease men!,"Now little lady, those people's asses are living things too!",Why do we have to resort to non-violence? Can't we just kick their asses?,"Greetings Econauts. I'm Free Waterfall Sr, founder of Penguins Unlimited. Whoa! No, no! No applause. Every time you clap your hands you kill thousands of spores that'll some day form a nutritious fungus. Just show your approval with a mould-friendly thumbs up! Please hold your thumbs until the end. Now folks, its time to stop that tanker with a non-violent human circle.","Fry, the title of captain may inflate the human ego, but it's beneath the notice of my mighty robo-logic! Now look spry men! We launch at six bells!"
Would you cram a sock in it Bender? Those aren't even medals! They're bottlecaps and pepperoni slices.,Brilliant!,"...But I suppose it's this medal I'm most proud of Wiggles. I won it for saving the children of Earth from a giant kangaroo. It was on the Australian news, you probably didn't see it.",That's adorable.,We use hand puppets around young uns to simulate a natural environment.,Aww they're so cute! They're like if puppies and kittens could have babies!
"Fine, I've got a toast. To Captain Bender! He's the best......at being a big jerk and his big ugly face is as dumb as a butt.",Thank you steward. Wiggles? Weren't you about to propose a toast to your gallant captain?,Would you cram a sock in it Bender? Those aren't even medals! They're bottlecaps and pepperoni slices.,Brilliant!,"...But I suppose it's this medal I'm most proud of Wiggles. I won it for saving the children of Earth from a giant kangaroo. It was on the Australian news, you probably didn't see it.",That's adorable.
If I were in charge I wouldn't treat you like this. You're nothing but a big blowhard.,"Eh, I've heard better.","Fine, I've got a toast. To Captain Bender! He's the best......at being a big jerk and his big ugly face is as dumb as a butt.",Thank you steward. Wiggles? Weren't you about to propose a toast to your gallant captain?,Would you cram a sock in it Bender? Those aren't even medals! They're bottlecaps and pepperoni slices.,Brilliant!
Being captain is obviously more important to you than being my friend. I'm going.,"Sir, you forget yourself! Shut up!",If I were in charge I wouldn't treat you like this. You're nothing but a big blowhard.,"Eh, I've heard better.","Fine, I've got a toast. To Captain Bender! He's the best......at being a big jerk and his big ugly face is as dumb as a butt.",Thank you steward. Wiggles? Weren't you about to propose a toast to your gallant captain?
What's happening?,He must be talking on a cell phone!,Bender's flying too low! And he's upside-down!,"Here they come, oh I hope they read my sign!","Please sir, I love you like a father!",Gah! I once knew a guy...you look like him. But he wasn't either. I'm a good captain.
Oh the fools! If only they'd built it with 6001 hulls! When will they learn?,All 6000 hulls have been breached!,What's happening?,He must be talking on a cell phone!,Bender's flying too low! And he's upside-down!,"Here they come, oh I hope they read my sign!"
"You ate most of them. So, where's Captain Bender? Off catastrophising some other planet?",They sent us inside for doing an unsatisfactory job. And eating penguin eggs.,"Hey, why weren't you Kong donkeys outside cleaning up?",Has anyone seen Bender? Bender? Here robot robot robot.,"Good work everyone. I suggest you all go get some sleep. Me, well I'm gonna stay up all night singing songs about penguins in a fine piercing tenor.",I guess this is why chief says no hugging.
He didn't?,I'm worried about him. He didn't come back with the group.,"Dammit Fry! He may have done wrong, but he's still your captain.","You ate most of them. So, where's Captain Bender? Off catastrophising some other planet?",They sent us inside for doing an unsatisfactory job. And eating penguin eggs.,"Hey, why weren't you Kong donkeys outside cleaning up?"
"Wait. Let me. Bender and I have our disagreements, but we're still friends and I'm gonna show him what that means. To the ship.",No. And with windchill it's 20 degrees below absolute zero. I'd better go find him.,He didn't?,I'm worried about him. He didn't come back with the group.,"Dammit Fry! He may have done wrong, but he's still your captain.","You ate most of them. So, where's Captain Bender? Off catastrophising some other planet?"
"Madam, I am in command now.",Why don't you just walk? He was only about 20 yards from here.,"Wait. Let me. Bender and I have our disagreements, but we're still friends and I'm gonna show him what that means. To the ship.",No. And with windchill it's 20 degrees below absolute zero. I'd better go find him.,He didn't?,I'm worried about him. He didn't come back with the group.
Then where are we? You said you knew how to navigate.,"Captain, I don't think we're on Pluto any longer. In fact, we may have left space as we know it.",Then let's fish.,Not entirely.,Full of fish?,What the? What's this water made of? Ice? Forget this!
Granted. We can't take off without our captain.,"Yeah, life is hilariously cruel. Permission to come aboard Wiggles?","Well, at least it'll help reduce their population.",Wiggles?,It's Fry!,Oh phew! Oh right they can swim. It's all coming back to me now.
"So Leela, were you able to help the penguins?","Oh, and bring my toboggan.",Granted. We can't take off without our captain.,"Yeah, life is hilariously cruel. Permission to come aboard Wiggles?","Well, at least it'll help reduce their population.",Wiggles?
I 'unno.,Well sure. I mean...not really...I mean...nature will work itself out. It can't screw things up any worse than we did trying to fix things right?,"So Leela, were you able to help the penguins?","Oh, and bring my toboggan.",Granted. We can't take off without our captain.,"Yeah, life is hilariously cruel. Permission to come aboard Wiggles?"
C'mon!,Mine! Mine!,"Son your name is Yancy, just like me and my grandfather and so on. All the way back to minuteman Yancy Fry, who blasted commies in the American Revolution. Philip, until I find a suitable model of an ICBM you'll have to make do learnin' to fear this toy spacecraft.",I wanna be named Philip! Me Philip! Me Philip!,"Look Yancy, its your baby brother Philip.",That's a fantastic idea. More morphine please.
I'll tell you when my horse finishes...bad.,How'd you do Fry?,No fair! You changed the outcome by measuring it.,"To hell with your spoiled baby, I need those shoes!",Baby needs a new pair of shoes!,C'mon!
"Come on, come on! Hey Leela, how 'bout a kiss for good luck? I meant tongue luck.",Ooo look! It's the centaur race!,"Hey baby, ever do it in a suitcase?","We just put our best jockey out to stud Amy, he's perfect for you!",In today's field we own four horses and two jockeys.,I'll tell you when my horse finishes...bad.
I am so unlucky! I've run over black cats that were luckier than me.,"Come on, come on! Hey Leela, how 'bout a kiss for good luck? I meant tongue luck.",Ooo look! It's the centaur race!,"Hey baby, ever do it in a suitcase?","We just put our best jockey out to stud Amy, he's perfect for you!",In today's field we own four horses and two jockeys.
"Dear Horse God, I know I don't usually pray to you, sometimes I doubt you even exist. But if you're willing to grant me luck, please, stamp your hoof once. Come on number six move it! Don't do that! What are you - Man it's contagious!",This.,Hey what are you doing?,Neigh.,Horse Pepsi OK?,I'll have a horse coke.
"That's it! You can only take my money for so long before you take it all, and I say enough. I've got one dollar left, and this one I'm holding onto! Oh no you don't! I may not know much about horses but I know a lot about doing anything for one dollar! If you think bad luck can defeat me then you don't know my name is Philip J -",That'll teach those other horses to take drugs!,"Dear Horse God, I know I don't usually pray to you, sometimes I doubt you even exist. But if you're willing to grant me luck, please, stamp your hoof once. Come on number six move it! Don't do that! What are you - Man it's contagious!",This.,Hey what are you doing?,Neigh.
Kareem's got the skyhook but Philip J. Fry's got the spacehook!,That is one unlucky guy!,"That's it! You can only take my money for so long before you take it all, and I say enough. I've got one dollar left, and this one I'm holding onto! Oh no you don't! I may not know much about horses but I know a lot about doing anything for one dollar! If you think bad luck can defeat me then you don't know my name is Philip J -",That'll teach those other horses to take drugs!,"Dear Horse God, I know I don't usually pray to you, sometimes I doubt you even exist. But if you're willing to grant me luck, please, stamp your hoof once. Come on number six move it! Don't do that! What are you - Man it's contagious!",This.
Hey. That's my patented spacehook! You stole it!,"Yancy drives, he goes up with his patented spacehook!",Kareem's got the skyhook but Philip J. Fry's got the spacehook!,That is one unlucky guy!,"That's it! You can only take my money for so long before you take it all, and I say enough. I've got one dollar left, and this one I'm holding onto! Oh no you don't! I may not know much about horses but I know a lot about doing anything for one dollar! If you think bad luck can defeat me then you don't know my name is Philip J -",That'll teach those other horses to take drugs!
Holy camolie! A seven leaf clover!,You're not the president of it!,Hey. That's my patented spacehook! You stole it!,"Yancy drives, he goes up with his patented spacehook!",Kareem's got the skyhook but Philip J. Fry's got the spacehook!,That is one unlucky guy!
Phil wins! Yancy's fans are stunned! There'll be no celebration at the Yancy dome!,I'm dying of old age!,Holy camolie! A seven leaf clover!,You're not the president of it!,Hey. That's my patented spacehook! You stole it!,"Yancy drives, he goes up with his patented spacehook!"
Pah. I'd have won a lot of money too if I still had my lucky seven leaf clover. Plus I'd still have my hair.,Let's just say I lucked out at the track! Also I rigged one race.,Well someone's in a good mode.,Lucky.,Phil wins! Yancy's fans are stunned! There'll be no celebration at the Yancy dome!,I'm dying of old age!
I hid it in a secret hiding place who's location I never told anyone. Not even Scruffy.,So whatever happened to this seven leaf clover?,"I got your page Mr Fry, your new hair is ready!",Pah. I'd have won a lot of money too if I still had my lucky seven leaf clover. Plus I'd still have my hair.,Let's just say I lucked out at the track! Also I rigged one race.,Well someone's in a good mode.
Hey yeah! Maybe it is still there! Underground in the ruins of Old New York. Helping some ant defeat another ant or helping some piece of dirt turn it's luck around.,So the clover is still in the hiding place maybe?,I hid it in a secret hiding place who's location I never told anyone. Not even Scruffy.,So whatever happened to this seven leaf clover?,"I got your page Mr Fry, your new hair is ready!",Pah. I'd have won a lot of money too if I still had my lucky seven leaf clover. Plus I'd still have my hair.
I'm going down there to get my clover back. Now some of the tunnels have metal bars so I'll need someone who's good at bending. Leela how 'bout you?,Dirt doesn't need luck.,Hey yeah! Maybe it is still there! Underground in the ruins of Old New York. Helping some ant defeat another ant or helping some piece of dirt turn it's luck around.,So the clover is still in the hiding place maybe?,I hid it in a secret hiding place who's location I never told anyone. Not even Scruffy.,So whatever happened to this seven leaf clover?
It is?,Like hell you will. Bending's my middle name.,Sure I'll do it.,I'm going down there to get my clover back. Now some of the tunnels have metal bars so I'll need someone who's good at bending. Leela how 'bout you?,Dirt doesn't need luck.,Hey yeah! Maybe it is still there! Underground in the ruins of Old New York. Helping some ant defeat another ant or helping some piece of dirt turn it's luck around.
Here's the entrance. From this moment on I declare my bad luck officially over.,Yep. My full name is Bender Bending Rodriguez,It is?,Like hell you will. Bending's my middle name.,Sure I'll do it.,I'm going down there to get my clover back. Now some of the tunnels have metal bars so I'll need someone who's good at bending. Leela how 'bout you?
"Look, up ahead.",Well if we get bored I've got Tetris on this thing.,He was fun.,Here's the entrance. From this moment on I declare my bad luck officially over.,Yep. My full name is Bender Bending Rodriguez,It is?
"Wow! We've got Manhattan all to ourselves! I can finally do all the crazy stuff I always dreamed of doing! Howard Stern s overrated! Uh, oops!",Old New York. The city that inspired a casino in Las Vegas.,"Look, up ahead.",Well if we get bored I've got Tetris on this thing.,He was fun.,Here's the entrance. From this moment on I declare my bad luck officially over.
And remember when Mayor Giuliani cracked down on jaywalking?,New York is so burned.,"Wow! We've got Manhattan all to ourselves! I can finally do all the crazy stuff I always dreamed of doing! Howard Stern s overrated! Uh, oops!",Old New York. The city that inspired a casino in Las Vegas.,"Look, up ahead.",Well if we get bored I've got Tetris on this thing.
"Well Rudy, how'd you like this action?",No.,And remember when Mayor Giuliani cracked down on jaywalking?,New York is so burned.,"Wow! We've got Manhattan all to ourselves! I can finally do all the crazy stuff I always dreamed of doing! Howard Stern s overrated! Uh, oops!",Old New York. The city that inspired a casino in Las Vegas.
Cosmic F.,"As you know the big breakdance is Saturday. So if we wanna win those Jam Master J autographed parachute pants our crew has to pop, lock and bust the freshest. Noticwably F.A.T., drop us a beat. Name?","Well Rudy, how'd you like this action?",No.,And remember when Mayor Giuliani cracked down on jaywalking?,New York is so burned.
Outer space.,Style?,Cosmic F.,"As you know the big breakdance is Saturday. So if we wanna win those Jam Master J autographed parachute pants our crew has to pop, lock and bust the freshest. Noticwably F.A.T., drop us a beat. Name?","Well Rudy, how'd you like this action?",No.
The moonwalk...the robot...the zero,Special moves?,Outer space.,Style?,Cosmic F.,"As you know the big breakdance is Saturday. So if we wanna win those Jam Master J autographed parachute pants our crew has to pop, lock and bust the freshest. Noticwably F.A.T., drop us a beat. Name?"
Deep space??,"Uh, deep space!",Style?,Cosmic Y.,Name?,GUY  1
Hey!,The spacewalk...,Special moves?,Deep space??,"Uh, deep space!",Style?
The robot? That's similar to mine!,...The robot...,Hey!,The spacewalk...,Special moves?,Deep space??
What are you doing? You totally ripped off my routine.,The zero G!,The robot? That's similar to mine!,...The robot...,Hey!,The spacewalk...
Why do you always have to steal everything from me Yancy? Find your own life and live it.,You callin' me a biter?,What are you doing? You totally ripped off my routine.,The zero G!,The robot? That's similar to mine!,...The robot...
Well I'd like to see you try and steal this. the septuple head spin.,Stop illin'! Word!,Why do you always have to steal everything from me Yancy? Find your own life and live it.,You callin' me a biter?,What are you doing? You totally ripped off my routine.,The zero G!
"Oh yeah? Noticeably F.A.T., rewind the tape.",He's just scratching. No one's ever done more than a quadruple.,Well I'd like to see you try and steal this. the septuple head spin.,Stop illin'! Word!,Why do you always have to steal everything from me Yancy? Find your own life and live it.,You callin' me a biter?
"Alright team, let's go find that clover!",Stop hogging the clover.,"Fry if I ever see you try anything that crazy again, this crew might just have some new parachute pants!",That was ice cold bro!,"Phil, you're hot!",Crazy sucker!
"71st street? Hmm, never heard of it. Downtown could be in any direction.",Which way to your house? The sign says we're at 71st street.,"Alright team, let's go find that clover!",Stop hogging the clover.,"Fry if I ever see you try anything that crazy again, this crew might just have some new parachute pants!",That was ice cold bro!
"Gosh my old neighbourhood! That's the bench where I found some shirts! That fire hydrant! In summer we'd light it on fire! On that corner, some guy with a bushy beard handed out a socialist newsletter!",Wake up buddy end of the line!,Ooo that feels funny! This is the Brooklyn bound B-train making local stops at wherever the hell I feel like. Watch for the closing doors.,"No sweat, we'll just take a spin on the B-train!","71st street? Hmm, never heard of it. Downtown could be in any direction.",Which way to your house? The sign says we're at 71st street.
You'd better believe it!,Was it poorly xeroxed?,"Gosh my old neighbourhood! That's the bench where I found some shirts! That fire hydrant! In summer we'd light it on fire! On that corner, some guy with a bushy beard handed out a socialist newsletter!",Wake up buddy end of the line!,Ooo that feels funny! This is the Brooklyn bound B-train making local stops at wherever the hell I feel like. Watch for the closing doors.,"No sweat, we'll just take a spin on the B-train!"
That's right.,Pardon me but did I overhear you saying you used to live here?,"The old comedians were right, this place is a lot different from LA!",You'd better believe it!,Was it poorly xeroxed?,"Gosh my old neighbourhood! That's the bench where I found some shirts! That fire hydrant! In summer we'd light it on fire! On that corner, some guy with a bushy beard handed out a socialist newsletter!"
"Yeah, he was my neighbour. Why?",Did you know Andy Goldman?,That's right.,Pardon me but did I overhear you saying you used to live here?,"The old comedians were right, this place is a lot different from LA!",You'd better believe it!
Get out of here! What's Andy up to these days?,I mutated from him!,"Yeah, he was my neighbour. Why?",Did you know Andy Goldman?,That's right.,Pardon me but did I overhear you saying you used to live here?
Sure when he's sober!,He seemed nice.,The short answer is I'm teaching.,Get out of here! What's Andy up to these days?,I mutated from him!,"Yeah, he was my neighbour. Why?"
Holy camolies! The house I grew up in! It's still there!,Sure when he's sober!,He seemed nice.,The short answer is I'm teaching.,Get out of here! What's Andy up to these days?,I mutated from him!
Mom! Help!,That stupid clover is a worthless piece of garbage! Give it give it give it!,"Man, father time really took a bat to this place.",Holy camolies! The house I grew up in! It's still there!,Sure when he's sober!,He seemed nice.
"Mom, Yancy's trying to steal my clover.",Yes!,Mom! Help!,That stupid clover is a worthless piece of garbage! Give it give it give it!,"Man, father time really took a bat to this place.",Holy camolies! The house I grew up in! It's still there!
Not yet commander. Yancy's just trying to steal my stuff as usual.,What's happenin' up there? Did Kremlin Joe let fly with the nukes?,I'm gonna pile drive you! You're dead meat!,"Yancy, stealing is wrong.","Mom, Yancy's trying to steal my clover.",Yes!
The Ronco Record Vault! Yancy'll never get his hands on you in here or my money back. Ah The Breakfast Club soundtrack! Man I can't wait til I'm old enough to feel ways about stuff! Stay safe clover. I may need you again someday.,Well he'd better keep his hands off these bananas. Gonna need them when the radiation turns us all into monkeys.,Not yet commander. Yancy's just trying to steal my stuff as usual.,What's happenin' up there? Did Kremlin Joe let fly with the nukes?,I'm gonna pile drive you! You're dead meat!,"Yancy, stealing is wrong."
This was the storage room. My dad spent years turning it into a bomb shelter.,The Ronco Record Vault! Yancy'll never get his hands on you in here or my money back. Ah The Breakfast Club soundtrack! Man I can't wait til I'm old enough to feel ways about stuff! Stay safe clover. I may need you again someday.,Well he'd better keep his hands off these bananas. Gonna need them when the radiation turns us all into monkeys.,Not yet commander. Yancy's just trying to steal my stuff as usual.,What's happenin' up there? Did Kremlin Joe let fly with the nukes?,I'm gonna pile drive you! You're dead meat!
This is it! My Ronco Record Vault! I still remember the combination. Three. It's stuck.,What a waste.,And yet you guys never had a single nuclear war.,This was the storage room. My dad spent years turning it into a bomb shelter.,The Ronco Record Vault! Yancy'll never get his hands on you in here or my money back. Ah The Breakfast Club soundtrack! Man I can't wait til I'm old enough to feel ways about stuff! Stay safe clover. I may need you again someday.,Well he'd better keep his hands off these bananas. Gonna need them when the radiation turns us all into monkeys.
Here it is. The Breakfast Club soundtrack.,The Achilles heel of the Ronco design is it's structural resonance frequency. Allow me. There we go!,This is it! My Ronco Record Vault! I still remember the combination. Three. It's stuck.,What a waste.,And yet you guys never had a single nuclear war.,This was the storage room. My dad spent years turning it into a bomb shelter.
I hid my seven leaf clover in this very record jacket so my brother Yancy wouldn't get it. Here goes. It's gone! the whole place has been cleaned out! Yancy stole my clover! That thief!,You mean breakfast club sandwich?,Here it is. The Breakfast Club soundtrack.,The Achilles heel of the Ronco design is it's structural resonance frequency. Allow me. There we go!,This is it! My Ronco Record Vault! I still remember the combination. Three. It's stuck.,What a waste.
Everything else in here held up OK.,How do you know it didn't disintergrate?,I hid my seven leaf clover in this very record jacket so my brother Yancy wouldn't get it. Here goes. It's gone! the whole place has been cleaned out! Yancy stole my clover! That thief!,You mean breakfast club sandwich?,Here it is. The Breakfast Club soundtrack.,The Achilles heel of the Ronco design is it's structural resonance frequency. Allow me. There we go!
I don't know why my brother hated me so much.,Except Sports by Huey Lewis.,Everything else in here held up OK.,How do you know it didn't disintergrate?,I hid my seven leaf clover in this very record jacket so my brother Yancy wouldn't get it. Here goes. It's gone! the whole place has been cleaned out! Yancy stole my clover! That thief!,You mean breakfast club sandwich?
You think? 'Cause I always kinda wished that -,"Aw, brothers always fight. I'm sure deep down he loved you. He just never got a chance to say it before you got frozen.",I don't know why my brother hated me so much.,Except Sports by Huey Lewis.,Everything else in here held up OK.,How do you know it didn't disintergrate?
It's my brother Yancy! And there in his lapel - my seven leaf clover! I knew he stole it.,Who is that God-like figure?,You think? 'Cause I always kinda wished that -,"Aw, brothers always fight. I'm sure deep down he loved you. He just never got a chance to say it before you got frozen.",I don't know why my brother hated me so much.,Except Sports by Huey Lewis.
Wait a second! That's my name! Good Lord. He ditched his goofy name and stole mine!,Hold the phone. If that's Yancy then why does the inscription read Philip J. Fry?,It's my brother Yancy! And there in his lapel - my seven leaf clover! I knew he stole it.,Who is that God-like figure?,You think? 'Cause I always kinda wished that -,"Aw, brothers always fight. I'm sure deep down he loved you. He just never got a chance to say it before you got frozen."
"First person on Mars?? I should have been the first person on Mars! He stole my clover, he stole my name and he stole my life! And now he broke my hand.","Apparently this brave adonis, this cadillac of men, was the first person on Mars.",Wait a second! That's my name! Good Lord. He ditched his goofy name and stole mine!,Hold the phone. If that's Yancy then why does the inscription read Philip J. Fry?,It's my brother Yancy! And there in his lapel - my seven leaf clover! I knew he stole it.,Who is that God-like figure?
That clover helped my ratfink brother steal my dream of going into space. Now I'll never get there.,"Survivor, Pat Benetar, The Scorpions. The list goes on.","Yep, nothing in there but all the best music of the 1980's in one amazing collection.",So you opened the record vault and the clover was gone?,His legend lives on.,"First person on Mars?? I should have been the first person on Mars! He stole my clover, he stole my name and he stole my life! And now he broke my hand."
I'm Philip J. Fry! He stole my name after I got frozen.,First person on Mars? Oh so your brother was that Philip J. Fry!,You went there this morning for doughnuts.,That clover helped my ratfink brother steal my dream of going into space. Now I'll never get there.,"Survivor, Pat Benetar, The Scorpions. The list goes on.","Yep, nothing in there but all the best music of the 1980's in one amazing collection."
That should have been me!,Shut up friends. My internet browser heard us saying the word Fry and it found a movie about Philip J. Fry for us. It alwso opened my calendar to Friday and ordered me some French fries.,I'm Philip J. Fry! He stole my name after I got frozen.,First person on Mars? Oh so your brother was that Philip J. Fry!,You went there this morning for doughnuts.,That clover helped my ratfink brother steal my dream of going into space. Now I'll never get there.
That's my clover! Yancy stole it!,That should have been me!,Shut up friends. My internet browser heard us saying the word Fry and it found a movie about Philip J. Fry for us. It alwso opened my calendar to Friday and ordered me some French fries.,I'm Philip J. Fry! He stole my name after I got frozen.,First person on Mars? Oh so your brother was that Philip J. Fry!,You went there this morning for doughnuts.
That's what I'm known for!,That's my clover! Yancy stole it!,That should have been me!,Shut up friends. My internet browser heard us saying the word Fry and it found a movie about Philip J. Fry for us. It alwso opened my calendar to Friday and ordered me some French fries.,I'm Philip J. Fry! He stole my name after I got frozen.,First person on Mars? Oh so your brother was that Philip J. Fry!
"So that's where my clover is? Hey, is that orbitting cemetary near here?","Phil came in right, sturmmed out this tune yeah. And I said That's a number one record!",That's what I'm known for!,That's my clover! Yancy stole it!,That should have been me!,Shut up friends. My internet browser heard us saying the word Fry and it found a movie about Philip J. Fry for us. It alwso opened my calendar to Friday and ordered me some French fries.
"Good. Leela, Bender, we're going graverobbing.",It will be in a couple hours.,"So that's where my clover is? Hey, is that orbitting cemetary near here?","Phil came in right, sturmmed out this tune yeah. And I said That's a number one record!",That's what I'm known for!,That's my clover! Yancy stole it!
I should be the one in that grave!,They buried your brother in the world heroes section? I'm impressed.,"Hmm Breakfast Club, this'll clear out the room at the end of the reception.",Have a look downstairs. Your brother may be missing but his crap sure isn't.,Oh that reminds me. I was thinking of rummaging through Phil's records for something to play at the wedding.,I'll never forget the day Philip disappeared. Wisconsin won the rose bowl 17-9. Oh I miss him.
Hmm. We lost Bender.,I should be the one in that grave!,They buried your brother in the world heroes section? I'm impressed.,"Hmm Breakfast Club, this'll clear out the room at the end of the reception.",Have a look downstairs. Your brother may be missing but his crap sure isn't.,Oh that reminds me. I was thinking of rummaging through Phil's records for something to play at the wedding.
Aha! My brother's grave!,There. Now no one will be able to say I don't own John Larroquette's spine!,Hmm. We lost Bender.,I should be the one in that grave!,They buried your brother in the world heroes section? I'm impressed.,"Hmm Breakfast Club, this'll clear out the room at the end of the reception."
"It's all lies every word of it! He wasn't original, he wasn't a Martian, he wasn't Philip Fry and since when is he a the?","Philip Fry, the original Martian.",Aha! My brother's grave!,There. Now no one will be able to say I don't own John Larroquette's spine!,Hmm. We lost Bender.,I should be the one in that grave!
It's clovering time!,You're twice the the he ever was.,"It's all lies every word of it! He wasn't original, he wasn't a Martian, he wasn't Philip Fry and since when is he a the?","Philip Fry, the original Martian.",Aha! My brother's grave!,There. Now no one will be able to say I don't own John Larroquette's spine!
"Here lies Philip J. Fry, named for his uncle, to carry on his spirit.","Really? Son, I'm naming you Philip J. Fry in honour of my little brother, who I miss every day. I love you Philip, and I always will.",I know what name you wanna give him Yancy. It's OK.,"Uh, I'm sorta thinking one. Daddy has a present for you today. Do you know what it is? It's a lucky clover that can help you be successful at anything you do - even breakdancing - and it once belonged to someone very special.","So, had any ideas for names Yancy?",It's clovering time!
"Aww. That's terrible, Leela. But imagine the look on their faces when you show up with two friends who eat all the hors d'oeuvres.","My eyes may not work, but at least I got two of them!","How can you make fun of me, Kirk? You're blind!","Nice depth-perception, one-eye!",One-eye! One-eye! One-eye!,"No way, jose-bot. I never wanna see those other orphans again! Not after the way they used to pick on me."
Eww!,Set a course for adventure!,"Well, I wouldn't mind rubbing my success in a few choice faces.","Aww. That's terrible, Leela. But imagine the look on their faces when you show up with two friends who eat all the hors d'oeuvres.","My eyes may not work, but at least I got two of them!","How can you make fun of me, Kirk? You're blind!"
Mmm! The gristle-in-a-blanket isn't half bad.,"Oh, those were happier days.",You used to say that all the time!,Leela! You're worthless and no one will ever love you!,Just like old times. Gosh. The bars on the windows seemed so much thicker back then. Mr. Vogel? Remember me?,What a dump!
I don't see you anywhere.,"Hey, look. It's our old group picture.",Mmm! And try one of these Popsicle sticks. They've absorbed quite a bit of flavour.,Mmm! The gristle-in-a-blanket isn't half bad.,"Oh, those were happier days.",You used to say that all the time!
Sure haven't.,"Sir, you seem pretty stable. Have you thought about adopting one of our kids?","A tall doctor, you say?","Oh, I'm a doctor.",Huh. I'd never thought of it that way. So what do you do these days?,Ah-ah. A package is just a box until it's delivered.
Really?,Well keep adoption in mind. It's a great way to have kids without having sex.,Sure haven't.,"Sir, you seem pretty stable. Have you thought about adopting one of our kids?","A tall doctor, you say?","Oh, I'm a doctor."
"Hey, why are those kids following you? Do you have candy stuck to your ass?","Sons, daughters, meet Uncle Fry.",Me? Perfectly normal?,"No, I specialise in phaser eye surgery. I can build you a paraffin eye and graft it on with skin from your foot. It won't be able to see but you'll look like a perfectly normal two-eyed person.",You mean by beating them up? Because I've broken that blind kid's nose like 10 times and it doesn't make any difference.,I'm so sorry I teased you back then. Let me make it up to you. I can fix it so that no one ever makes fun of you again.
You guys are crazy. Leela doesn't need surgery. You look great the way you are.,"I think cosmetic surgery's great, Leela. I used to be too cute, so I had cuteness-reduction surgery here......and here.",Phaser eye surgery is a capital idea. I'm sure Leela's tired of morons gaping at her eye all the time.,Our daddy's a giant toy!,Yay!,"No. It's called parenting. Come on, dumplings. We've got 12 government stipends to collect."
"But you're better than normal, you're abnormal. If you ask me, you shouldn't care what other people think.","Oh, that's so sweet, Fry. But for once in my life, I just wanna look normal.",You guys are crazy. Leela doesn't need surgery. You look great the way you are.,"I think cosmetic surgery's great, Leela. I used to be too cute, so I had cuteness-reduction surgery here......and here.",Phaser eye surgery is a capital idea. I'm sure Leela's tired of morons gaping at her eye all the time.,Our daddy's a giant toy!
Bah! I think she looked fine before.,"Leela, those eyes look so great on you.","Now we'll find out if the operation was a success. Hold on to your hats. Oh, I'm sorry, this is the wrong patient. Oops.",That's the stupidest idea I've ever heard you imbecile!,"Wonderful. And while you're under the knife, you could also get an ink pouch to help you escape your enemies.",Right on!
