response,context/0,context/1,context/2,context/3,context/4
Professor.,Harry?,You're wrong.,You would have done well in Slytherin.,But I stand by what I said last year.,Yes. You were particularly difficult to place.
Your bird...There was nothing I could do.,Professor.,Harry?,You're wrong.,You would have done well in Slytherin.,But I stand by what I said last year.
He just caught fire.,Your bird...There was nothing I could do.,Professor.,Harry?,You're wrong.,You would have done well in Slytherin.
"You don't think it was me, professor?",Yes.,"I'll just wait outside, then.","Ohh! Oww! Right. Well, I'll...",Of course you don't.,I do not believe that Harry attacked anyone.
"No, sir. Nothing",But I must ask you is there something you wish to tell me?,"No, Harry. I do not think it was you.","You don't think it was me, professor?",Yes.,"I'll just wait outside, then."
Crabbe and Goyle.,We just need a bit of who you're changing into.,Everything's set.,Off you go.,"Very well, then.","No, sir. Nothing"
"Ron, maybe I should do it.",Make sure that Crabbe and Goyle find these.,I'm going to go check on the Polyjuice Potion.,I got this off her robes.,Millicent Bulstrode. Slytherin.,I've already got mine.
Wingardium Leviosa.,Yeah. Right.,"Ron, maybe I should do it.",Make sure that Crabbe and Goyle find these.,I'm going to go check on the Polyjuice Potion.,I got this off her robes.
"Come on, let's get them.",How thick could you get?,Cool. Umm..um.,Wingardium Leviosa.,Yeah. Right.,"Ron, maybe I should do it."
Ron.,Harry?,Me too.,I think I'm gonna be sick.,Cheers.,Essence of Crabbe.
We still sound like ourselves.,Bloody hell!,Ron.,Harry?,Me too.,I think I'm gonna be sick.
You need to sound more like Crabbe.,We still sound like ourselves.,Bloody hell!,Ron.,Harry?,Me too.
Excellent.,Bloody hell.,You need to sound more like Crabbe.,We still sound like ourselves.,Bloody hell!,Ron.
"Hermione, are you okay?",You go on without me.,I...I don't think I'm going.,But where's Hermione?,Excellent.,Bloody hell.
Come on.,Just go. You're wasting time.,"Hermione, are you okay?",You go on without me.,I...I don't think I'm going.,But where's Hermione?
I think the Slytherin common room's this way.,Come on.,Just go. You're wasting time.,"Hermione, are you okay?",You go on without me.,I...I don't think I'm going.
I'm...,What are your names again?,"You, on the other hand, have no business wandering the corridors at night.",I happen to be a school prefect.,"I mean, what are you doing down here?",What are you doing d...?
Ah- um.. Reading.,Why are you wearing glasses?,Pigging out in the Great Hall all this time?,"Crabbe, Goyle, where have you been?",I'm...,What are your names again?
You're wrong!,Father always said Dumbledore was the worst thing that ever happened to this place.,I suppose Dumbledore is trying to hush it all up.,I'm surprised the Daily Prophet hasn't done a report on all these attacks.,Stomachache.,"What's wrong with you, Crabbe?"
Harry Potter?,Well? Do you?,You think there's someone here who's worse than Dumbledore?,What?,You're wrong!,Father always said Dumbledore was the worst thing that ever happened to this place.
But then you must have some idea who's behind it all.,And people actually think that he's the Heir of Slytherin?,Saint Potter.,You're absolutely right.,"Good one, Goyle.",Harry Potter?
It's his stomachache.,You're acting very odd.,What's the matter with you two?,As for me I hope it's Granger.,So it's only a matter of time before one of them is killed this time.,"The last time the Chamber of Secrets was opened, a Mudblood died."
Calm down.,It's his stomachache.,You're acting very odd.,What's the matter with you two?,As for me I hope it's Granger.,So it's only a matter of time before one of them is killed this time.
Hair!,Scar!,Calm down.,It's his stomachache.,You're acting very odd.,What's the matter with you two?
"Hermione, come out.",That was close.,Hey! Where are you going?,Hair!,Scar!,Calm down.
We've got loads to tell you.,"Hermione, come out.",That was close.,Hey! Where are you going?,Hair!,Scar!
Hermione?,Wait till you see. It's awful.,Go away.,We've got loads to tell you.,"Hermione, come out.",That was close.
Are you okay?,Hermione?,Wait till you see. It's awful.,Go away.,We've got loads to tell you.,"Hermione, come out."
She should be out of hospital in a few days when she stops coughing up fur balls.,Have you spoken to Hermione?,Look at your tail.,Look at my face.,It was cat hair I plucked off Millicent Bulstrode's robes.,Do you remember me telling you that the Polyjuice Potion was only for human transformations?
What's this?,She should be out of hospital in a few days when she stops coughing up fur balls.,Have you spoken to Hermione?,Look at your tail.,Look at my face.,It was cat hair I plucked off Millicent Bulstrode's robes.
Looks like Moaning Myrtle's flooded the bathroom.,Yuck!,What's this?,She should be out of hospital in a few days when she stops coughing up fur balls.,Have you spoken to Hermione?,Look at your tail.
Why would I throw something at you?,Ohh-Uhh..Come to throw something else at me?,Looks like Moaning Myrtle's flooded the bathroom.,Yuck!,What's this?,She should be out of hospital in a few days when she stops coughing up fur balls.
"But who threw it at you, anyway?",Fifty points if it goes through her head!,Ten points if you get it through her stomach!,SURE! Let's all throw books at Myrtle because she can't feel it.,"I mean, it'll just go right through you.",But it can't hurt if someone throws something at you.
Tom Marvolo Riddle.,Whoo-oooh-whoooo...,"I was just sitting in the U-bend, thinking about death and it fell through the top of my head.",I don't know. I didn't see them.,"But who threw it at you, anyway?",Fifty points if it goes through her head!
My name is Harry Potter.,Tom Marvolo Riddle.,Whoo-oooh-whoooo...,"I was just sitting in the U-bend, thinking about death and it fell through the top of my head.",I don't know. I didn't see them.,"But who threw it at you, anyway?"
Do you know anything about the Chamber of Secrets?,"Hello Harry Potter, my name is Tom Riddle.",My name is Harry Potter.,Tom Marvolo Riddle.,Whoo-oooh-whoooo...,"I was just sitting in the U-bend, thinking about death and it fell through the top of my head."
Can you tell me?,Yes.,Do you know anything about the Chamber of Secrets?,"Hello Harry Potter, my name is Tom Riddle.",My name is Harry Potter.,Tom Marvolo Riddle.
Excuse me.,13th June..,Let me take you back fifty years ago.,No. But I can show you.,Can you tell me?,Yes.
Could you tell me what's going on here?,Excuse me.,13th June..,Let me take you back fifty years ago.,No. But I can show you.,Can you tell me?
Are you Tom Riddle?,Could you tell me what's going on here?,Excuse me.,13th June..,Let me take you back fifty years ago.,No. But I can show you.
"Hello, can you hear me?",Are you Tom Riddle?,Could you tell me what's going on here?,Excuse me.,13th June..,Let me take you back fifty years ago.
Dumbledore?,Professor Dumbledore.,Riddle! Come.,"Hello, can you hear me?",Are you Tom Riddle?,Could you tell me what's going on here?
Hagrid!,You'll be expelled.,"They'll have your wand for this, Hagrid.",I can't let you go.,Aragog! Aragog!,Arania Exumai!
HAAGRIIID!,Hagrid!,You'll be expelled.,"They'll have your wand for this, Hagrid.",I can't let you go.,Aragog! Aragog!
Wow!,HAAGRIIID!,Hagrid!,You'll be expelled.,"They'll have your wand for this, Hagrid.",I can't let you go.
It was Hagrid.,Wow!,HAAGRIIID!,Hagrid!,You'll be expelled.,"They'll have your wand for this, Hagrid."
Hagrid opened the Chamber of Secrets 50 years ago.,It was Hagrid.,Wow!,HAAGRIIID!,Hagrid!,You'll be expelled.
"The monster had killed somebody, Ron.","He sounds like a dirty, rotten snitch.",We don't even know this Tom Riddle.,It just can't be.,It can't be Hagrid.,Hagrid opened the Chamber of Secrets 50 years ago.
What would any of us have done?,"The monster had killed somebody, Ron.","He sounds like a dirty, rotten snitch.",We don't even know this Tom Riddle.,It just can't be.,It can't be Hagrid.
No.,"Mad and hairy? You wouldn't be talking about me, now, would you?","Hello, Hagrid. Tell us, have you been setting anything mad and hairy loose in the castle lately?",That would be a cheerful visit.,Why don't we just go and ask him about it?,"Look, Hagrid's our friend."
"What's that you've got, Hagrid?",No.,"Mad and hairy? You wouldn't be talking about me, now, would you?","Hello, Hagrid. Tell us, have you been setting anything mad and hairy loose in the castle lately?",That would be a cheerful visit.,Why don't we just go and ask him about it?
And they found it.,"Whoever it was, they must have been looking for something.",Unless it wasn't a student.,Nobody else knows our password.,It had to be a Gryffindor.,Come on!
Tom Riddle's diary is gone.,And they found it.,"Whoever it was, they must have been looking for something.",Unless it wasn't a student.,Nobody else knows our password.,It had to be a Gryffindor.
No.,Does it mean anything to either of you?,She was found near the library along with this.,Hermione!,This could be a wee bit of a shock.,I warn you.
"We've got to talk to Hagrid, Ron.",Unless the culprit behind these attacks is caught it is likely the school will be closed.,I should tell you this:,No exceptions.,All students will be escorted to each lesson by a teacher.,All students will return to their house common rooms by 6:00 every evening.
I can't believe it's him but if he did set the monster loose last time he'll know how to get inside the Chamber of Secrets. That's a start.,"We've got to talk to Hagrid, Ron.",Unless the culprit behind these attacks is caught it is likely the school will be closed.,I should tell you this:,No exceptions.,All students will be escorted to each lesson by a teacher.
I think it's time to get my dad's old cloak out again.,We're not allowed to leave the tower except for class.,But you heard McGonagall.,I can't believe it's him but if he did set the monster loose last time he'll know how to get inside the Chamber of Secrets. That's a start.,"We've got to talk to Hagrid, Ron.",Unless the culprit behind these attacks is caught it is likely the school will be closed.
What's that for?,Hello? Hello?,Who's there?,I think it's time to get my dad's old cloak out again.,We're not allowed to leave the tower except for class.,But you heard McGonagall.
"Hagrid, are you okay?",I just made a pot of tea.,Nothing. I was expecting... It doesn't matter. Come on in.,What's that for?,Hello? Hello?,Who's there?
Did you hear about Hermione?,I'm fine. I'm all right.,"Hagrid, are you okay?",I just made a pot of tea.,Nothing. I was expecting... It doesn't matter. Come on in.,What's that for?
"Look, we have to ask you something.","Oh yeah. I heard about that, all right.",Did you hear about Hermione?,I'm fine. I'm all right.,"Hagrid, are you okay?",I just made a pot of tea.
Do you know who's opened the Chamber of Secrets?,"Look, we have to ask you something.","Oh yeah. I heard about that, all right.",Did you hear about Hermione?,I'm fine. I'm all right.,"Hagrid, are you okay?"
Look.,"With Dumbledore gone, there'll be an attack a day.",Hagrid's right.,Good boy.,And someone will need to feed Fang while I'm away.,That's all I have to say.
Come on.,Look.,"With Dumbledore gone, there'll be an attack a day.",Hagrid's right.,Good boy.,And someone will need to feed Fang while I'm away.
"Come on, Fang.",Come on.,Look.,"With Dumbledore gone, there'll be an attack a day.",Hagrid's right.,Good boy.
Come on.,"Come on, Fang.",Come on.,Look.,"With Dumbledore gone, there'll be an attack a day.",Hagrid's right.
You heard what Hagrid said.,What?,Come on.,"Come on, Fang.",Come on.,Look.
Follow the spiders.,You heard what Hagrid said.,What?,Come on.,"Come on, Fang.",Come on.
Shush!,"Harry, I don't like this at all.","Harry, I don't like this.",Why spiders? Why couldn't it be follow the butterflies?,They're heading to the Dark Forest.,Follow the spiders.
Come on.,Can we go back now?,Shush!,"Harry, I don't like this at all.","Harry, I don't like this.",Why spiders? Why couldn't it be follow the butterflies?
Don't panic.,Who is it?,Come on.,Can we go back now?,Shush!,"Harry, I don't like this at all."
We're friends of Hagrid's.,Is that you?,Hagrid?,Don't panic.,Who is it?,Come on.
And you?,We're friends of Hagrid's.,Is that you?,Hagrid?,Don't panic.,Who is it?
"You're Aragog, aren't you?",And you?,We're friends of Hagrid's.,Is that you?,Hagrid?,Don't panic.
"He's in trouble. Up at the school, there have been attacks.",Hagrid has never sent men into our hollow before.,Yes.,"You're Aragog, aren't you?",And you?,We're friends of Hagrid's.
They think it's Hagrid.,"He's in trouble. Up at the school, there have been attacks.",Hagrid has never sent men into our hollow before.,Yes.,"You're Aragog, aren't you?",And you?
They think he opened the Chamber of Secrets. Like before.,They think it's Hagrid.,"He's in trouble. Up at the school, there have been attacks.",Hagrid has never sent men into our hollow before.,Yes.,"You're Aragog, aren't you?"
Then you're not the monster?,Hagrid never opened the Chamber of Secrets.,That's a lie.,They think he opened the Chamber of Secrets. Like before.,They think it's Hagrid.,"He's in trouble. Up at the school, there have been attacks."
"But if you're not the monster, then what did kill that girl 50 years ago?",Harry.,I came to Hagrid from a distant land in the pocket of a traveler.,The monster was born in the castle.,No.,Then you're not the monster?
But have you seen it?,It is an ancient creature we spiders fear above all others.,We do not speak of it.,"But if you're not the monster, then what did kill that girl 50 years ago?",Harry.,I came to Hagrid from a distant land in the pocket of a traveler.
What?,Harry!,"When I was accused, Hagrid brought me here.",The girl was discovered in a bathroom.,I never saw any part of the castle but the box in which Hagrid kept me.,But have you seen it?
"Well, thank you.",What?,Harry!,"When I was accused, Hagrid brought me here.",The girl was discovered in a bathroom.,I never saw any part of the castle but the box in which Hagrid kept me.
We'll just go.,"Well, thank you.",What?,Harry!,"When I was accused, Hagrid brought me here.",The girl was discovered in a bathroom.
"One, but it's not powerful enough for all of them.",Know any spells?,Can we panic now?,"Goodbye, friend of Hagrid.",But I cannot deny them fresh meat when it wanders so willingly into our midst.,My sons and daughters do not harm Hagrid on my command.
Let's go!,Where's Hermione when you need her?,"One, but it's not powerful enough for all of them.",Know any spells?,Can we panic now?,"Goodbye, friend of Hagrid."
Arania Exumai!,Let's go!,Where's Hermione when you need her?,"One, but it's not powerful enough for all of them.",Know any spells?,Can we panic now?
Go!,Arania Exumai!,Let's go!,Where's Hermione when you need her?,"One, but it's not powerful enough for all of them.",Know any spells?
Arania Exumai!,Glad we're out of there.,Go!,Arania Exumai!,Let's go!,Where's Hermione when you need her?
Don't mention it.,Thanks for that.,Arania Exumai!,Glad we're out of there.,Go!,Arania Exumai!
Get us out of here.,Don't mention it.,Thanks for that.,Arania Exumai!,Glad we're out of there.,Go!
Now!,Get us out of here.,Don't mention it.,Thanks for that.,Arania Exumai!,Glad we're out of there.
Come on!,Now!,Get us out of here.,Don't mention it.,Thanks for that.,Arania Exumai!
"Come on, move faster!",Come on!,Now!,Get us out of here.,Don't mention it.,Thanks for that.
Come on! Go!,"Come on, move faster!",Come on!,Now!,Get us out of here.,Don't mention it.
Get us in the air.,Come on! Go!,"Come on, move faster!",Come on!,Now!,Get us out of here.
Come on! Pull!,The flying gear's jammed!,Get us in the air.,Come on! Go!,"Come on, move faster!",Come on!
We know one thing.,What have we found out?,"I mean, what was the point of sending us in there?","If Hagrid ever gets out of Azkaban, I'll kill him.",Follow the spiders.,Follow the spiders!
Hagrid never opened the Chamber of Secrets.,We know one thing.,What have we found out?,"I mean, what was the point of sending us in there?","If Hagrid ever gets out of Azkaban, I'll kill him.",Follow the spiders.
He was innocent.,Hagrid never opened the Chamber of Secrets.,We know one thing.,What have we found out?,"I mean, what was the point of sending us in there?","If Hagrid ever gets out of Azkaban, I'll kill him."
"Wish you were here, Hermione.",He was innocent.,Hagrid never opened the Chamber of Secrets.,We know one thing.,What have we found out?,"I mean, what was the point of sending us in there?"
We need you.,"Wish you were here, Hermione.",He was innocent.,Hagrid never opened the Chamber of Secrets.,We know one thing.,What have we found out?
Now more than ever.,We need you.,"Wish you were here, Hermione.",He was innocent.,Hagrid never opened the Chamber of Secrets.,We know one thing.
Ron...,What's that?,Now more than ever.,We need you.,"Wish you were here, Hermione.",He was innocent.
This is why Hermione was in the library the day she was attacked.,Ron...,What's that?,Now more than ever.,We need you.,"Wish you were here, Hermione."
Come on.,This is why Hermione was in the library the day she was attacked.,Ron...,What's that?,Now more than ever.,We need you.
Of the many fearsome beasts that roam our land none is more deadly than the basilisk.,Come on.,This is why Hermione was in the library the day she was attacked.,Ron...,What's that?,Now more than ever.
Capable of living for hundreds of years instant death awaits any who meet this giant serpent's eye.,Of the many fearsome beasts that roam our land none is more deadly than the basilisk.,Come on.,This is why Hermione was in the library the day she was attacked.,Ron...,What's that?
Spiders flee before it.,Capable of living for hundreds of years instant death awaits any who meet this giant serpent's eye.,Of the many fearsome beasts that roam our land none is more deadly than the basilisk.,Come on.,This is why Hermione was in the library the day she was attacked.,Ron...
"Ron, this is it.",Spiders flee before it.,Capable of living for hundreds of years instant death awaits any who meet this giant serpent's eye.,Of the many fearsome beasts that roam our land none is more deadly than the basilisk.,Come on.,This is why Hermione was in the library the day she was attacked.
The monster in the Chamber of Secrets is a basilisk.,"Ron, this is it.",Spiders flee before it.,Capable of living for hundreds of years instant death awaits any who meet this giant serpent's eye.,Of the many fearsome beasts that roam our land none is more deadly than the basilisk.,Come on.
That's why I can hear it speak.,The monster in the Chamber of Secrets is a basilisk.,"Ron, this is it.",Spiders flee before it.,Capable of living for hundreds of years instant death awaits any who meet this giant serpent's eye.,Of the many fearsome beasts that roam our land none is more deadly than the basilisk.
It's a snake.,That's why I can hear it speak.,The monster in the Chamber of Secrets is a basilisk.,"Ron, this is it.",Spiders flee before it.,Capable of living for hundreds of years instant death awaits any who meet this giant serpent's eye.
Because no one did look it in the eye.,"But if it kills by looking people in the eye, why is it no one's dead?",It's a snake.,That's why I can hear it speak.,The monster in the Chamber of Secrets is a basilisk.,"Ron, this is it."
"Not directly, at least.",Because no one did look it in the eye.,"But if it kills by looking people in the eye, why is it no one's dead?",It's a snake.,That's why I can hear it speak.,The monster in the Chamber of Secrets is a basilisk.
Colin saw it through his camera.,"Not directly, at least.",Because no one did look it in the eye.,"But if it kills by looking people in the eye, why is it no one's dead?",It's a snake.,That's why I can hear it speak.
Justin... Justin must have seen the basilisk through Nearly Headless Nick.,Colin saw it through his camera.,"Not directly, at least.",Because no one did look it in the eye.,"But if it kills by looking people in the eye, why is it no one's dead?",It's a snake.
Nick got the full blast of it.,Justin... Justin must have seen the basilisk through Nearly Headless Nick.,Colin saw it through his camera.,"Not directly, at least.",Because no one did look it in the eye.,"But if it kills by looking people in the eye, why is it no one's dead?"
"But he's a ghost, he couldn't die again.",Nick got the full blast of it.,Justin... Justin must have seen the basilisk through Nearly Headless Nick.,Colin saw it through his camera.,"Not directly, at least.",Because no one did look it in the eye.
And Hermione had the mirror.,"But he's a ghost, he couldn't die again.",Nick got the full blast of it.,Justin... Justin must have seen the basilisk through Nearly Headless Nick.,Colin saw it through his camera.,"Not directly, at least."
I bet you she was using it to look around corners in case it came along.,And Hermione had the mirror.,"But he's a ghost, he couldn't die again.",Nick got the full blast of it.,Justin... Justin must have seen the basilisk through Nearly Headless Nick.,Colin saw it through his camera.
The water.,"I'm pretty sure she didn't havea camera or a mirror, Harry.",And Mrs. Norris?,I bet you she was using it to look around corners in case it came along.,And Hermione had the mirror.,"But he's a ghost, he couldn't die again."
There was water on the floor that night.,The water.,"I'm pretty sure she didn't havea camera or a mirror, Harry.",And Mrs. Norris?,I bet you she was using it to look around corners in case it came along.,And Hermione had the mirror.
She only saw the basilisk's reflection.,There was water on the floor that night.,The water.,"I'm pretty sure she didn't havea camera or a mirror, Harry.",And Mrs. Norris?,I bet you she was using it to look around corners in case it came along.
Spiders flee before it.,She only saw the basilisk's reflection.,There was water on the floor that night.,The water.,"I'm pretty sure she didn't havea camera or a mirror, Harry.",And Mrs. Norris?
It all fits.,Spiders flee before it.,She only saw the basilisk's reflection.,There was water on the floor that night.,The water.,"I'm pretty sure she didn't havea camera or a mirror, Harry."
Hermione's answered that too.,Someone would have seen it.,"A dirty, great snake.",How's a basilisk been getting around?,It all fits.,Spiders flee before it.
Remember what Aragog said about that girl 50 years ago?,Pipes? It's using the plumbing.,Hermione's answered that too.,Someone would have seen it.,"A dirty, great snake.",How's a basilisk been getting around?
She died in a bathroom?,Remember what Aragog said about that girl 50 years ago?,Pipes? It's using the plumbing.,Hermione's answered that too.,Someone would have seen it.,"A dirty, great snake."
What if she never left?,She died in a bathroom?,Remember what Aragog said about that girl 50 years ago?,Pipes? It's using the plumbing.,Hermione's answered that too.,Someone would have seen it.
"Lockhart may be useless, but he's going to try and get into the Chamber.",Ginny.,Her skeleton will lie in the Chamber forever.,Ginny Weasley.,"Who is it that the monster's taken, Minerva?",Getting ready.
At least we can tell him what we know.,"Lockhart may be useless, but he's going to try and get into the Chamber.",Ginny.,Her skeleton will lie in the Chamber forever.,Ginny Weasley.,"Who is it that the monster's taken, Minerva?"
"Professor, we have some information for you.",At least we can tell him what we know.,"Lockhart may be useless, but he's going to try and get into the Chamber.",Ginny.,Her skeleton will lie in the Chamber forever.,Ginny Weasley.
Are you going somewhere?,"Professor, we have some information for you.",At least we can tell him what we know.,"Lockhart may be useless, but he's going to try and get into the Chamber.",Ginny.,Her skeleton will lie in the Chamber forever.
You're running away?,"I must say, when I took the job, there was nothing in the description...",You can't go now.,You're the Defense Against the Dark Arts teacher.,No one regrets more than I.,"As to that, most unfortunate."
After all you did in your books?,You're running away?,"I must say, when I took the job, there was nothing in the description...",You can't go now.,You're the Defense Against the Dark Arts teacher.,No one regrets more than I.
You wrote them.,Books can be misleading.,After all you did in your books?,You're running away?,"I must say, when I took the job, there was nothing in the description...",You can't go now.
You're a fraud.,My books wouldn't have sold as well if people didn't think I'd done those things.,"My dear boy, use your common sense.",You wrote them.,Books can be misleading.,After all you did in your books?
You've been taking credit for what other wizards have done.,You're a fraud.,My books wouldn't have sold as well if people didn't think I'd done those things.,"My dear boy, use your common sense.",You wrote them.,Books can be misleading.
Don't even think about it.,"In fact, I'm going to have to do the same to you.",I'd never have sold another book.,"Otherwise, all those wizards would have gone blabbing.",I'm rather gifted with Memory Charms.,"Yes, now you mention it."
To ask you how you died.,What do you want?,"Hello, Harry.",Who's there?,Don't even think about it.,"In fact, I'm going to have to do the same to you."
"Who was it, Myrtle?","I was crying, and then I heard somebody come in.",I'd hidden because Olive Hornby was teasing me about my glasses.,It happened right here in this very cubicle.,It was dreadful.,To ask you how you died.
Just like that? How?,"And I realized it was a boy, so I unlocked the door to tell him to go away and I died.","But they said something funny, a kind of made-up language.",I don't know. I was distraught!,"Who was it, Myrtle?","I was crying, and then I heard somebody come in."
This is it.,"I just remember seeing a pair of great, big, yellow eyes over there by that sink.",Just like that? How?,"And I realized it was a boy, so I unlocked the door to tell him to go away and I died.","But they said something funny, a kind of made-up language.",I don't know. I was distraught!
"This is it, Ron. I think this is the entrance to the Chamber of Secrets.",This is it.,"I just remember seeing a pair of great, big, yellow eyes over there by that sink.",Just like that? How?,"And I realized it was a boy, so I unlocked the door to tell him to go away and I died.","But they said something funny, a kind of made-up language."
"Yes, there is.",There's no need for me to stay.,"Well, then, I'll just be...","Excellent, Harry. Good work.",Harry say something in Parseltongue!,Say something.
You first.,"Yes, there is.",There's no need for me to stay.,"Well, then, I'll just be...","Excellent, Harry. Good work.",Harry say something in Parseltongue!
All right. Let's go.,It's really quite filthy down here.,Sure you don't want to test it first?,"But... Obviously, yes.",Better you than us.,"Now, boys, what good will it do?"
"Thanks, Myrtle.","If you die down there, you're welcome to share my toilet.","Oh, Harry?",All right. Let's go.,It's really quite filthy down here.,Sure you don't want to test it first?
"Now, remember: Any sign of movement, close your eyes straightaway.","Thanks, Myrtle.","If you die down there, you're welcome to share my toilet.","Oh, Harry?",All right. Let's go.,It's really quite filthy down here.
This way.,Go on.,"Now, remember: Any sign of movement, close your eyes straightaway.","Thanks, Myrtle.","If you die down there, you're welcome to share my toilet.","Oh, Harry?"
It's a snake skin.,It looks like a snake.,What's this?,This way.,Go on.,"Now, remember: Any sign of movement, close your eyes straightaway."
"Ron! Ron, are you okay?",Harry! Harry,Obliviate!,Say goodbye to your memories.,"So...You first, Mr. Potter.",How you two tragically lost your minds at the sight of her mangled body.
You wait here and try and shift some of this rock so we can get back through.,What do I do now?,Really?,No.,Do you live here?,"It's an odd sort of place, isn't it?"
I'll go on and find Ginny.,You wait here and try and shift some of this rock so we can get back through.,What do I do now?,Really?,No.,Do you live here?
"Ginny! Ginny, please don't be dead.",Okay.,I'll go on and find Ginny.,You wait here and try and shift some of this rock so we can get back through.,What do I do now?,Really?
"Wake up, wake up.","Ginny! Ginny, please don't be dead.",Okay.,I'll go on and find Ginny.,You wait here and try and shift some of this rock so we can get back through.,What do I do now?
Please wake up.,"Wake up, wake up.","Ginny! Ginny, please don't be dead.",Okay.,I'll go on and find Ginny.,You wait here and try and shift some of this rock so we can get back through.
Tom. Tom Riddle.,She won't wake.,Please wake up.,"Wake up, wake up.","Ginny! Ginny, please don't be dead.",Okay.
"What do you mean, she won't wake?",Tom. Tom Riddle.,She won't wake.,Please wake up.,"Wake up, wake up.","Ginny! Ginny, please don't be dead."
She's not...?,"What do you mean, she won't wake?",Tom. Tom Riddle.,She won't wake.,Please wake up.,"Wake up, wake up."
Are you a ghost?,"She's still alive, but only just.",She's not...?,"What do you mean, she won't wake?",Tom. Tom Riddle.,She won't wake.
She's cold as ice.,A memory preserved in a diary for 50 years.,Are you a ghost?,"She's still alive, but only just.",She's not...?,"What do you mean, she won't wake?"
"Ginny, please don't be dead. Wake up.",She's cold as ice.,A memory preserved in a diary for 50 years.,Are you a ghost?,"She's still alive, but only just.",She's not...?
"You've got to help me, Tom.","Ginny, please don't be dead. Wake up.",She's cold as ice.,A memory preserved in a diary for 50 years.,Are you a ghost?,"She's still alive, but only just."
There's a basilisk.,"You've got to help me, Tom.","Ginny, please don't be dead. Wake up.",She's cold as ice.,A memory preserved in a diary for 50 years.,Are you a ghost?
"Give me my wand, Tom.",It won't come until it's called.,There's a basilisk.,"You've got to help me, Tom.","Ginny, please don't be dead. Wake up.",She's cold as ice.
We've got to go. We've got to save her.,You won't be needing it.,"Give me my wand, Tom.",It won't come until it's called.,There's a basilisk.,"You've got to help me, Tom."
No. She couldn't. She wouldn't.,"Yes, Harry, it was Ginny Weasley who opened the Chamber of Secrets.","You see, as poor Ginny grows weaker, I grow stronger.",I'm afraid I can't do that.,We've got to go. We've got to save her.,You won't be needing it.
But why?,It was Ginny who set the basilisk on the Mudbloods and Filch's cat Ginny who wrote the threatening messages on the walls.,No. She couldn't. She wouldn't.,"Yes, Harry, it was Ginny Weasley who opened the Chamber of Secrets.","You see, as poor Ginny grows weaker, I grow stronger.",I'm afraid I can't do that.
And why did you want to meet me?,The very person I was most anxious to meet.,And then who should find it but you?,She tried to dispose of it in the girls' bathroom.,"Still, the power of the diary began to scare her.","She was, shall we say, in a kind of trance."
Hagrid's my friend.,So I decided to show you my capture of that brainless oaf Hagrid to gain your trust.,"I knew I had to talk to you, meet you if I could.",And why did you want to meet me?,The very person I was most anxious to meet.,And then who should find it but you?
"And you framed him, didn't you?",Hagrid's my friend.,So I decided to show you my capture of that brainless oaf Hagrid to gain your trust.,"I knew I had to talk to you, meet you if I could.",And why did you want to meet me?,The very person I was most anxious to meet.
I'll bet Dumbledore saw right through you.,Only Dumbledore seemed to think he was innocent.,It was my word against Hagrid's.,"And you framed him, didn't you?",Hagrid's my friend.,So I decided to show you my capture of that brainless oaf Hagrid to gain your trust.
"Well, you haven't finished it this time.",I would be able to lead another to finish Salazar Slytherin's noble work.,I knew it wouldn't be safe to open the Chamber again while I was at school so I decided to leave behind a diary preserving my 16-year-old self in its pages so that one day,He certainly kept an annoyingly close watch on me after that.,I'll bet Dumbledore saw right through you.,Only Dumbledore seemed to think he was innocent.
"In a few hours, the Mandrake Draught will be ready.","Well, you haven't finished it this time.",I would be able to lead another to finish Salazar Slytherin's noble work.,I knew it wouldn't be safe to open the Chamber again while I was at school so I decided to leave behind a diary preserving my 16-year-old self in its pages so that one day,He certainly kept an annoyingly close watch on me after that.,I'll bet Dumbledore saw right through you.
And everyone who was Petrified will be all right again.,"In a few hours, the Mandrake Draught will be ready.","Well, you haven't finished it this time.",I would be able to lead another to finish Salazar Slytherin's noble work.,I knew it wouldn't be safe to open the Chamber again while I was at school so I decided to leave behind a diary preserving my 16-year-old self in its pages so that one day,He certainly kept an annoyingly close watch on me after that.
Why do you care how I escaped?,How did you escape with nothing but a scar while Lord Voldemort's powers were destroyed?,How is it that a baby with no extraordinary magical talent was able to defeat the greatest wizard of all time?,"For many months now, my new target has been you.",Haven't I told you? Killing Mudbloods doesn't matter to me anymore.,And everyone who was Petrified will be all right again.
Voldemort was after your time.,Why do you care how I escaped?,How did you escape with nothing but a scar while Lord Voldemort's powers were destroyed?,How is it that a baby with no extraordinary magical talent was able to defeat the greatest wizard of all time?,"For many months now, my new target has been you.",Haven't I told you? Killing Mudbloods doesn't matter to me anymore.
You. You're the Heir of Slytherin.,"Voldemort is my past, present and future.",Voldemort was after your time.,Why do you care how I escaped?,How did you escape with nothing but a scar while Lord Voldemort's powers were destroyed?,How is it that a baby with no extraordinary magical talent was able to defeat the greatest wizard of all time?
You're Voldemort.,You. You're the Heir of Slytherin.,"Voldemort is my past, present and future.",Voldemort was after your time.,Why do you care how I escaped?,How did you escape with nothing but a scar while Lord Voldemort's powers were destroyed?
