response,context,context/0
Mr. Malfoy!,Mr. Malfoy.,Sir? I wonder if I could have that?
I have something of yours.,Mr. Malfoy!,Mr. Malfoy.
"I think you do, sir.",Mine? I don't know what you're talking about.,I have something of yours.
I think you slipped the diary into Ginny Weasley's cauldron that day at Diagon Alley.,"I think you do, sir.",Mine? I don't know what you're talking about.
Open it.,"Come, Dobby.",Why don't you prove it?
Just promise me something.,How can Dobby ever repay him?,Harry Potter freed Dobby.
Never try to save my life again.,"Anything, sir.",Just promise me something.
We had loads of help from you.,I can't believe you solved it.,Congratulations.
We couldn't have done it without you.,We had loads of help from you.,I can't believe you solved it.
"There's no Hogwarts without you, Hagrid.","And I'd just like to say that if it hadn't been for you, Harry and Ron and Hermione, of course I would still be you-know-where so I'd just like to say thanks.",Some ruddy bird called Errol.
Lumos Maxima...,"There's no Hogwarts without you, Hagrid.","And I'd just like to say that if it hadn't been for you, Harry and Ron and Hermione, of course I would still be you-know-where so I'd just like to say thanks."
Lumos Maxima...,Lumos Maxima...,"There's no Hogwarts without you, Hagrid."
Lumos Maxima...,Lumos Maxima...,Lumos Maxima...
Lumos... MAXIMA!,Lumos Maxima...,Lumos Maxima...
Uncle Vernon. I need you to sign this form.,Marge! How lovely to see,Harry!! Open the door.
Nothing. School stuff,What is it?,Uncle Vernon. I need you to sign this form.
I will if she does.,Later perhaps. If you behave.,Nothing. School stuff
Yes.,"You still here, are you?",I will if she does.
Okay.,Take Marge's suitcase upstairs.,"Give us a kiss. Come on. Up, up."
"Oh, yeah.","Do they use a cane at St. Brutus', boy?",St. Brutus'. It's a fine institution for hopeless cases.
Yeah. I've been beaten loads of times.,"Oh, yeah.","Do they use a cane at St. Brutus', boy?"
That's a lie.,"And a drunk too, no doubt?",He was unemployed.
My dad wasn't a drunk.,What did you say?,That's a lie.
Shut up! Shut up!,"If something's wrong with the bitch, then something's wrong with the pup.",You see it all the time with dogs.
No. She deserved what she got.,You put her right!,You bring her back now.
Keep away from me.,No. She deserved what she got.,You put her right!
Yeah? Try me.,You can't do magic outside school.,Keep away from me.
I don't care.,You've nowhere to go.,They won't let you back now.
Anywhere is better than here.,I don't care.,You've nowhere to go.
I fell over.,What you doing down there?,"My name is Stan Shunpike, and I will be your conductor for this evening."
I didn't do it on purpose.,What you fall over for?,I fell over.
Nothing.,What you looking at?,Let's not wait for the grass to grow.
I didn't.,What did you say your name was?,It's going to be a bumpy ride.
he Leaky Cauldron. That's in London.,Where abouts are you headed?,I didn't.
But the Muggles. Can't they see us?,If you have pea soup make sure you eat it before it eats you.,The Leaky Cauldron.
Who is that? That man.,Yes!,"Ten, nine, eight...seven, six, five...four, three, three and a half...two, one and three quarters."
How did he escape?,Got himself locked up in Azkaban for it.,He's a murderer.
Yeah. Him I've heard of.,I reckon you've heard of him.,He was a big supporter of You-Know-Who.
Hedwig.,Room 11.,"Yeah, take it away, Ernie!"
"No, thank you. Minister?",Pea soup?,So that's that and no harm done.
I don't understand.,Yes?,"No, thank you. Minister?"
I broke the law. Underage wizards can't use magic at home.,Understand?,I don't understand.
"The state of things, sir?","On the other hand, running away like that, given the state of things was very, very irresponsible.",Come now Harry. The Ministry doesn't send people to Azkaban for blowing up their aunts.
"Sirius Black, you mean?",We have a killer on the loose.,"The state of things, sir?"
But what's he got to do with me?,"Sirius Black, you mean?",We have a killer on the loose.
Hedwig.,Now Tom will show you to your room.,I took the liberty of having them brought here.
Egypt. What's it like?,Harry.,Harry.
Mrs. Weasley.,Harry.,The bloke who fixed the toilet.
Good to see you too.,"Good to see you, dear.",Mrs. Weasley.
Yes.,Got everything?,Good to see you too.
It's all upstairs.,Yes? All your books?,Yes.
Everything.,All of your clothes?,It's all upstairs.
Thank you.,Good boy.,Everything.
Mr. Weasley.,Harry Potter.,Thank you.
"Yeah, sure.","Harry, wonder if I might have a word?",Mr. Weasley.
Yeah. It should be great.,Looking forward to a new term?,"Good morning, Mr. Weasley."
"Has this anything to do with Sirius Black, sir?",Grave danger.,You are in danger.
Only that he's escaped from Azkaban.,"What do you know about Sirius Black, Harry?","Has this anything to do with Sirius Black, sir?"
Voldemort.,"Thirteen years ago, when you stopped...",Do you know why?
Sorry.,Don't say his name.,Voldemort.
And kill me.,To find you.,And that is why he has escaped from Azkaban.
Mr. Weasley why would I go looking for someone who wants to kill me?,"Harry, swear to me that whatever you might hear you won't go looking for Black.",And kill me.
I didn't mean to blow her up. I just...I lost control.,Don't lose him!,"Oh, for goodness' sake!"
I was lucky not to be arrested actually.,Harry was lucky not to be expelled.,"Honestly, Ron, it's not funny."
Do you think he's really asleep?,Oh.,"It's on his suitcase, Ronald."
I gotta tell you something.,Seems to be. Why?,Do you think he's really asleep?
Yeah.,Sirius Black escaped from Azkaban to come after you?,Let me get this straight.
"Thanks, Ron.","Except no one's ever broken out of Azkaban before and he's a murderous, raving lunatic.",Sure.
I don't know.,What's going on?,We can't be there yet.
Maybe we've broken down.,I don't know.,What's going on?
Thank you.,"Harry, are you all right?",Harry.
What was that thing that came?,It's all right. It's chocolate.,"Here, eat this. It'll help."
What happened to me?,Eat. You'll feel better.,"If you'll excuse me, I need to have a little word with the driver."
And did either of you two you know pass out?,We thought maybe you were having a fit or something.,"Well, you sort of went rigid."
But someone was screaming.,Like I'd never be cheerful again.,"I felt weird, though."
A woman.,But someone was screaming.,Like I'd never be cheerful again.
How did he find out?,"Shove off, Malfoy.","I mean, you actually fainted?"
Fortuna Major.,She just won't let me in.,"Here, listen."
Fortuna Major.,Amazing. Just with my voice.,Watch this.
Thank you.,"Yes, all right. Go in.",Fortuna Major.
Still doing that after three years.,Thank you.,"Yes, all right. Go in."
She can't even sing.,Still doing that after three years.,Thank you.
"Hey, man.",Exactly.,She can't even sing.
"Shut up, Malfoy.",Wait until Father hears Dumbledore's got this oaf teaching classes.,"Witty. God, this place has gone to the dogs."
What?,I think he may let you ride him now.,Does he get to fly?
"Hey, hey, hey!",Come on.,What?
"Brilliant, professor.",How am I doing me first day?,"Well done, well done."
At least Hagrid didn't get fired.,"He's really laying it on thick, isn't he?",Listen to the idiot.
"I thought if you signed it, then I could...","Those without, stay put.","Those with permission, follow me."
"Forget about it, guys. See you later.",That's my final word.,"I'm sorry, Potter."
"Professor, can I ask you something?","Forget about it, guys. See you later.",That's my final word.
I did think of Voldemort at first.,I assumed it would take the shape of Lord Voldemort.,I thought it'd be obvious.
But then I remembered that night on the train and the dementor.,I did think of Voldemort at first.,I assumed it would take the shape of Lord Voldemort.
Before I fainted I heard something.,This is very wise.,That suggests what you fear the most is fear itself.
A woman screaming.,Before I fainted I heard something.,This is very wise.
I think it was my mother the night she was murdered.,Our pain becomes their power.,Dementors force us to relive our very worst memories.
Haunted building in Britain. I know.,You heard it's the most...,We never got to go to the Shrieking Shack.
What's going on?,Haunted building in Britain. I know.,You heard it's the most...
"Excuse me, sir.",Turn to page 394.,Let them swim in the deepest ocean or glide over the highest cloud.
Where's Professor Lupin?,"Excuse me, sir.",Turn to page 394.
It's Quidditch tomorrow.,"As an antidote to your ignorance, and on my desk, by Monday morning two rolls of parchment on the werewolf, with emphasis on recognizing it.",Five points from Gryffindor.
Probably a right sight better than he normally does.,Let's walk you off a tower and see what you look like.,He fell over 100 feet.
"Oh, brilliant.",How are you feeling?,Probably a right sight better than he normally does.
What happened?,You gave us a right good scare.,"Oh, brilliant."
Really? I meant the match. Who won?,"Well, you fell off your broom.",What happened?
No.,Is there no chance of fixing it?,I'm sorry to hear about your broomstick.
"Professor, why do the dementors affect me so?",No.,Is there no chance of fixing it?
"I mean, more than everyone else?","Professor, why do the dementors affect me so?",No.
"I'm scared, professor.",You have nothing to be ashamed of.,Horrors your classmates can scarcely imagine.
I need to know how to fight them.,"Well, I'd consider you a fool if you weren't.","I'm scared, professor."
You could teach me.,I need to know how to fight them.,"Well, I'd consider you a fool if you weren't."
You made the one on the train go away.,You could teach me.,I need to know how to fight them.
But you made it go away.,There was only one that night.,You made the one on the train go away.
"Guys, let me go.","Come on, now!",Last call for Hogsmeade!
I'm trying to get to Hogsmeade.,We've got a better way.,But not clever enough.
"Let me go! Come on, guys. Don't...",Bless him.,If you pipe down.
What are you doing?!,Come and join the big boys.,"Now, Harry."
What's this rubbish?,What are you doing?!,Come and join the big boys.
"Messrs. Moony, Wormtail, Padfoot and Prongs are proud to present the Marauder's Map.",I solemnly swear that I am up to no good.,"George, if you will."
Hang on. This is Hogwarts. And that,We owe them so much.,"Messrs. Moony, Wormtail, Padfoot and Prongs are proud to present the Marauder's Map."
No. Is that really...?,Hang on. This is Hogwarts. And that,We owe them so much.
So you mean this map shows...,Does that a lot.,Pacing.
Everyone?,Everyone.,So you mean this map shows...
Brilliant! Where did you get it?,Every day.,Every minute.
He was their friend and he betrayed them.,"Harry, what happened?",Merry Christmas.
He was their friend!,He was their friend and he betrayed them.,"Harry, what happened?"
I hope he finds me.,He was their friend!,He was their friend and he betrayed them.
"Because when he does, I'm gonna be ready!",I hope he finds me.,He was their friend!
"When he does, I'm gonna kill him!","Because when he does, I'm gonna be ready!",I hope he finds me.
I'm sure.,This is very advanced magic well beyond the Ordinary Wizarding Level.,"Are you sure about this, Harry?"
Yes.,Can you do this?,"Not just any memory, a very happy memory, a very powerful memory."
Expecto Patronum.,"Then speak the incantation, Expecto Patronum.",Lose yourself within it.
Shall we? Wand at the ready.,Very good.,Expecto Patronum.
Expecto Patronum!,Shall we? Wand at the ready.,Very good.
Expecto... Expecto...Expect...,Expecto Patronum!,Shall we? Wand at the ready.
That's one nasty dementor.,"Here, eat this. You'll feel better.",That would have been remarkable.
The first time I rode a broom.,Which memory did you choose?,"As a matter of interest, what were you thinking?"
There's another.,Not nearly good enough.,That's not good enough.
"It's not happy, exactly.",There's another.,Not nearly good enough.
"Well, it is.","It's not happy, exactly.",There's another.
It's the happiest I've ever felt but it's complicated.,"Well, it is.","It's not happy, exactly."
Just do it.,Then let's give it a try. You feel ready?,Is it strong?
Expecto Patronum!,Just do it.,Then let's give it a try. You feel ready?
Expecto Patronum!,Expecto Patronum!,Just do it.
I think I've had enough for today.,"Yes! Well done, Harry. Well done!",Expecto Patronum!
I was thinking of him. And Mum.,And that is saying something.,"And just so you know, Harry I think you'd have given your father a run for his money."
Seeing their faces.,I was thinking of him. And Mum.,And that is saying something.
They were talking to me.,Seeing their faces.,I was thinking of him. And Mum.
Just talking.,They were talking to me.,Seeing their faces.
That's the memory I chose.,Just talking.,They were talking to me.
I don't even know if it's real.,That's the memory I chose.,Just talking.
But it's the best I have.,I don't even know if it's real.,That's the memory I chose.
Ripped to pieces?,Unless you've been ripped to pieces!,Gorgeous.
What are you talking about?,Ripped to pieces?,Unless you've been ripped to pieces!
Tell those spiders.,I don't wanna tap-dance!,Spiders. They want me to tap-dance.
Sorry.,Put that light out!,"He didn 't kill Pettigrew, he destroyed him!"
Mischief managed. Nox.,We're trying to sleep here!,"Watch it there, boy."
I was sleepwalking.,What are you doing wandering the corridors at night?,Potter.
My dad didn't strut. And nor do I.,"He, too, was exceedingly arrogant, strutting about the castle.","How extraordinarily like your father you are, Potter."
"If you don't mind, I would appreciate it if you could lower your wand.",My dad didn't strut. And nor do I.,"He, too, was exceedingly arrogant, strutting about the castle."
Spare bit of parchment.,What's this?,Turn out your pockets!
"Messrs. Moony, Wormtail, Padfoot, and Prongs offer their compliments to Professor Snape and...",Read it.,Reveal your secrets.
And request he keep his large nose out of other people's business.,Go on.,"Messrs. Moony, Wormtail, Padfoot, and Prongs offer their compliments to Professor Snape and..."
"No, sir.",No.,"Did it never occur to you that this, in the hands of Sirius Black is a map to you?"
"Yes, sir.",Do you hear me?,"Now, I will not cover up for you again."
"Professor, just so you know, I don't think that map always works.","If you do, I shall know.",And don't take any detours.
"Earlier, it showed someone in the castle.","Professor, just so you know, I don't think that map always works.","If you do, I shall know."
Someone I know to be dead.,"Earlier, it showed someone in the castle.","Professor, just so you know, I don't think that map always works."
Peter Pettigrew.,"Oh, really? And who might that be?",Someone I know to be dead.
It's just what I saw.,That's not possible.,Peter Pettigrew.
"Good night, professor.",It's just what I saw.,That's not possible.
Hang on.,"I mean, not that she wasn't always mental but now it's in the open for everyone to see.","She's gone mental, Hermione has."
We better take this back.,Hang on.,"I mean, not that she wasn't always mental but now it's in the open for everyone to see."
Fine. See you later.,I'm not going back.,We better take this back.
Professor Trelawney...,Harry Potter,See you.
Sorry?,He will return tonight.,Professor Trelawney...
No. Nothing.,Did you say something?,"I'm so sorry, dear boy."
Why don't we just set him free?,Look at him. Loves the smell of the trees when the wind blows through them.,"Not good, brilliant."
Hagrid!,Blimey. What was that?,I meant me!
Hagrid.,Quick. Quick!,With you in a moment!
It'll be fine. It'll be okay.,Hagrid.,Quick. Quick!
What?,The execution shall dispatch...,All right. It'll be all right.
"Oh, no.",Buckbeak didn't mean no harm.,Let's go!
Ron!,Ron. Ron!,He bit me. Scabbers.
Wait!,"Scabbers, come back.",Ron!
"That's not good. Ron, run!","Harry, you do realize what tree this is?","Scabbers, you bit me!"
"Ron! Ron, wait!",Ah! Harry!,It's the Grim!
Ron!,Ron!!,Harry!Help!
Ron. Ron.,Ron!,Ron!!
Come on!,Ron!,Ron. Ron.
Move!,Come on!,Ron!
Don't worry.,"Oh, I'm sorry.",Harry!
I have a hunch.,Where do you suppose this goes?,Don't worry.
I just hope I'm wrong.,I have a hunch.,Where do you suppose this goes?
Come on.,"We're in the Shrieking Shack, aren't we?",I just hope I'm wrong.
Ron.,Come on.,"We're in the Shrieking Shack, aren't we?"
The dog. Where is it?,Ron. You're okay.,Ron.
Then it'll be you!,No. Only one will die tonight.,"If you want to kill Harry, you have to kill us too!"
I know why.,Harry has the right to know why.,But wait one more minute.
You betrayed my parents.,I know why.,Harry has the right to know why.
You're the reason they're dead!,You betrayed my parents.,I know why.
"Who was it, then?","Somebody did betray your parents somebody who, until quite recently, I believed to be dead!","No, it wasn't him."
Expelliarmus!,After you.,"Severus, please."
Tell me about Peter.,You attacked a teacher!,Harry! What did you just do?
No. Pettigrew's dead. You killed him!,We thought he was our friend!,He was at school with us.
"The map was lying, then.","I thought so too, until you mentioned Pettigrew on the map!","No, he didn't."
All they could find of Pettigrew was his...,So what?,"He's missing a toe, isn't he?"
Show me.,And then he transformed into a rat!,Dirty coward cut it off so everyone would think he was dead!
"Give it to him, Ron.",Show me.,And then he transformed into a rat!
No!,"Should have realized if Voldemort didn't kill you, we would. Together!",He would have shown me mercy!
I know what he is.,"Harry, this man...",No!
But we'll take him to the castle.,I know what he is.,"Harry, this man..."
Get off!,"Bless you, boy. Bless you!",But we'll take him to the castle.
I said we'd take you to the castle.,Get off!,"Bless you, boy. Bless you!"
"After that, the dementors can have you.",I said we'd take you to the castle.,Get off!
Okay.,"But the fleas, they're murder.",The tail I could live with.
"No. Don't worry, okay?",You better go.,Okay.
It's fine. I'll stay.,"No. Don't worry, okay?",You better go.
You okay?,"You go, I'll stay.",It's fine. I'll stay.
I didn't think my dad would have wanted his best friends to become killers.,He doesn't deserve it.,That was a noble thing you did back there.
"Besides, dead, the truth dies with him.",I didn't think my dad would have wanted his best friends to become killers.,He doesn't deserve it.
"Alive, you're free.","Besides, dead, the truth dies with him.",I didn't think my dad would have wanted his best friends to become killers.
I know.,"I don't know if you know, Harry but when you were born, James and Lily made me your godfather.",Get away from her!
What? Come and live with you?,I can understand if you choose to stay with your aunt and uncle but if you ever wanted a different home...,I know.
Expelliarmus!,This flesh is only flesh!,This heart is where you truly live! Here!
Come on.,Run! Run!,Remus! Remus!
Sirius!,"There you are, Potter!",Nice doggy. Nice doggy!
Sirius!,"Come back here, Potter!",Sirius!
No. Sirius!,Sirius!,"Come back here, Potter!"
Expecto Patronum!,No. Sirius!,Sirius!
I saw my dad.,Harry?,Expecto Patronum!
He sent the dementors away.,What?,I saw my dad.
I saw him across the lake.,He sent the dementors away.,What?
They're gonna kill him?,Any minute the dementors are gonna perform the Kiss.,"Listen Harry, they've captured Sirius."
It's true sir. Sirius is innocent.,They've got the wrong man.,"Headmaster, you've got to stop them."
What just happened?,"Sorry, Ron, but seeing as you can't walk...",What the bloody hell was that all about?
Where's Ron?,What just happened?,"Sorry, Ron, but seeing as you can't walk..."
I don't know. Going to Hagrid's?,07:30. Where were we at 7:30?,Where's Ron?
Hermione!,Come on. And we can't be seen.,I don't know. Going to Hagrid's?
"Hermione! Hermione, wait.",Hermione!,Come on. And we can't be seen.
"Hermione, will you please tell me what it is we're doing?","Hermione! Hermione, wait.",Hermione!
That's us.,"You! You foul, loathsome,evil little cockroach!",Come to see the show?
This is not normal.,"Hermione, no! He's not worth it.",That's us.
You mean we've gone back in time?,This is how I've been getting to my lessons all year.,McGonagall gave it to me first term.
Good punch.,"Clearly, something happened he wants us to change.",Dumbledore obviously wanted us to return to this moment.
Come on. We should be at Hagrid's.,"Not good, brilliant.",That felt good.
Look. Buckbeak's still alive.,Come on. We should be at Hagrid's.,"Not good, brilliant."
Here they come. I'd better hurry.,Let's go.,"If we succeed, more than one innocent life could be spared."
That's Pettigrew.,Keep a closer eye on your pet.,"Scabbers, you're alive!"
Hermione that's the he betrayed my parents.,"Harry, you can't.",That's Pettigrew.
You don't expect me to sit here.,Hermione that's the he betrayed my parents.,"Harry, you can't."
Are you mad?,Why aren't we leaving?,And we aren't leaving?
That hurt.,Are you mad?,Why aren't we leaving?
What?,Is that really what my hair looks like from the back?,We're coming out the back door. Go!
Get away. Get off.,"Okay, go, Harry. Go!",Let's go.
"Okay, Buckbeak. Come quickly.","Yes, very well. Perhaps it would be...","Minister, I really think I should sign as well."
Come with us now. Come on.,"Okay, Buckbeak. Come quickly.","Yes, very well. Perhaps it would be..."
Buckbeak. Okay?,Keep trying. Come on. Quickly.,Come with us now. Come on.
Quickly. Hurry up. Okay?,Buckbeak. Okay?,Keep trying. Come on. Quickly.
"Hurry up now, Buckbeak, okay?",It's such a very long name...,Your name only.
This way.,Over there.,Where?
This way.,Come on.,"You'll find no small glasses in this house, professor."
"This way, now.",This way.,Come on.
Now what?,"This way, now.",This way.
How?,We save Sirius.,Now what?
And now we wait.,And Snape's coming.,Immobulus!
Yeah.,At least someone's enjoying himself.,And now we wait.
Hermione?,Yeah.,At least someone's enjoying himself.
"Before, down by the lake, when I was with Sirius I did see someone.",Yeah?,Hermione?
That someone made the dementors go away.,"Before, down by the lake, when I was with Sirius I did see someone.",Yeah?
It was my dad.,According to him only a really powerful wizard could have conjured it.,I heard Snape telling Dumbledore.
It was my dad conjured the Patronus.,It was my dad.,According to him only a really powerful wizard could have conjured it.
Dead. I know.,"Harry, but your dad's...",It was my dad conjured the Patronus.
I'm just telling you what I saw.,Dead. I know.,"Harry, but your dad's..."
You see Sirius talking to me there?,Here we come.,I'm just telling you what I saw.
He's asking me to come live with him.,You see Sirius talking to me there?,Here we come.
"When we free him, I'll never have to go back to the Dursleys'.",That's great.,He's asking me to come live with him.
It'll just be me and him.,"When we free him, I'll never have to go back to the Dursleys'.",That's great.
We could live in the country someplace you can see the sky.,It'll just be me and him.,"When we free him, I'll never have to go back to the Dursleys'."
He'll like that after all those years in Azkaban.,We could live in the country someplace you can see the sky.,It'll just be me and him.
Let's go.,Run! Run!,Harry!
What are you doing?,Let's go.,Run! Run!
Thanks.,Saving your life.,What are you doing?
Great. Now he's coming for us.,Thanks.,Saving your life.
Poor Professor Lupin's having a really tough night.,That was so scary.,"Yeah, I didn't think about that. Run!"
Sirius. Come on!,Poor Professor Lupin's having a really tough night.,That was so scary.
Don't worry.,This is horrible.,Sirius. Come on!
My dad will come.,Don't worry.,This is horrible.
He'll conjure the Patronus.,My dad will come.,Don't worry.
Any minute now.,He'll conjure the Patronus.,My dad will come.
Right there. You'll see.,Any minute now.,He'll conjure the Patronus.
"Don't worry, he will.",No one's coming.,"Harry, listen to me."
He will come.,"Don't worry, he will.",No one's coming.
Sirius.,He will come.,"Don't worry, he will."
Expecto Patronum!,Harry!,You're dying both of you.
"You were right, Hermione.",Expecto Patronum!,Harry!
It wasn't my dad I saw earlier. It was me!,"You were right, Hermione.",Expecto Patronum!
I saw myself conjuring the Patronus before.,It wasn't my dad I saw earlier. It was me!,"You were right, Hermione."
"I knew I could do it this time because well, I had already done it.",I saw myself conjuring the Patronus before.,It wasn't my dad I saw earlier. It was me!
Does that make sense?,"I knew I could do it this time because well, I had already done it.",I saw myself conjuring the Patronus before.
I want to go with you.,I'll be forever grateful for this to both of you.,Bombarda!
But you're innocent.,And besides you're meant to be here.,"For some time, my life will be too unpredictable."
My mother's eyes.,Except your eyes. You have...,I expect you're tired of hearing this but you look so like your father.
He's free. We did it.,Well?,We have to go.
I don't know.,"What's he talking about, Harry?",And now you're there.
"Honestly, Ron. How can somebody be in two places at once?",I don't know.,"What's he talking about, Harry?"
You've been sacked.,"I've looked worse, believe me.",I saw you coming.
Resigned? Why?,"No. No. I resigned, actually.",You've been sacked.
But Dumbledore...,"This time tomorrow, the owls will start arriving and parents will not want well, someone like me teaching their children.","Well, it seems that somebody let slip the nature of my condition."
None of it made any difference.,"Why do you look so miserable, Harry?","Well, let's just say that I'm used to it by now."
Pettigrew escaped.,None of it made any difference.,"Why do you look so miserable, Harry?"
What are you talking about?,"After you, of course.","Can I have a go, Harry?"
For me?,It's the fastest broom in the world.,It's a Firebolt.
But who sent it?,For me?,It's the fastest broom in the world.
Lumos.,"How fast is it, Harry?","Yeah, let's see."
I solemnly swear that I am up to no good.,Lumos.,"How fast is it, Harry?"
Mischief managed.,I solemnly swear that I am up to no good.,Lumos.
Nox.,Mischief managed.,I solemnly swear that I am up to no good.
