response,context,context/0
"I need a new bro, what do you say?","What up, chef?","Starry Porten, Barney Stinson."
"Oh, I understand. Duck Stan is a good bro. I'm happy for you. Best of luck.","Dude, I'do love to but now I'm bro with Duck Stan.","I need a new bro, what do you say?"
Crazy Willie! Barney Stinson.,"Oh, I understand. Duck Stan is a good bro. I'm happy for you. Best of luck.","Dude, I'do love to but now I'm bro with Duck Stan."
Yes finally!,"What up B dog, long time no bro, so are we gonna tire it up tonight or what?",Crazy Willie! Barney Stinson.
Hanging up on you once wasn't enough.,Hello?,"Here is what on the rocket tocket. My wife is gonna put the cheese out at seven, scrabble at 8:00 PM, 9 PM we watch 27 dresses, everybody's home by 11:00. Booya!"
"Hey, Randy. Could you come here for a minute?  Good news. I'm calling you up to the majors. Starting tomorrow night, how would you like to be my new wingman?",No.,"Right, right, and then no matter what happens, she'll be happy."
Hey.,It happens. I knew a guy in med school... we used to joke that we was one ball away from getting walked.,Unexpected number of testicules?
"No, uh-uh. Randy, we never use the word bro in the name of a failed Democratic vice presidential candidate.",What up bro-seph Lieberman?,Hey.
"You know what? I'm excited about this, Randy. You will be my next masterpiece. It's like with Ted. When I first met him, he was an even bigger loser than you.",Goodbye Geraldine Ferrar-bro.,"No, uh-uh. Randy, we never use the word bro in the name of a failed Democratic vice presidential candidate."
"But tonight, I'm going to make you the greatest wingman in the history of wingmen.",What a loser.,"You know what? I'm excited about this, Randy. You will be my next masterpiece. It's like with Ted. When I first met him, he was an even bigger loser than you."
"Oh, okay, Randy, let's do this.","Oh, it's gonna be easier than you think, bro. Yeah. I've been reading your blog for years. You are like a God to me. That's why tonight is going to be legendary... wait for it... dary.","But tonight, I'm going to make you the greatest wingman in the history of wingmen."
You ready?,Ok.,"Oh, okay, Randy, let's do this."
What? What's the matter?,"Yes.  No, no, no, no, no, no!",You ready?
Randy what are you doing?,"Nothing, let's do this.  No, no, no, no, no, please, please, please! Just wait, just wait, just wait, just wait!",What? What's the matter?
13 years??!!,"Look, I realize it's weird, okay? Not many people go five years without having sx.","No, they don't."
"So I threw the pressure air oxygen into its mouth. I shoot the tank, boo, nomore shark. Mr. Hall and I swam back to shore. Hey,let me serve you a drink.",Why would be looking for one?,"Wait, did I gave you a reason or were you looking for one?"
So where were we?,He's only been gone a few moments but when he return...,"So I threw the pressure air oxygen into its mouth. I shoot the tank, boo, nomore shark. Mr. Hall and I swam back to shore. Hey,let me serve you a drink."
Again? Really? Wait...,Until finally Lily was approached by a mysterious woman who wants her stay away from Barney...so when it happened once more...,Jerk!
"Hey, excuse me. Did I sleep with you and then totally screw you over?",Barney knew who to look for...,Again? Really? Wait...
What are you doing on Friday?,No.,"Hey, excuse me. Did I sleep with you and then totally screw you over?"
Stop! Amy?,What are you doing on Friday?,No.
Riiiggghhhttt!!!,Abby.,Stop! Amy?
Why are you trying to ruin my life?,"Hmm, but, girlfriend, you cannot pull off a tall kitchen.",I'm worried. That woman is actually wearing a-a garbage bag.
And?,"Well, you slept with me and then you never called me again.",Why are you trying to ruin my life?
"That's it? As far as I'm concerned, if I leave you safe on dry land with adequate transportation home, you've got nothing to complain about.",That's it.,And?
"Oh, boo-hoo, poor little Ashley.","Well, it hurt, okay? And then Ted, the love of my life started dating my boss instead of me. Do you know how that feels?","That's it? As far as I'm concerned, if I leave you safe on dry land with adequate transportation home, you've got nothing to complain about."
"Abby. A few weeks ago, Ted dumped me as his wingman. You had a crush on him for a couple weeks? I was Ted's best friend for seven years.",Abby!,"Oh, boo-hoo, poor little Ashley."
Seven years!,Ted said Marshall was his best friend.,"Abby. A few weeks ago, Ted dumped me as his wingman. You had a crush on him for a couple weeks? I was Ted's best friend for seven years."
Ted. What an idiot. With his stupid meaningful relationship with Stella.,Sorry.,Seven years!
I hate Ted more.,I hate Ted.,Ted. What an idiot. With his stupid meaningful relationship with Stella.
Probably not quite as much.,Are you as turned on as I am?,I hate Ted more.
I'm sorry I yelled out Abby.,I'm sorry I yelled out Ted.,Probably not quite as much.
"Oh, cool.",I am Abby.,I'm sorry I yelled out Abby.
What?,You know what I hate most about Ted?,I pull these off!  I pull these off!
You know what I hate most about Ted?,"His stupid hair. His stupid, lame awesome hair. It's so stupid and awesome.",What?
"How he's always like, Oh, I want to fall in love and have a relationship. I care about the people I have sx with. He's so lame.",What?,You know what I hate most about Ted?
You know what he needs? He needs to see just how horrible he is when he's in a relationship.,He's so lame and awesome.,"How he's always like, Oh, I want to fall in love and have a relationship. I care about the people I have sx with. He's so lame."
I think so.,"Yeah, and I need to show Ted that I'm over him. Are you thinking what I'm thinking?",You know what he needs? He needs to see just how horrible he is when he's in a relationship.
"Ted, fancy bumping into you here. Have you guys met my girlfriend Abby?","That's an amazing idea. I'm going to go call them. I can probably sell two more paintings with time to spare. Oh, wait, Marshall. There was something I had to tell you. What was it? Oh, that's right. Suck it.",You know what you should do? You should call up the G-CWOKs and offer them a free painting if they throw a private art party for all their G-CWOK friends.
"Hi, Abby.","Uh, yeah.","Ted, fancy bumping into you here. Have you guys met my girlfriend Abby?"
"That's right. I am done with this whole being awesome thing. Now I'm all about farmers' markets and day hikes in matching khaki cargo shorts. Isn't that right, sweetie?","Hello, Abby. So, uh, s-so you guys are dating now?","Hi, Abby."
"Abby and I are in love. Not hot passionate love. Couple love. You know, movie night with my girlfriend, then waiting for her to go to bed so I can steal one pitiful moment of hollow ecstasy by the cold, blue light of my computer monitor.","That's right. And girlfriends are lame. Unless they're me. I miss you, Ted.","That's right. I am done with this whole being awesome thing. Now I'm all about farmers' markets and day hikes in matching khaki cargo shorts. Isn't that right, sweetie?"
"You don't have to say it, though.",We're showing Ted how lame he is.,"Abby and I are in love. Not hot passionate love. Couple love. You know, movie night with my girlfriend, then waiting for her to go to bed so I can steal one pitiful moment of hollow ecstasy by the cold, blue light of my computer monitor."
"Stop what, Ted? Stop being in love? Next he'll ask us to stop breathing.","Uh, okay, Barney, you can stop.","You don't have to say it, though."
"Not before I share with you what being in a relationship leads to, Ted. Abby, Pookie Bear... I am so pathetically desperate for you that... aw, heck, I'll just say it. Would you marry me?","Um, Barney, I, I see what you're doing. Please stop.","We can't stop breathing, Ted. Your hair looks amazing."
I would never joke about true love.,"Wait, really?","Not before I share with you what being in a relationship leads to, Ted. Abby, Pookie Bear... I am so pathetically desperate for you that... aw, heck, I'll just say it. Would you marry me?"
Okay.,"Yes, I'll marry you.",I would never joke about true love.
That's you.,"Thank you, thank you. I have to call my mom.",Okay.
"Uh, yes, she does.","Uh, yeah, I don't think Abby knows you're kidding.",That's you.
Totally committed to the bit.,"It finally happened, Mama. I just wish Daddy were alive to walk me down the aisle.","Uh, yes, she does."
"Hey, I think I left my tie here. Have you seen it?","Hi, sweetie.","Man, birds do not get you."
"Yeah, that was a bit. We were doing a bit.","No, I'm in wedding-planning mode. Stressville. Population: me. Okay, big decision. What do you think the cake should be: Fudgie the Whale or Cookie Puss?","Hey, I think I left my tie here. Have you seen it?"
"Abby, I've... I've got some bad news. I can't marry you.","So I'm thinking Labor Day. I was going to say Fourth of July, but I don't want to steal any attention away from America.","Yeah, that was a bit. We were doing a bit."
Ted begged me not to. I think he's in love with you.,What?,"Abby, I've... I've got some bad news. I can't marry you."
"Yes, our plan worked better than we ever dreamed. You have to go to him. Here's his home address. But you know what? He works late, so I wouldn't go before 2:00 or 3:00 in the morning.",Really?,Ted begged me not to. I think he's in love with you.
"Oh, yeah, I wouldn't worry about that. That's made of candy. Later.","Oh, my God, thank you. But now I feel wrong keeping this.","Yes, our plan worked better than we ever dreamed. You have to go to him. Here's his home address. But you know what? He works late, so I wouldn't go before 2:00 or 3:00 in the morning."
What are you doing?,Lily threw herself into her painting.,What are you doing?
"Bogeyman with a teleprompter. That's hilarious! Great joke, Robin, great joke.","Okay, I officially hate my job. I'm not a reporter, I'm just someone who shows up at night and scares people. I'm the bogeyman with a teleprompter.",Is your favorite brand of dental floss poisoning your entire family? Tune in at 11:00 for the shocking... Tooth.
"Are you kidding? That was a great joke. It's smart, funny, beautiful, the whole package. It's everything you're afraid to let yourself want. In a joke. Bogeyman with a teleprompter. Classic.","Barney, no offense to Robin, but that wasn't that funny.","Bogeyman with a teleprompter. That's hilarious! Great joke, Robin, great joke."
"I could tell you knew something was up with me, and you're right. But I can't tell you what it is. I should tell you, but I can't! I have to. I never will! I'm going to. Let's just drop it. What's up with you?","Okay, what is so urgent that you called me and begged me to come over at 7:22 in the morning?","Are you kidding? That was a great joke. It's smart, funny, beautiful, the whole package. It's everything you're afraid to let yourself want. In a joke. Bogeyman with a teleprompter. Classic."
I think I'm in love with Robin.,"Barney, just say it.","I could tell you knew something was up with me, and you're right. But I can't tell you what it is. I should tell you, but I can't! I have to. I never will! I'm going to. Let's just drop it. What's up with you?"
It's not sweet. It's like a disease. I slept with Robin one time and I caught feelings. I caught feelings bad. I used protection and everything.,"I don't believe it. I thought you called me over here to uncuff you from your sx swing again, but you're in love? That is so sweet!",Beautiful.
"They're terrible! I can't eat, I can't sleep. She's all I think about. I close my eyes, I see Robin. I, I hear a song; it reminds me of Robin.","Barney, you don't catch feelings, you just have them. And they're good.",It's not sweet. It's like a disease. I slept with Robin one time and I caught feelings. I caught feelings bad. I used protection and everything.
"I sleep with that chick, I'm thinking about Robin.",Morning.,"They're terrible! I can't eat, I can't sleep. She's all I think about. I close my eyes, I see Robin. I, I hear a song; it reminds me of Robin."
"I'm sorry, I don't follow you. That's like saying, How can an ant carry 20 times its body weight, but root beer floats are still delicious? Are the two even related? Really?","You love her? Barney, how can you be in love, and still be sleeping with anything that moves?","I'll have a whole life time to get to know her better. Right now, I know the one thing that I have to: that I love her."
Boyfriend? I don't want to be Robin's boyfriend.,"Barney, you're going to have to stop screwing around if you want to be Robin's boyfriend.","I'm sorry, I don't follow you. That's like saying, How can an ant carry 20 times its body weight, but root beer floats are still delicious? Are the two even related? Really?"
I don't know. I just want to be with her. All the time. I want to hear about her day and tell her about mine. I want to hold her hand and smell her hair. But I don't want to be her stupid boyfriend.,"Well, what do you want, then?",Boyfriend? I don't want to be Robin's boyfriend.
"Look, Lily, are you going to help me out with this or not?","Barney, what you just described is a relationship between a boyfriend and a girlfriend. And a pretty clingy one at that.",I don't know. I just want to be with her. All the time. I want to hear about her day and tell her about mine. I want to hold her hand and smell her hair. But I don't want to be her stupid boyfriend.
Deal.,"I'm a kindergarten teacher. I see a confused, little kid in the corner trying to eat the lefty scissors, I gotta help the poor, little bstrd. But only if you stop sleeping around. Deal?","Look, Lily, are you going to help me out with this or not?"
So just call her up?,Robin just needs to see this new see of you.,Slut.
"Yeah, but those were just booty calls.","You left a voice, but it wasn't male. Barney, I don't get it. You've called a million girls a million times.",Just call her up.
"On a booty call, you barely even have to talk. Around 9:00 p.m., you say...","Yeah, but those were just booty calls.","You left a voice, but it wasn't male. Barney, I don't get it. You've called a million girls a million times."
"Hey, baby, it's Barney. You busy tonight? Sweet. See you in half an hour? Can't wait.","On a booty call, you barely even have to talk. Around 9:00 p.m., you say...","Yeah, but those were just booty calls."
"But the later it gets, the fewer words you need.","Hey, baby, it's Barney. You busy tonight? Sweet. See you in half an hour? Can't wait.","On a booty call, you barely even have to talk. Around 9:00 p.m., you say..."
And by 3:00 in the morning...,"But the later it gets, the fewer words you need.","Hey, baby, it's Barney. You busy tonight? Sweet. See you in half an hour? Can't wait."
Sweet.,And by 3:00 in the morning...,"But the later it gets, the fewer words you need."
It's no worse than your super-obvious code words.,A question mark? You got laid off a question mark?,Sweet.
"Ah, ah, it's her, it's Robin. What do I do? No-no-no-no, aah! Robin... Great to hear from you. To what do I owe the pleasure?",Great. Now we need a new code word.,We have to go.
Help me!,"You called, said..., and hung up. What do you want?","Ah, ah, it's her, it's Robin. What do I do? No-no-no-no, aah! Robin... Great to hear from you. To what do I owe the pleasure?"
How are you feeling today?,Just ask her something.,Help me!
At what age did you first get your period?,Something personal.,Fine.
"No, I did not.",Did you just ask me about about my period?,At what age did you first get your period?
"Robin, I was wondering if... Nothing. Gotta go. Bye. That was just a practical joke. I'm not really in love with Robin. You should've seen the look on your face. There's cameras right there and there and there. What a legendary prank that we're never going to speak of again.",Just ask her out.,"Look, Barney, I'm at work right now."
Where are the boys? I thought this was a group thing.,I do.,You want to watch it again?
Why?,I lied. They're not coming and I'm about to leave.,Where are the boys? I thought this was a group thing.
"Wait, wait, I can't do this. She'll never take me seriously. She thinks I'm some womanizing idiot.","Because... they're not in love with Robin, and neither am I. I mean, she's great and sweet. I'm not going to pretend that I haven't noticed her body, but this is off topic. Good luck.",Why?
"You mean the insecure, touchy-feely she-male who sounded alarmingly close to Ted?",We both know you're more than that. Show Robin the Barney I met the other day.,"Wait, wait, I can't do this. She'll never take me seriously. She thinks I'm some womanizing idiot."
Wish me luck.,Ted hit that for over a year.,"You mean the insecure, touchy-feely she-male who sounded alarmingly close to Ted?"
"So, Robin... tell me about your day, and not just what happened, how you felt about what happened.","I really do, don't I?","What are you doing, hiding behind the couch? You need to get a job."
"I'm not looking to problem-solve, I'm just looking to listen.",What?,"So, Robin... tell me about your day, and not just what happened, how you felt about what happened."
Like what?,Why are you acting like this?,"I'm not looking to problem-solve, I'm just looking to listen."
"I'm being Barney, and I think tonight's going to be de... wait for it... lightful. Delightful.","You're being super nice. It's... freaking me out. Be... gross, be inappropriate. Be Barney.",Like what?
Is insurance going to cover that? Sometimes they don't.,Right. So I went to the chiropractor yesterday. That guy bent me over the table and pounded me for a good hour.,"I'm being Barney, and I think tonight's going to be de... wait for it... lightful. Delightful."
Your teeth look fantastic.,"That's it? Today I was at the dentist. That guy drilled me all day long. He drilled me hard. He filled all of my cavities. Come on, man.",Is insurance going to cover that? Sometimes they don't.
Thanks.,"What part, what part?","Should I leave, too?"
"I don't always want to be that guy. Sometimes I want to be someone you can have an actual conversation with. Now, tell me something about you that I don't know yet. Seriously.",Nothing? Not even a glance? Even I was thinking about rocking a motorboat on those bad boys. What the hell is wrong with you?,Thanks.
Why not?,"There's a job opening at a new cable network that would be perfect for me... completely legit world news, interviews with people who matter... but I decided I'm not going to apply.","I don't always want to be that guy. Sometimes I want to be someone you can have an actual conversation with. Now, tell me something about you that I don't know yet. Seriously."
We both know you're more than that. Promise me you'll apply.,Because I'm a joke. I'm just the scary news lady from some stupid local news channel.,Why not?
Promise me you'll apply.,It's not as easy...,We both know you're more than that. Promise me you'll apply.
To taking chances.,"I don't believe this. I believe, she knows this is important to me. She's blatantly... Stop watching me, jackasses.",I'll tell her you still want to be friends.
"You know, Robin, there's actually something, I do want to talk to you about.",To taking chances.,To taking chances.
Of course it is. One more for the road?,Last call.,"You know, Robin, there's actually something, I do want to talk to you about."
"So, here's the deal.","Then, Ted's a lucky guy. Bear.",I do.
Would you excuse us for one sec? What are you doing?,"April, have... you met Barney? April just finished her shift, she's looking to blow off some steam.","So, here's the deal."
"Yeah, I'm nervous for the other team 'cause when I step up to that plate... I am not a New York Yankee. Any other night, I would probably try to convince you that I am, but I'm not. I'm just some guy who's in love with the girl that just left, and she's never going to feel the same way. So I'm just going to go.",So are you... nervous about the game?,"You were so nice to me tonight, I wanted to return the favor, wingwoman-style. So, as I was saying, Barney is the Yankees' new second-baseman. And Barney, April asked if tomorrow, you could hit a goal for her during the baseball match. You can't make this stuff up. So, you two kids have fun."
And that was it.,"Yeah, I'm nervous for the other team 'cause when I step up to that plate... I am not a New York Yankee. Any other night, I would probably try to convince you that I am, but I'm not. I'm just some guy who's in love with the girl that just left, and she's never going to feel the same way. So I'm just going to go.",So are you... nervous about the game?
"My name, and tell your nephews to bring their mitts. They're going to be in foul ball country. Come on. The Robin stuff was completely true.","When my family gets to Yankee Stadium, are the tickets under your name or mine?","I'm so sorry, Barney. You can't give up. You know, it may take some time, but once Robin sees the new you..."
I choose bimbos.,"Damn it, Barney. I mean, for the last time, you can't... you can't be in love with Robin and still be sleeping with every bimbo on the planet. You have to choose right now.","My name, and tell your nephews to bring their mitts. They're going to be in foul ball country. Come on. The Robin stuff was completely true."
"Bimbos make me happy. Bimbos make me feel alive. Bimbos make me want to pretend to be a better man. This whole thing with Robin was just a fling, but at the end of the day, my heart belongs to bimbos.",What?,I choose bimbos.
"Oh, I'm not confused. You know who is confused? Bimbos. They're easily confused. It's one of the thousand little things I love about them. I love their vacant, trusting stares, their sluggish, unencumbered minds, their unresolved daddy issues. I love them and they love me. Bimbos have always been there for me, through thick and thin. Mostly thin. B- man don't do thick crust. What up?","This is just a defense mechanism, because you're afraid of getting hurt. You're just confused.","Bimbos make me happy. Bimbos make me feel alive. Bimbos make me want to pretend to be a better man. This whole thing with Robin was just a fling, but at the end of the day, my heart belongs to bimbos."
"Goliath National Bank. The world leader in credit and banking. God, I love Goliath National Bank!","See you, Barney.","Oh, I'm not confused. You know who is confused? Bimbos. They're easily confused. It's one of the thousand little things I love about them. I love their vacant, trusting stares, their sluggish, unencumbered minds, their unresolved daddy issues. I love them and they love me. Bimbos have always been there for me, through thick and thin. Mostly thin. B- man don't do thick crust. What up?"
"Our company just bought them out in a ruthless takeover. Took two months. Cost 2,000 jobs. It was brutal. Who wants a T-shirt?  Hey, Marshall, they're hiring in the legal department. I could get you a job.","Okay, first of all, you look like the last pick in the draft. And, second, why are you so excited about some bank?","Goliath National Bank. The world leader in credit and banking. God, I love Goliath National Bank!"
Italian.,We had sushi last night.,Wait. What about sushi?
I don't like Chinese.,Oh.,Chinese?
I just said I don't like Chinese.,Indian?,I don't like Chinese.
"Weird meats, funny music, side of rice. Why are we splitting hairs?",Indian isn't Chinese.,I just said I don't like Chinese.
I just said I don't like Chinese.,Mexican?,"Weird meats, funny music, side of rice. Why are we splitting hairs?"
"I love this burger so much, I want to sew my ass shut.",It's like an angel from heaven landed in the kitchen at MacLaren's. Where the chef klled it and ran it through the meat grinder.,"My God. This burger is so good. It's like Christmas in my mouth, meat Christmas."
Name two places where things get stuffed.,And there it was.,"And then, right when I started to get a little hungry, I turned a corner..."
You know what's not a drag? Getting a home equity loan at Goliath National Bank. I'm just saying.,Probably tucked between her legs.,Where do you think it was?
Get this. You know who works out at my gym? Regis Philbin.,"There was that one time we thought we had a break in the case, remember?",But none of those places even came close.
"No. No, we don't know where it is.","And if you tell me it's at the Corner Bistro, I'm gonna smack you right in the face!",No.
"I don't know where it is, Regis, I swear!","Listen, Blondie! Don't mess with me! Daddy needs his meat.","No. No, we don't know where it is."
"OK, Regis, we will, we will.","I don't know where it is, Regis, I swear!","Listen, Blondie! Don't mess with me! Daddy needs his meat."
All right.,What are you waiting for? Get out and find the burger!,"OK, Regis, we will, we will."
"You know what else is a mouthful? All that double-talk other banks give you. At Goliath, customer satisfaction is our most important investment.","Honey, I'm so excited for you. After all these interviews, after all these disappointments, you deserve a triumphant mouth full of meat.",I cannot believe we're finally gonna have this burger
"How lame is free automatic bill pay? How lame is 3.3 APY online savings? Yeah, that's right. Hate to make you look stupid in front of your friends, but you left me no choice. He laughs.","Barney, I hate to break this to you, but working for a bank's kind of lame.","You know what else is a mouthful? All that double-talk other banks give you. At Goliath, customer satisfaction is our most important investment."
Reg...  That guy scares me. I think I'll leave him a text.,We should probably call Regis.,"How lame is free automatic bill pay? How lame is 3.3 APY online savings? Yeah, that's right. Hate to make you look stupid in front of your friends, but you left me no choice. He laughs."
All right.,Just shut up and eat.,"Please, go ahead, start."
"I want... to take this burger out to dinner, then maybe a movie, then take it back to my place, put on a little Terence Trent D'arby, and then I would just... fool around a little bit. Nothing serious, just take it slow, you know?",I think I just had my first burg-asm.,Oh my god. I'm never brushing my teeth again unless it's with a toothbrush made from this burger.
"You know, Lil, when times are tough, I like to remember the uplifting words of my favourite song. He starts singing. We'll be on your side when you need a friend. Through thick and thin you can always depend. On the world leaders in credit and banking. Goliath National Bank. Member FDIC.","Come on, Lily, he'll find a job eventually.",We're going.
Barney Stinson.,106. A numbered street. Of course.,Damn it.
"I'm sorry, this is...?","Barney, where the hell are you?",Barney Stinson.
"Of course. I'm sorry, I forgot to call you. That's not the place. The real place is on 106th and Manhattan Avenue. We're headed there right now.",Regis. I'm at the place.,"I'm sorry, this is...?"
Onions?,"What? Uptown? He breaks a mail box. Fine, fine, I'll be there in 20. If you get there first, medium rare.","Of course. I'm sorry, I forgot to call you. That's not the place. The real place is on 106th and Manhattan Avenue. We're headed there right now."
"Okay, no onions.",Onions?,Onions?
"One of 9,000 convenient locations.",This is it.,Your search is over. We got girls taking off their clothes.
What the...,But... food.,We can't eat here. It's an ATM.
"It's not my... Stop, okay. She hits his knee. Stop that, Lily.","This is your fault, you and your stupid bank. You did this.",What the...
"Marshall, Geez.","I will never use a Goliath ATM ever again. Goliath National Bank sucks. It's the worst bank on the face of the earth. Attention, New Yorkers, this bank sucks! They suck!","It's not my... Stop, okay. She hits his knee. Stop that, Lily."
Will you just tell her already?,"They suck, suck!","Marshall, Geez."
"Well, technically not together. You won't have access to my floor.","Goliath National Bank. That's why Barney's been going on and on about how, how great Goliath is. He wanted you to be excited for me since we will to working together.",What? Where?
"If only there were an easy, convenient way to get some cash right now.",I haven't worked since March.,I have any cash.
Member FDIC.,"If only there were an easy, convenient way to get some cash right now.",I haven't worked since March.
This feels so good. I'm worried I'm gonna get this burger pregnant.,"Oh, my God. I just want you inside of me.","I want to get tiny fitted sheets for this burger, and just... crawl into this bun, get all cosy, and die there."
That's outrageous.,What? Come on.,This isn't it.
"Well, I must go to Stella. Tonight is the big night. I tried before, I always failed. This time I will succeed. Tonight... I am a lesbian. Robin, your lipstick.","During the fall of 2008, I had a little problem.","No, really."
"Hi, Ted.","Oh, no! Take pictures, okay?","Well, I must go to Stella. Tonight is the big night. I tried before, I always failed. This time I will succeed. Tonight... I am a lesbian. Robin, your lipstick."
T-Diddy! You've missed that!,Theodore!,"Hi, Matisse."
"First, I no longer have my gold medallions. I sold them when they are out of date, 400 years ago.",Why?,"You want us to go in New Jersey? Oh, that's great."
"Yeah, and I want another drink for this girl, Doris. I know I can ask this aircraft lesbian.","It's pathetic. It's Saturday night. We should get drunk in a bar. I know this sounds depressing, almost tragic, but it is a fact.","Well, there are games, there are movies. And there shall be beer in the garage."
You can be at 22h.,"With the next train, you can be in McClaren's to 23h.","Come on guys, you promised. We stay there and we try to have fun. We're all here. Being with friends. It's not that the primary?"
No thank you. I play not with aquariums unless they are my two favorite animals: the pilot fish and torturlute. Did you see!,That's great! We have darts. A half ping-pong. An aquarium. Look how it's getting a great night as planned. One could make the bait and watch them fight.,"Yeah, probably."
Marshall.,For torturlute? You're right.,No thank you. I play not with aquariums unless they are my two favorite animals: the pilot fish and torturlute. Did you see!
Lily.,You deserve better than that.,Marshall.
Stella.,Not good enough.,Lily.
"I fall not rest until we not make me respect for another person's knuckles brushing against mine so sweet, but manly.Small, small... Small, small... Small... Who's the baby? Know that as long as it does not have what he wants. No, deserves.This fist will not waver. It... bow... not.",Sorry.,Stella.
"Guys, I'm sure the dog had to soaring after swallowing the tablet X. Too good! Go!","Me too. My God, I moved to New Jersey?",I thought they came to live with you.
Air Hockey. Well done my fat.,"It's not so bad. You can put a mini fridge, there, and perhaps an air hockey.",I can not live here.
"Seriously, I thought it was the only one. Too much! You're glowing. Tape the Barnacle.",I understand why they want to live in New Jersey when you can live in Manhattan? I thought my apartment was one of his reasons for marrying me.,"Yeah, it could play in the fire escape, be friend with the guy who sleeps on a couch in the driveway, biking on Broadway. Great idea, Ted."
How so?,"It was not my first day. I arrived and there were 20 people. In fact, I have not really got the job. I just had an interview.",What?
Naughty.,Thank you.,You're in the eye of cycorde.
You can not.,"That sucks, but I can do what? I will not have another job. You would have seen other women in the interview. They were all more experienced, more ethnic. There was a black girl with blue eyes. How can I compete?",Naughty.
"If you call now, you'll regret it. I slept with me full of women who were then sent to graze and then decamped. And sometimes they take the phone and they call me and do it again. And when we finished, I see that look on their faces, that look that says they hate themselves and they would never have known. But if you could see this look... In fact, you can see that look, there is a video, http:  www...",I called Joel.,"You can compete with anyone. You're Robin Scherbatsky. Confident, strong, great. With super long legs that look great in shorts."
This is the look.,"not Drink Beer! I remember when I bought it. That was before she became pregnant with Lucy. You can go pick on PriceCo? While you will be there, get yourself a map. You surely will go there all the time.",Come on. I will not call.
I'll give you  100 for hitting my fist.  200.,"It asks me no problem holding a cup, unlike you.","New Jersey is not so bad. Stella has a lawn. You can have a lawn mower. They sell there. I've seen with a cup holder. I saw a deck chair with a cup holder. I even saw a hammock with a cup holder. You live in New Jersey, you will not have to hold a cup."
10 000.,"Drop it, Barney. Your arm should make you suffer.",I'll give you  100 for hitting my fist.  200.
They are magnificent... manly tears of pain. They are not emotional. They are a little emotional.,It's the tears?,"What do you think guys? Beagle, or Boston terrier?"
"Robin, hangs up. Do not do that.","Shirley, this is Robin. I called Joel.",Where is Robin?
"Do not do it. It's scary to bet on itself, if you do not, nobody will. I'm not saying that to pat my fist. Even if a punch would be great. I mean it.",You can never be in town in 30 minutes.,"Ok, I have half an hour to arrive at the studio."
"Oh, yes. Tape for safety.","Ok, this is crazy. You can not believe that New Jersey is better than New York. In New York, there was Broadway. No need to say more.",Do not spill Matisse.
You can not beat A.C. Pity! Nobody needs to know.,It was Atlantic City.,"Oh, yes. Tape for safety."
Chronicles of the Oscar-winning on urban neurotic.Tape!,New Jersey coast.,New York has Greenwich Village.
"Small town, big men, then tope.","Yes, except I hate it. I'm too big for New York! I try to hold seats in the cramped subway or stoop under doors over 150 years. People are taller, have larger doors. What is your problem?","but, Marshall, you love New York."
Silence embarrassed. Tope then.,"You know what, Ted... Live wherever you want. I do not care.","I understand, OK? I see what you mean. I guess... we could live in Brooklyn."
"Look, it did.","Oh, thank you! Wait. Good evening, New York.","59 p.m., Robin arrives at the studio of Metro New One."
You think you're there for something?,It really stops.,"Our story tonight, the baby panda at the zoo in Central Park made his first tooth today. I think that makes him a... Bear molar. Bear molar. Bear molar. You know what? It's really over for me. Good night, New York."
"Oh, my God! Thank you! Oh, I klled my arm. My arm has never been so sore since I was 13 the day I knew how to close the bathroom. Cool!","I think so. Good job, Barney.",You think you're there for something?
"You there, what's your name?",There he is.,I hope not.
"Your name, woman, what's your name?",Excuse me?,"You there, what's your name?"
"I knew it. You are the Cindy, one that can change everything and bring us to our downfall. Listen to me, Cindy. I am Barney Stinson, and I have an urgent mission from the future.","Your name, woman, what's your name?",Excuse me?
"The future, and I can prove it to you. In exactly four seconds, the woman at this table will slap this man.",From the future?,"I knew it. You are the Cindy, one that can change everything and bring us to our downfall. Listen to me, Cindy. I am Barney Stinson, and I have an urgent mission from the future."
"In a few minutes, the young me your time will enter through this door. I know it sounds crazy, but to save the planet, you have to sleep with him tonight.",What are you doing?,"The future, and I can prove it to you. In exactly four seconds, the woman at this table will slap this man."
"I have not the time to explain. I must return to reality accelerator before the vortex closes. Only you can save us, Cindy. I must go!",You mean what?,What? I...
Vive la vodka.,"Excellent. A bottle of beer with it, and what do you think will cancel the Scotch?","This is a Glen McKenna 50 years, and it is  2 500."
"I guess I have time for a drink and 45 minutes to an hour for other activities, but after that, I must return to the top secret research project I'm working on.","My God, you are... ho, my God! I offer you a drink?",It will not work.
My God! How do you know that?,Global warming?,"I guess I have time for a drink and 45 minutes to an hour for other activities, but after that, I must return to the top secret research project I'm working on."
It does not stop a fight between girls! Ever!,It's good enough!,For America.
This is the man of the evening. It's time to let the monster out of his cage!,Thank you. This is the boost I need. I love you all.,"Alcohol has changed you, Stewart. We recognize you more. And I love the man I married."
"Come on, man. People want to see Bruce Banner.They want Hulk. What?",No.,This is the man of the evening. It's time to let the monster out of his cage!
You're going to seriously continue to wear this hat?,It's true. We live.,"Yes, what a moment of incredible human sincerity."
What?,"We know, darling, you know. This is a brand new vest.","Self Tanner? They entice you with a coupon, and after it becomes addictive."
