response,context/0,context/1,context/2,context/3,context/4
"No, thats VH-1. I gotta tell you, the music these kids listen to today . . . Its like a lotta noise to me. I dont know","What? No, I want to watch this. . Did your cable go out?","Chandler, Chandler, yknow what we should do? You and I should go out and get some new sunglasses.","Nah, Monicas watching some cooking show. Come on, I dont want to miss when they were skinny.",Lets go watch it at your place.,"Dude, you have got to turn on Behind the Music. The band Heart is having a really tough time, and I think they may break up."
"I uh, oh! Because, uh, I havent really paid the bill","Joey, why is your cable out?","No, thats VH-1. I gotta tell you, the music these kids listen to today . . . Its like a lotta noise to me. I dont know","What? No, I want to watch this. . Did your cable go out?","Chandler, Chandler, yknow what we should do? You and I should go out and get some new sunglasses.","Nah, Monicas watching some cooking show. Come on, I dont want to miss when they were skinny."
"No, Chandler. Look, forget about it, okay? Look, I know things have been a little tight since Janine moved out. Oh, was she hot.","If you need money, will you please-please just let me loan you some money?","I uh, oh! Because, uh, I havent really paid the bill","Joey, why is your cable out?","No, thats VH-1. I gotta tell you, the music these kids listen to today . . . Its like a lotta noise to me. I dont know","What? No, I want to watch this. . Did your cable go out?"
"I know! Yeah, but, look I can handle it. All right? Look, I can listen to the radio, huh? And Ross gave me this great book .",Whoa ho.,"No, Chandler. Look, forget about it, okay? Look, I know things have been a little tight since Janine moved out. Oh, was she hot.","If you need money, will you please-please just let me loan you some money?","I uh, oh! Because, uh, I havent really paid the bill","Joey, why is your cable out?"
Sure.,"All right, you want to see if the joke stealer will let us watch the show at his place?","I know! Yeah, but, look I can handle it. All right? Look, I can listen to the radio, huh? And Ross gave me this great book .",Whoa ho.,"No, Chandler. Look, forget about it, okay? Look, I know things have been a little tight since Janine moved out. Oh, was she hot.","If you need money, will you please-please just let me loan you some money?"
Not so much.,Paid your phone bill?,Sure.,"All right, you want to see if the joke stealer will let us watch the show at his place?","I know! Yeah, but, look I can handle it. All right? Look, I can listen to the radio, huh? And Ross gave me this great book .",Whoa ho.
You forget how many great songs Heart had.,I dont know.  Me neither.,What?!,Rachel.,Me neither.,I dont know.
"Oh, you guys, with this joke. I gotta say, I know I cracked up, but Im not even sure I got it.","So, you heard it, you repeated it, so that must mean you wrote it.","You know, Barracuda was the first song I learned to play on the keyboard.",Yeah.,You forget how many great songs Heart had.,I dont know.  Me neither.
"Ah, Gunther, I cant pay for this right now because Im not working, so Ive had to cut down on some luxuries like uh, payin for stuff.",Here you go.,Okay .,"Well, Im not going to go now anyway .",Yeah!,"Oh, what are you going to do, follow me down there?"
"Uh, I dont know. Ya see, its just, see I was a regular on a soap opera yknow? And to go from that to this, I just Plus, Id have to wait on all my friends.","Well, if you want, you can work here.","Ah, Gunther, I cant pay for this right now because Im not working, so Ive had to cut down on some luxuries like uh, payin for stuff.",Here you go.,Okay .,"Well, Im not going to go now anyway ."
What?!,"Okay, but the moneys good, plus you get to stare at Rachel as much as you want.","Uh, I dont know. Ya see, its just, see I was a regular on a soap opera yknow? And to go from that to this, I just Plus, Id have to wait on all my friends.","Well, if you want, you can work here.","Ah, Gunther, I cant pay for this right now because Im not working, so Ive had to cut down on some luxuries like uh, payin for stuff.",Here you go.
Maybe I could be a waiter. Could I use the phone?,Flexible hours.,What?!,"Okay, but the moneys good, plus you get to stare at Rachel as much as you want.","Uh, I dont know. Ya see, its just, see I was a regular on a soap opera yknow? And to go from that to this, I just Plus, Id have to wait on all my friends.","Well, if you want, you can work here."
"Hey Ross, listen, you want anything to drink, cause Im heading up there.","Yeah, that-that Chandler cracks me up.","Oh, hey, Gunther, check this out.",All right.,"All right, wherever you wanna go is cool.",Im sick of Japanese. Were not going there.
Sure.  Coffee? Cause Im going up there.,"Uh, yeah, Ill take a coffee. Thanks, man.","Hey Ross, listen, you want anything to drink, cause Im heading up there.","Yeah, that-that Chandler cracks me up.","Oh, hey, Gunther, check this out.",All right.
"You guys need anything, cause Im heading up there.","No, thank you.",No.,Sure.  Coffee? Cause Im going up there.,"Uh, yeah, Ill take a coffee. Thanks, man.","Hey Ross, listen, you want anything to drink, cause Im heading up there."
You got it.,Id love an ice water.,"You guys need anything, cause Im heading up there.","No, thank you.",No.,Sure.  Coffee? Cause Im going up there.
Just being friendly.,"Joey, what are you doing?",You got it.,Id love an ice water.,"You guys need anything, cause Im heading up there.","No, thank you."
"Nah, its okay. Right, Gunther?","Joey, honey, I dont think youre supposed to go back there.",Just being friendly.,"Joey, what are you doing?",You got it.,Id love an ice water.
"Okay, but I dont see you asking any other paying customers to put on aprons.",Dont wink at me. And put on your apron.,"Nah, its okay. Right, Gunther?","Joey, honey, I dont think youre supposed to go back there.",Just being friendly.,"Joey, what are you doing?"
No.,"Joey, do you work here?","Okay, but I dont see you asking any other paying customers to put on aprons.",Dont wink at me. And put on your apron.,"Nah, its okay. Right, Gunther?","Joey, honey, I dont think youre supposed to go back there."
Yeah?,"Hey, waiter.",No.,"Joey, do you work here?","Okay, but I dont see you asking any other paying customers to put on aprons.",Dont wink at me. And put on your apron.
"Its kind of embarrassing, yknow. I mean, I was an actor and now Im a waiter. Its supposed to go in the other direction.","Joey, whats going on. What didnt you tell us you work here?",Yeah?,"Hey, waiter.",No.,"Joey, do you work here?"
"I mean, the jobs easy and the moneys good, you know? I guess Im going to be hanging out here anyway. I might as well get paid for it, right? I just feel kind of weird serving you guys.",So is your apron. Youre wearing it like a cape.,"Its kind of embarrassing, yknow. I mean, I was an actor and now Im a waiter. Its supposed to go in the other direction.","Joey, whats going on. What didnt you tell us you work here?",Yeah?,"Hey, waiter."
"Okay, I guess it doesnt seem that weird.","Yeah, why would it be weird? Hey, Joey, can I get some coffee?","Come on, Joey, I did it and it was fine.","I mean, the jobs easy and the moneys good, you know? I guess Im going to be hanging out here anyway. I might as well get paid for it, right? I just feel kind of weird serving you guys.",So is your apron. Youre wearing it like a cape.,"Its kind of embarrassing, yknow. I mean, I was an actor and now Im a waiter. Its supposed to go in the other direction."
"See, now its weird again.","Seriously, I-I asked you before and you still havent gotten it.","Okay, I guess it doesnt seem that weird.","Yeah, why would it be weird? Hey, Joey, can I get some coffee?","Come on, Joey, I did it and it was fine.","I mean, the jobs easy and the moneys good, you know? I guess Im going to be hanging out here anyway. I might as well get paid for it, right? I just feel kind of weird serving you guys."
"Thanks, Rach. Look, you guys are just terrific. Yknow? Now, how about clearing out of here so I can get some new customers. Its all about turnover.","Well, you know what? This is great. Finally, I have someone I can pass on my wisdom too. Let me tell you about a couple of things I learned while working at the coffeehouse. First of all, the customer is always right.  And if anyone is ever rude to you? Sneeze muffin.","I think its great that you work here. Youre going to make a lot of money, and heres your first tip: Dont eat yellow snow. . Ah ha ha, 2:15, coffeehouse.","See, now its weird again.","Seriously, I-I asked you before and you still havent gotten it.","Okay, I guess it doesnt seem that weird."
"Oh, Im sorry, Ross. Ill get it for you right now. And since I made you wait, Ill toss in a free muffin.","Joey, seriously, can I get my coffee?","Thanks, Rach. Look, you guys are just terrific. Yknow? Now, how about clearing out of here so I can get some new customers. Its all about turnover.","Well, you know what? This is great. Finally, I have someone I can pass on my wisdom too. Let me tell you about a couple of things I learned while working at the coffeehouse. First of all, the customer is always right.  And if anyone is ever rude to you? Sneeze muffin.","I think its great that you work here. Youre going to make a lot of money, and heres your first tip: Dont eat yellow snow. . Ah ha ha, 2:15, coffeehouse.","See, now its weird again."
"Hey, Gunther. Can you uh, can you cover for me? I just got an audition.","Oh, Im flaky. Ill say anything.",You did!,Who said you were?,I am not a pushover!,I am not high maintenance!
"Really?! I like your natural color. Come on man, its a great part. Look, check it out. Im the lead guys best friend and I wait for him in this bar and save his seat. Listen-listen. Im sorry, that seats saved.","No, Im leaving to get my hair dyed.","Hey, Gunther. Can you uh, can you cover for me? I just got an audition.","Oh, Im flaky. Ill say anything.",You did!,Who said you were?
"Okay, maybe hes not his best friend, but",Thats the whole part?,"Really?! I like your natural color. Come on man, its a great part. Look, check it out. Im the lead guys best friend and I wait for him in this bar and save his seat. Listen-listen. Im sorry, that seats saved.","No, Im leaving to get my hair dyed.","Hey, Gunther. Can you uh, can you cover for me? I just got an audition.","Oh, Im flaky. Ill say anything."
"Oh, man, I could totally get that part. Im sorry, that seat is taken.","Okay, Ill see you in an hour.","Okay, maybe hes not his best friend, but",Thats the whole part?,"Really?! I like your natural color. Come on man, its a great part. Look, check it out. Im the lead guys best friend and I wait for him in this bar and save his seat. Listen-listen. Im sorry, that seats saved.","No, Im leaving to get my hair dyed."
"No, no, I didnt mean you. But, you believed me, huh?","Oh, excuse me.","Oh, man, I could totally get that part. Im sorry, that seat is taken.","Okay, Ill see you in an hour.","Okay, maybe hes not his best friend, but",Thats the whole part?
"So, youd hire me, right?",I believed you were saving this seat for someone.,"No, no, I didnt mean you. But, you believed me, huh?","Oh, excuse me.","Oh, man, I could totally get that part. Im sorry, that seat is taken.","Okay, Ill see you in an hour."
"Exactly! All right, everybody, listen up. The coffeehouse is going to be closed for about an hour.",For what?,"So, youd hire me, right?",I believed you were saving this seat for someone.,"No, no, I didnt mean you. But, you believed me, huh?","Oh, excuse me."
"Yeah, its for the kids. To keep the kids off drugs. Its a very important issue in this months Playboy. Im sure you all read about it.",Huh? What?,"Exactly! All right, everybody, listen up. The coffeehouse is going to be closed for about an hour.",For what?,"So, youd hire me, right?",I believed you were saving this seat for someone.
"Not good, no. I didnt get the part, and I lost my job here, so","Hey, buddy boy, howd the audition go?","Yknow, suddenly I find you very attractive.","Phoebe, its okay that you dont want me to be your girlfriend because I have the best boyfriend.",. All right youre off my list.,"Im sorry. Youre not easy-going, but youre passionate, and thats good. And when you get upset about the little things, I think that Im pretty good about making you feel better about that. And thats good too. So, they can say that youre high maintenance, but its okay, because I like  maintaining you."
"Well, I had the audition but Gunther said I had to stay here and be in charge so he could go get his hair dyed. So, I went anyway, and then he fired me.",How-how did you lose your job here?,Wow! That is a bad audition.,"Not good, no. I didnt get the part, and I lost my job here, so","Hey, buddy boy, howd the audition go?","Yknow, suddenly I find you very attractive."
"Yeah, what are ya gonna do?","He left work in the middle of the day to do a personal errand and left you in charge when youve been working here two days? Thats not, thats not right.","Well, I had the audition but Gunther said I had to stay here and be in charge so he could go get his hair dyed. So, I went anyway, and then he fired me.",How-how did you lose your job here?,Wow! That is a bad audition.,"Not good, no. I didnt get the part, and I lost my job here, so"
Thats great. Thanks Rach.,"Thats right, he can have his job back. Im glad we got that all straightened out. There you go, Joey, you got your job back.",He can have his job back.,What?,Okay.,"Joey, you cant let him get away with that. Ya know what, Im not going to let him get away with that. Im going to say something to himNo, I really shouldnt say anythingNo, I should say something to him.  Gunther, I want you to give Joey his job back. That is really not fair that you have to fire him"
Im not answering that.,No way.,"Hey. Oh, I have a question. If-if-if one of you had to pick one of the other two guys to go out with, who would you pick?",Hey.,"Yeah, well, I kinda thought.","Oh, yeah. Definitely you, Pheebs."
"Okay Rach, that muffin and espresso, 4.50. Ross, double latte, 2.75. Chandler, coffee and a scone, 4.25. And Pheebs, herbal tea, 1.25. So, all together thats  12.75.",Seth Kurland,Sherry Bilsing  Ellen Plummer,Joey!  No way. Im not answering that.,Im not answering that.,No way.
Hi!,Hi!,This coming from the man who couldnt split our 80 dollar phone bill in half.,"Okay Rach, that muffin and espresso, 4.50. Ross, double latte, 2.75. Chandler, coffee and a scone, 4.25. And Pheebs, herbal tea, 1.25. So, all together thats  12.75.",Seth Kurland,Sherry Bilsing  Ellen Plummer
Oh thats on the house courtesy of Joey Tribbiani.,How much do I owe you for the muffin and the latte?,Hi!,Hi!,This coming from the man who couldnt split our 80 dollar phone bill in half.,"Okay Rach, that muffin and espresso, 4.50. Ross, double latte, 2.75. Chandler, coffee and a scone, 4.25. And Pheebs, herbal tea, 1.25. So, all together thats  12.75."
"Well, hes not used to women being so forward with him; but uh, I good check with himHe says its okay.  Great! Thanks! Bye-bye!","Oh great! Well, tell him thanks. And since uh, Joey seems like such a nice guy, maybe we could go on a date sometime?",Oh thats on the house courtesy of Joey Tribbiani.,How much do I owe you for the muffin and the latte?,Hi!,Hi!
It will be when you look like that in a tight skirt! This is great! Im getting more dates than ever!,"Hey Joey, how come our stuff isnt free?","Well, hes not used to women being so forward with him; but uh, I good check with himHe says its okay.  Great! Thanks! Bye-bye!","Oh great! Well, tell him thanks. And since uh, Joey seems like such a nice guy, maybe we could go on a date sometime?",Oh thats on the house courtesy of Joey Tribbiani.,How much do I owe you for the muffin and the latte?
How about a scone on the house baby?,Yeah Joey that is so gross!,"Wait a minute, youre only giving free stuff away to the pretty girls?",It will be when you look like that in a tight skirt! This is great! Im getting more dates than ever!,"Hey Joey, how come our stuff isnt free?","Well, hes not used to women being so forward with him; but uh, I good check with himHe says its okay.  Great! Thanks! Bye-bye!"
"Hey,  how you doin?","And thats Phoebe , and thats Joey.",Hi Jill.,And you know Monica and Ross!,Hi!,This is Chandler.
Are you all finished here?,"Ooh, I like cards.","Oh, thats so great! Okay, Im really gonna do this! I dont know how to thank you guys.","Of course, yeah!","Jill, honey, I think this is the best thing that couldve ever happened to you. I mean you needed to get out on your own anyway! And you know when I did it, I-I-I at first I was scared, and look at me now! Im the only daughter dad is proud of! Okay, well this is, this is what youre gonna do. Youre gonna get a job, youre gonna get an apartment, and then Ill help you and you can stay with us. Right Pheebs, she can stay with us?",Boy did we make friends with the wrong sister!
Great!,Yes.,Are you all finished here?,"Ooh, I like cards.","Oh, thats so great! Okay, Im really gonna do this! I dont know how to thank you guys.","Of course, yeah!"
What?!,"Okay, here are the tips for this morning. Jen gets 50, 50 for me, and Joey owes eight dollars.",Great!,Yes.,Are you all finished here?,"Ooh, I like cards."
"Well if its free food, how come youre charging me for it?",For all the free food you gave away.,What?!,"Okay, here are the tips for this morning. Jen gets 50, 50 for me, and Joey owes eight dollars.",Great!,Yes.
"Well, what if they came in third in a modeling contest?",We dont give anything away unless its someones birthday.,"Well if its free food, how come youre charging me for it?",For all the free food you gave away.,What?!,"Okay, here are the tips for this morning. Jen gets 50, 50 for me, and Joey owes eight dollars."
Thatll be 3.85.,"But great news about the apartment pants, huh?","Oh my God! I can not believe that! I mean I dont really like it when Ross goes out with anyone, but my sister isnt that like incest or something?! Oh my God, and theyre gonna have sex! Oh! Oh no what if he marries her too?! Oh this is just terrible, this is just terrible. And I cant stop it! I cantI dont own Ross! Yknow? And Jill, she should be able to do whatever it is that she wants to do! And oh my God, I cant believe Ross is marrying my little sister, this terrible. Oh my God, this is just the worst thing that could have ever happened to me.",Okay then.,Oh there is no way.,Yeah.
"Its just I cant because my manager said I  Happy birthday to you, happy birthday to you. Happy birthday dear Annie",What do you mean? Yesterday you said I was too pretty to pay for stuff!,Thatll be 3.85.,"But great news about the apartment pants, huh?","Oh my God! I can not believe that! I mean I dont really like it when Ross goes out with anyone, but my sister isnt that like incest or something?! Oh my God, and theyre gonna have sex! Oh! Oh no what if he marries her too?! Oh this is just terrible, this is just terrible. And I cant stop it! I cantI dont own Ross! Yknow? And Jill, she should be able to do whatever it is that she wants to do! And oh my God, I cant believe Ross is marrying my little sister, this terrible. Oh my God, this is just the worst thing that could have ever happened to me.",Okay then.
Amy! Happy birthday to you!,Amy!,"Its just I cant because my manager said I  Happy birthday to you, happy birthday to you. Happy birthday dear Annie",What do you mean? Yesterday you said I was too pretty to pay for stuff!,Thatll be 3.85.,"But great news about the apartment pants, huh?"
"Yeah, not it here it isnt.","Hey, thats weird, todays my birthday too!",Amy! Happy birthday to you!,Amy!,"Its just I cant because my manager said I  Happy birthday to you, happy birthday to you. Happy birthday dear Annie",What do you mean? Yesterday you said I was too pretty to pay for stuff!
Happy birthday to you!,Im fine.,Would you please get some rest!,"Come on, get into bed! I want to prove to you that Im not sick! I wanna make you feel, as good as I feel.",I was asleep.  Oh no! No-no honey! Yknow whats sexy? Layers. Layers are sexy. And blankets are sexy. And oh! Hot water bottles are sexy.,How could I be asleep knowing that you were in the next room.
What? No-no its her birthday!,Youre paying for that.,Happy birthday to you!,Im fine.,Would you please get some rest!,"Come on, get into bed! I want to prove to you that Im not sick! I wanna make you feel, as good as I feel."
But it really,Youve sung Happy Birthday to 20 different women today!,What? No-no its her birthday!,Youre paying for that.,Happy birthday to you!,Im fine.
Damnit!,You are no longer authorized to distribute birthday muffins.,But it really,Youve sung Happy Birthday to 20 different women today!,What? No-no its her birthday!,Youre paying for that.
"Oh-ho, and mine!","I have to say you are a much bigger person than I am. I mean after all weve been through, I justyknow I wish I had a brother to reciprocate. Hey, if you ever want to go out with Monica, you have my blessing.",Oh so-so not really never.,"Yeah but after you said it was okay, I figured, Why not?!",Really?!,"Oh wow! I mean, wow! I mean, I-I-I think shes cute but I-I would never have thought of going out with her, never!"
"Oh, uh, hey Rach. I uh, I was just coming over here to uh Oh wait, I dont have to lie to you, you dont live here anymore. Uh, Im eating their food. What are you doing?","Ho-oh, hes gonna get some!",Oh.,"Oh no its not, no its not. Its a first date. Im sure that nothing is gonna","Oh, this is just terrible.",Hes taking off her coat!
"Whoa, I didnt know we could date your sister!",Ross is on a date with my sister and they shut the drapes two and a-half-hours ago.,"Oh, uh, hey Rach. I uh, I was just coming over here to uh Oh wait, I dont have to lie to you, you dont live here anymore. Uh, Im eating their food. What are you doing?","Ho-oh, hes gonna get some!",Oh.,"Oh no its not, no its not. Its a first date. Im sure that nothing is gonna"
I cant believe Ross went out with Rachels sister! When Chandler made out with my sister I was mad at him for 10 years.,Yuck!,Oh dont even ask!,Is that a swing?,Yeah. And yknow who shouldve shut their drapes? Is that perverted old couple two doors over.,"Oh, are the drapes still closed hon?"
Yeah you got 5 years left!,That was like 5 years ago.,I cant believe Ross went out with Rachels sister! When Chandler made out with my sister I was mad at him for 10 years.,Yuck!,Oh dont even ask!,Is that a swing?
You wanna make it 6?!,Joey,Yeah you got 5 years left!,That was like 5 years ago.,I cant believe Ross went out with Rachels sister! When Chandler made out with my sister I was mad at him for 10 years.,Yuck!
You didnt cry when Bambis mother died?,"Well see now that I can see crying over, but Bambi is a cartoon!",Oh yknow whats sadder than this? Bambi. I cried for three days with that movie. No wait two! Because on the third day my mother killed herself so I was partly crying for that.,Yeah me too.,This is my favorite part.,"Yeah do it now, call right now."
"Come on man theres gotta be something that gets you choked up! Like uh, uh oh, what if you saw a three-legged puppy?","No, I guess I just never really cried. Yknow? Im not a crying kind of guy.",Yeah youre right. I dont know what I was thinking.,Im not macho.,Chandler theres nothing wrong with crying! I mean you dont have to be so macho all the time.,Yes it was very sad when the guy stopped drawing the deer!
"Okay, what if the puppy said, Help me Chandler. All the other puppies pick on me.","Id be sad sure, but I wouldnt cry.","Come on man theres gotta be something that gets you choked up! Like uh, uh oh, what if you saw a three-legged puppy?","No, I guess I just never really cried. Yknow? Im not a crying kind of guy.",Yeah youre right. I dont know what I was thinking.,Im not macho.
No! Its not okay! Its not okay at all!! Youre dead inside!!,"No! Look, I dont cry! Its not a big deal! Okay?!",So that story doesnt make you cry?,Poor thing!,Oh Chandler!,Oh they didnt want to come!
"So, you saw me on Days Of Our Lives huh? Want me to, want me to do a little Dr. Drake Remoray for ya?",Youre just saying that because youre my biggest fan.,"Wow! Wow, thanks a lot! I just wanna say, I think youre really talented.",Oh youre my biggest fan? Ive always wanted to meet you! Hi!,"Can-can I get your autograph, Im your biggest fan.",Yeah.
"Oh, youre Phoebes fan!","I have no idea what youre talking about. But I, but I just got Phoebe Buffays autograph!","So, you saw me on Days Of Our Lives huh? Want me to, want me to do a little Dr. Drake Remoray for ya?",Youre just saying that because youre my biggest fan.,"Wow! Wow, thanks a lot! I just wanna say, I think youre really talented.",Oh youre my biggest fan? Ive always wanted to meet you! Hi!
Movies?,Oh yeah! Ive seen all her movies.,"Oh, youre Phoebes fan!","I have no idea what youre talking about. But I, but I just got Phoebe Buffays autograph!","So, you saw me on Days Of Our Lives huh? Want me to, want me to do a little Dr. Drake Remoray for ya?",Youre just saying that because youre my biggest fan.
I dont think so.,"That was Phoebe Buffay, the porn star.",Movies?,Oh yeah! Ive seen all her movies.,"Oh, youre Phoebes fan!","I have no idea what youre talking about. But I, but I just got Phoebe Buffays autograph!"
"Hey Gunther, dont let that guy in here anymore! He just said Phoebes a porn star!","No-no, it was! She was in Sex Toy Story 2, Lawrence of Alabia, and I got her autograph! The guys at the comic book store arent gonna believe this!",I dont think so.,"That was Phoebe Buffay, the porn star.",Movies?,Oh yeah! Ive seen all her movies.
"Uhhh, yeah. Yeah. But uh, I dont think its the kind youre gonna like.",Oh great! Did you get a movie?,No.,"Hey! Uh, Phoebes not here is she?",Do I have my own castle?,Youre jealous of Princess Caroline?
Sort of,You didnt get more movies that are gonna have us reaching for the tissues all night did you?,"Uhhh, yeah. Yeah. But uh, I dont think its the kind youre gonna like.",Oh great! Did you get a movie?,No.,"Hey! Uh, Phoebes not here is she?"
Phoebes a porn star!,"Guys, whats going on?",Sort of,You didnt get more movies that are gonna have us reaching for the tissues all night did you?,"Uhhh, yeah. Yeah. But uh, I dont think its the kind youre gonna like.",Oh great! Did you get a movie?
Well down at the adult video place down on Bleaker.,Thats Phoebe! Where did you get that?,Oh my God!,Phoebe Buffay in Buffay: The Vampire Layer.,What?!!,Phoebes a porn star!
"All right well, Id better take that back.","Yes, but you are dead inside.","Hey, I had a terrible childhood and I dont do porn.","This is so bizarre. I guess it kinda makes sense though, yknow she had such a terrible childhood.","Wow! I mean, I justI cant, I cant believe this. Yknow, I mean you think you know someone even, even Phoebe whos always been somewhat of a question mark.","And-and I, and I saw that Joey was about to go in, so I ran in ahead of him to-to surprise him and, and then I pretended I didnt know he was in there."
We cant watch that! I mean thats Phoebe!,"Wh-what, why?","All right well, Id better take that back.","Yes, but you are dead inside.","Hey, I had a terrible childhood and I dont do porn.","This is so bizarre. I guess it kinda makes sense though, yknow she had such a terrible childhood."
"No! Hey no! This is wrong you guys! Phoebes our friend! Well, Im not gonna watch it!",Probably just the first half.,Yknow maybe a little bit!,Absolutely not.,"Yeah youre right, we cantwe shouldnt watch this.",We cant watch that! I mean thats Phoebe!
Yeah.,Yeah! Good for you Joe!,"No! Hey no! This is wrong you guys! Phoebes our friend! Well, Im not gonna watch it!",Probably just the first half.,Yknow maybe a little bit!,Absolutely not.
You sick bastards!,Shes just doing her job!,"Well its hard to tell  Oh God, if she would just stop moving.",Her ankle is what youre watching?,Hold on a second! What is that on her ankle?,"Actually, I was kinda hoping it would be the other way around."
Re! Re! Then I can watch that! Rewind it! Rewind it!,"Oh, its a tattoo! Thats weird, Phoebe doesnt Wait thats Ursula! Thats not Phoebe that is Ursula!",You sick bastards!,Shes just doing her job!,"Well its hard to tell  Oh God, if she would just stop moving.",Her ankle is what youre watching?
Hey!,Hey!,So?,"Yknow what? I think I can take care of myself, Ill talk to you later. Good-bye.  Whoa! Uh, that was your sister actually. She-she thinks that youre just using me.","Ross, I am telling you that she is using you to get back at me!",So thats the only reason she could be here huh? It couldnt have anything to do with the fact that-that maybe Im a good listener and I uh I put on a great slide show!
"Oh no, not you too!","So, I just came from the company Ursula works for.",Hey!,Hey!,So?,"Yknow what? I think I can take care of myself, Ill talk to you later. Good-bye.  Whoa! Uh, that was your sister actually. She-she thinks that youre just using me."
Nice!,No! No! I just went to pick up Phoebe Buffays checks; there were a lot of them.,"Oh no, not you too!","So, I just came from the company Ursula works for.",Hey!,Hey!
"Thats great, but isnt it gonna bother that people still think youre a porn star?","Um-mmm, and I wont have to go there anymore because I gave them my correct address.",Nice!,No! No! I just went to pick up Phoebe Buffays checks; there were a lot of them.,"Oh no, not you too!","So, I just came from the company Ursula works for."
You do?,Oh no! No! I know how to handle it.,"Thats great, but isnt it gonna bother that people still think youre a porn star?","Um-mmm, and I wont have to go there anymore because I gave them my correct address.",Nice!,No! No! I just went to pick up Phoebe Buffays checks; there were a lot of them.
Yeah.,Yeah.  See?,You do?,Oh no! No! I know how to handle it.,"Thats great, but isnt it gonna bother that people still think youre a porn star?","Um-mmm, and I wont have to go there anymore because I gave them my correct address."
What is the matter with you?!,Wow!,Oh my God!,"Hey, you guys! Guess what? Barry and Mindy are getting a divorce!","This is an hour-long special episode. Which means that the first part of this episode is episode 615. The second part of this episode is episode 616. Since episodes 615 and 616 are combined into one file, thats why there is no episode 616 in the season 6 table of contents and the numbers jump from episode 615 to 617.",David Crane  Marta Kauffman
"Oh sorry, I hear divorce I immediately go to Ross.  Who-whos Barry and Mindy?",No! Barry and Mindy.,What is the matter with you?!,Wow!,Oh my God!,"Hey, you guys! Guess what? Barry and Mindy are getting a divorce!"
"Ohh-oh, wasnt he cheating on you with her?",Barry was the guy that I was almost married and Mindy was my best friend.,"Oh sorry, I hear divorce I immediately go to Ross.  Who-whos Barry and Mindy?",No! Barry and Mindy.,What is the matter with you?!,Wow!
I cant. I keep seeing it the good way.,"The first time! No seriously, imagine if Carol hadnt realized she was a lesbian.",Which time?,"I know what you mean, Ive always wondered how different my life would be if-if Id never gotten divorced.","Well, apparently she caught him cheating on her with someone else. Isnt that sad?  God, could you imagine if I actually married him?! I mean how different would my life be?",Why did they get divorced?
"Hey, imagine if I never got fired off Days Of Our Lives!  Oh-hey, theres Carol again!","No, I just think Monica was that fat.","What, you guys really think that Im that shallow?",Oh yeah! Come on! Yeah right!,Sure I would!,"And what if I was still fat?  Well, you wouldnt be dating me, thats for sure."
"So Monica, still going out with Dr. Boring huh?","Uh-huh.  Okay, lets go see Monica!",But! Dont you have to give him his money back?,Okay.,Oh yeah? Okay.,"No, its okay. Some-some kid asked me to pick it up for him, but I dont"
Wow!!,"Yeah. Yknow, the hazelnut actually not a nut, its a seed.",Thanks.,Hes not boring! Hes just-hes just low key.,"So Monica, still going out with Dr. Boring huh?","Uh-huh.  Okay, lets go see Monica!"
"Oh dear God, let me think.",Can anyone else name a well known seed thats been masquerading as a nut?,Wow!!,"Yeah. Yknow, the hazelnut actually not a nut, its a seed.",Thanks.,Hes not boring! Hes just-hes just low key.
Hey.,Hey.,"Oh dear God, let me think.",Can anyone else name a well known seed thats been masquerading as a nut?,Wow!!,"Yeah. Yknow, the hazelnut actually not a nut, its a seed."
"Hey man, look sorry about that Archie thing. Do uh, do you need me to give you some money?",Was his question whats more boring than him?,Bye-bye.,Bye.,Okay.,Okay.
Really?,"Hey, I may have no money, but I still have my pride.","Hey man, look sorry about that Archie thing. Do uh, do you need me to give you some money?",Was his question whats more boring than him?,Bye-bye.,Bye.
"Thats an idea!  Hey, if I hired an assistant, would-would you take money from her?","Maybe Joey doesnt have to give you the money, TV stars have assistants right?",Ehh.,Really?,"Hey, I may have no money, but I still have my pride.","Hey man, look sorry about that Archie thing. Do uh, do you need me to give you some money?"
Thats great! That would be great! Lets do that!,"No Joey! Chandler could be your assistant! See, he could answer all of your fan mail and stuff!","Thats an idea!  Hey, if I hired an assistant, would-would you take money from her?","Maybe Joey doesnt have to give you the money, TV stars have assistants right?",Ehh.,Really?
Oh right great! Welcome aboard!,I could use the money; it could give me time to write.,Thats great! That would be great! Lets do that!,"No Joey! Chandler could be your assistant! See, he could answer all of your fan mail and stuff!","Thats an idea!  Hey, if I hired an assistant, would-would you take money from her?","Maybe Joey doesnt have to give you the money, TV stars have assistants right?"
"All right! Now hey, I need to use the bathroom. Since I dont need any assistance in there, take a break!",Okay!,Oh right great! Welcome aboard!,I could use the money; it could give me time to write.,Thats great! That would be great! Lets do that!,"No Joey! Chandler could be your assistant! See, he could answer all of your fan mail and stuff!"
Hi!,Hi!,"Ohhh!  No! This is my friend Rachel, we went to High School together.",Joey!,Hes coming over! Hes coming over!,"Hey-hey, or I could bring my keyboard over here sometime!"
"Well, its always nice to meet the fans.","Hi! I love you on that show! I watch you everyday! I mean, when you took out your own kidney to save your ex-wife even though she tired to kill you",Hi!,Hi!,"Ohhh!  No! This is my friend Rachel, we went to High School together.",Joey!
