episode,line,character
04x23,Thank you. So what's new?,Lily
04x23,I'm in a world of amnesia with lots of pictures of my son and an alliance. I will find the best woman   woman and we will...,Barney
04x23,"OK, that's enough for tonight. I'll go slowly.",Lily
04x24,Each architect has a building that changed his career. For me it was to my 31st birthday. It was not a museum or a concert hall or a skyscraper. It was something else.,Ted 
04x24,"We opened a restaurant called the Rib Town, we want it shaped...",Man
04x24,"... hat cowboy. Listen, I need this job. I have no other option.",Ted
04x24,You can always do prof.,Robin
04x24,"I have not worked as hard to finish in a crappy job. Get me wrong, Lily.",Ted
04x24,I was pissed 3 times this morning. I can not say.,Lily
04x24,"I pass this building, so I see you in three days.",Ted
04x24,"The next three days, I worked as ever. And it led me... nowhere.",Ted 
04x24,What are you doing?,Barney
04x24,A hat-shaped building.,Ted
04x24,It's time to talk?,Barney
04x24,No.,Ted
04x24,What do you think of Robin?,Barney
04x24,"I have to really work, so...",Ted
04x24,"Awesome. Say that is a tailor and you have found a nice suit. A nice suit Canada. Superb chest. You try it, but it does not suit you perfectly. So you return it. Then I try it. I'm not too keen... a suit that you have caught the eye, but at the same time, I love this costume.",Barney
04x24,Buy the costume. It is important to you. Tell him how you feel.,Ted
04x24,"But Ted, remember your answer, because... The costume is Robin. I know! Okay?",Barney
04x24,I'm with you.,Ted
04x24,Now. For I have explained.,Barney
04x24,What...,Ted
04x24,"Come on, man, you're on it for three days without stopping. This is your birthday. Come have a beer on the roof.",Marshall
04x24,"Impossible, the presentation is tomorrow. These hats are not alone.",Ted
04x24,That's a big restaurant for tourists. Just put wide doors and chairs strengthened. Birthday beer on the roof. Let's go!,Marshall
04x24,Why do you want as I go on the roof? You made me a surprise party?,Ted
04x24,"What? We brought you a surprise party, last year.Thou shalt have no surprises on two holidays. The fact that the world has come to the first was surprising. Not? Two surprises on Christmas! It is very strong! It is very strong! Great! Super... It still will not mount.",Marshall
04x24,Come on. This is boring! I knew it was a bad idea.,Robin
04x24,"Yes, Robin, I know. This festival is... is... a disaster.It was my idea. I take responsibility. There is one thing to do.",Marshall
04x24,"Marshall, no.",Lily
04x24,"Lily, I have to!  It's useless to procrastinate.",Marshall
04x24,I should explain. A few years earlier...,Ted 
04x24,"Forget it. It really is not class. At best, it sucks.",Barney
04x24,You know who knows how to live? These people.,Marshall
04x24,The terrace of the building next door. A paradise waiting for us behind a pit of 2 or 3 meters. And the best...,Ted 
04x24,It looks to be a... sacred... spa.,Marshall
04x24,Owl. How do we go? We will do what? Jump?,Barney
04x24,I can jump it.,Marshall
04x24,"Recently, you need two tries to get up from the couch.You can not skip it.",Ted
04x24,Really?,Marshall
04x24,Really.,Ted
04x24,Look.,Marshall
04x24,But he did not jump.,Ted 
04x24,"Actually, it's not bad.",Barney
04x24,Right?,Ted
04x24,"And the following years, he continued to try. But each time, without exception... He did not jump.",Ted 
04x24,"Do not worry. If I can jump tonight, it will save the evening.",Marshall
04x24,"Honey, come down here, please.",Lily
04x24,"When Evel Knievel rode his rocket star on the shore of Snake River Canyon, you think his wife said Honey, come down here '?",Marshall
04x24,"For the last time, I'm not Linda Knievel! I will never be Linda Knievel!",Lily
04x24,No need to remind me.,Marshall
04x24,"Marshall, do not do that. Do not jump, please.",Lily
04x24,"Sorry, but I have to.",Marshall
04x24,You can not.,Lily
04x24,Why?,Marshall
04x24,You want a reason? You're going to have one. I am pregnant.,Lily
04x24,"My God! My God, really? I saw you look fat...",Marshall
04x24,"I was lying, bstrd! Go ahead, jump! I hope u gonna die!",Lily
04x24,This is the permission I needed.,Marshall
04x24,"Look, Robin... I must tell you something.",Barney
04x24,"Wait. Before that, I must tell you something.",Robin
04x24,What is it?,Barney
04x24,I think I love you.,Robin
04x24,"This is Ted. Everyone! Ted, are you?",Lily
04x24,"She's here, Lily. She looks at me.",Ted
04x24,What?,Lily
04x24,The goat.,Ted
04x24,I have already told you some of the history of the goat.,Ted 
04x24,"When Aunt Lily a farmer invited to speak to his class how he brought the goat, and told the class what he would do later. How Aunt Lily, in a fit of kindness, bought a goat to commute his sentence.",Ted 
04x24,"It's been an incredible thing. I was talking to Robin, I would tell him my feelings, but just before, you will believe what ever she said.",Barney
04x24,I think I love you.,Robin
04x24,You said what?,Lily
04x24,In your opinion? What we can say to that?,Barney
04x24,"Robin, you're great listening. You're really great, but we're friends. This is not a good idea.",Barney
04x24,You must be right. Have fun.,Robin
04x24,"You too, sweetie.",Barney
04x24,What?,Lily
04x24,"Once she told me that, more than feelings. I'm more in love.",Barney
04x24,"You were in love with her, throughout the year and when she feels the same, you love him more.",Lily
04x24,It's not great?,Barney
04x24,It's a wuss. Not food.  How...?,Ted
04x24,It is. It... is... go! It is.,Marshall
04x24,"Tracey, tell Lily what you just said.",Barney
04x24,What I just arrived in New York?,Tracey
04x24,"No, how you've arrived there.",Barney
04x24,I just get off the bus from Iowa.,Tracey
04x24,Come off the bus from Iowa! How lucky that apprentice... dancer off the bus from Iowa... meeting... the producer of the Rockettes?,Barney
04x24,I believe in a classic story of showbiz.,Tracey
04x24,"Honey, you're there. You're really there.",Lily
04x24,"You can make us one of those rum and beer, that your father loves so much?",Barney
04x24,Of course!,Tracey
04x24,Damn.,Lily
04x24,What?,Barney
04x24,"Everyone always says, Do not tell Lily. Lily can not keep a secret. And, usually, they are right. But this time I kept the secret. And here you come with that crap and you force me to become the Lily will spill the beans!",Lily
04x24,What song? There was a piece?,Barney
04x24,There was a song.,Lily
04x24,The costume is Robin. I know! Okay?,Barney
04x24,I'm with you.,Ted
04x24,Now. As I explained...,Barney
04x24,What...,Ted
04x24,Shit.,Robin
04x24,He said that? My God! What an incredible surprise!,Lily
04x24,You know since when?,Robin
04x24,And you've said anything since? Bravo.,Robin
04x24,"Bravo, Lily. I mean, what a bmb. Who saw this coming?",Marshall
04x24,You know since when?,Robin
04x24,7 months and 29 days.,Marshall
04x24,I will do what?,Robin
04x24,I know. Are you gonna do?,Lily
04x24,I'll marry Barney in a large church. We'll move to New Hampshire and open cottages.,Robin
04x24,Really?,Marshall
04x24,No! This is Barney. I mean... This is Barney. But it's Barney. I have to say no.,Robin
04x24,"Boy, you're going to break her... The thing that this black mud pump through his veins.",Lily
04x24,"You're right. For the first time he likes a girl, she pushes him away? And not just any girl. It's going to destroy it.",Robin
04x24,"OK, first... Second, there is a trick you can try. It's risky, but it can pay off. Lack of anything better, I'll call it... The Mosby.",Marshall
04x24,The Mosby?,Robin
04x24,"No, she can not mosbyser.",Lily
04x24,It could squarely mosbyser.,Marshall
04x24,What is the Mosby?,Robin
04x24,"Do you remember your first time with Ted? You wanted to get on the train Ted, visit his yard.",Marshall
04x24,I was ready to jump the turnstile.,Robin
04x24,What changed everything?,Marshall
04x24,I think I love you.,Ted
04x24,What?,Robin
04x24,The Mosby! It's great! And... excuse me.,Robin
04x24,"You're really pretty, but abnormally high and you will not believe in ghosts.",Marshall
04x24,"So... when she said love me, she meant... otherwise.",Barney
04x24,That's it. It worked well. You are back to normal.,Lily
04x24,Yes. It's true. And it's great. It's great.  So Robin does not like me.,Barney
04x24,No.,Lily
04x24,Why?,Barney
04x24,Mr. Goat?  Crazy Goat. I do not understand your fascination with this mop. It should be normal with a brain the size of a...,Ted
04x24,"Marshall, you can pick up Ted?",Lily
04x24,I was about to jump. You've not heard saying OK loop?,Marshall
04x24,I'm sorry. Go ahead and jump.,Lily
04x24,"It's good. Sorry, everyone. Lily does not want me jumping.  Thank God.",Marshall
04x24,The hospital!,Ted
04x24,What has happened?,Lily
04x24,It happened... you left a wild animal in our apartment. I've been attacked.,Ted
04x24,This is the sweetest and adorable goat in the world.,Lily
04x24,The sweetest and adorable goat in the world?,Ted
04x24,"I lacked sleep, it was certainly not like that, but that's how I remember it.",Ted 
04x24,You're the one who wanted to be a goat?,Doctor
04x24,It's the goat jumped on me! Can I go?,Ted
04x24,"Yes. But remember, Bee means bee.",Doctor
04x24,"Great, I'm late for my presentation. Thank you, Mr. Goat.",Ted
04x24,Mr. Goat? It's a girl. Her name is Missy.,Lily
04x24,You got beat by a girl.,Marshall
04x24,So... You're in love with me?,Barney
04x24,What? Yes. Much.,Robin
04x24,You can stop. Lily told me everything.,Barney
04x24,"Damn, Lily!",Robin
04x24,I can not believe it.,Barney
04x24,"It's just... You mean to me, Barney. And... This kind of stuff, the emotional side. This is not your type. I thought you avoid that.",Robin
04x24,"Maybe I will not avoid it. I am perhaps. I have not wanted for a long time. But with you, it does not look so...difficult. I know not. I thought... you felt the same.",Barney
04x24,"Maybe. I know not. I am not good to face the feelings.There is clearly something... between us. Maybe my head said, stifles it in the bud because my heart said... something else. Listen... I feel for you. Maybe even that I love you.",Robin
04x24,"It's going pretty fast, do not you think?",Barney
04x24,What?,Robin
04x24,We're good friends. Why risk everything? Friends?,Barney
04x24,Friends.,Robin
04x24,My God. You just do it again. You've mosbys!,Barney
04x24,But no.,Robin
04x24,"But if, little flirtatious.",Barney
04x24,You're right. I've just mosbyser.,Robin
04x24,Why are you scared to try?,Barney
04x24,Because I'm afraid of how I could love you.,Robin
04x24,Bad idea.,Barney
04x24,You're right. There must be a mistake.,Robin
04x24,No.,Barney
04x24,I love you.,Robin
04x24,Friends.,Barney
04x24,"Friends, then.",Robin
04x24,I love you.,Barney
04x24,Let's get married.,Robin
04x24,"No, you're smothering me.",Barney
04x24,"OK, forget it.",Robin
04x24,You know what? We'll see later.,Barney
04x24,"Yeah, let's go.",Robin
04x24,"It was a long and crazy night, but in the morning, against all odds, I made my presentation.",Ted 
04x24,"There he is, gentlemen. Rib Town. Is it not? Is it not?",Ted
04x24,"Ted, listen. You are great and you did a... great job, and you'll make other restaurants very happy one day, but... we...decided to go... in another direction.",Man
04x24,What?,Ted
04x24,Treat yourself with... Rib Town!,Man 2
04x24,Sven...,Ted
04x24,"I'll tell you, I will eat more chops.",Marshall
04x24,"Yeah, right.",Barney
04x24,I will not eat.. never... chops! Before Ted!,Marshall
04x24,It's a disaster. How I will recover?,Ted
04x24,"OK, I'm just asking. You really want to recover?",Lily
04x24,What does that mean?,Ted
04x24,"Architecture is klling you and it kills us to see her kll you.You're like the goat with the mop. You want it so much, and whenever the world try to get the resume, it hooks you. But you know what? This is only a wimp. Why do you want?",Lily
04x24,Because I have to be an architect. This is... That's the plan.,Ted
04x24,"In the crapper, the plan. I wanted to be a famous artist.Marshall wanted to be environmental lawyer. Robin wanted to be a TV reporter.",Lily
04x24,I am a TV reporter. I am on the air at 4am.,Robin
04x24,It continues? Bravo.,Lily
04x24,"What someone looks, please.",Robin
04x24,Barney wanted to be a violinist. Need not tell me. You can not draw your life as a building. It does not work like that. You must live it and draw it to itself.,Lily
04x24,"So what, I should do anything?",Ted
04x24,Look what the world tells you to do and took the leap.,Lily
04x24,"You're right. You're completely right. I love you, Lily.",Marshall
04x24,A metaphorical leap. A metaphorical leap!,Lily
04x24,Do not do that. Not cool.,All
04x24,I did it!,Marshall
04x24,"Honey, you did it!",Lily
04x24,I can do anything!,Marshall
04x24,It's true!,Lily
04x24,I bought a motorcycle!,Marshall
04x24,"No, not at all!",Lily
04x24,"OK, sorry. Come on, guys.",Marshall
04x24,"This is the year that I was left at the altar. The year I was a bartender tared Knocked The year I got fired. The year I got beat by a goat. A girl goat, and more. Yet it was the best year of my life. Because if this had not happened, I never had the best job of my life. But most importantly, I would not have met your mother, because as you know... It was in this class.Of course, this story is just beginning.",Ted 
05x01,IN. TED'S CLASSROOM,2009
05x01,"Kids, on my first day as a college professor, there were two things I didn't know that I wish did. The first thing was that your mother was in that classroom.",Ted 
05x01,"The second thing? Well, to explain that we have to go back to the beginning of the summer.",Ted 
05x01,"When, after a year of wrestling with their feelings for each other, Barney and Robin finally, well...",Ted 
05x01,Whoo!!!,Lily
05x01,Lily! All we need is your indoor whoo.,Robin
05x01,"Sorry.  Whoo! It's just they kissed! They're finally a couple. Oh, my God, you guys! This is our first double date! First of millions! What if our kids get married?! Oh I love this!",Lily
05x01,"Yeah, Lily, listen.",Barney
05x01,Barney's awesome.,Robin
05x01,Robin's more than just awe-some. She's awe-quite a bit. She's awe-a whole darn lot.,Barney
05x01,"Wait, what are you saying?",Lily
05x01,We're just not feeling it right now. But we'll totally still be friends.,Robin
05x01,Oh yeah.,Barney
05x01,Is it something I did?,Lily
05x01,"Oh no, no, no. God, no. Lily, it's not you. It's us.",Robin
05x01,"Yeah, It's us. You understand, right?",Barney
05x01,"Sure, of course. As long as you're happy, I'm happy.",Lily
05x01,We were gonna take cooking lessons together and we were gonna go on camping trips together and then we were gonna sit around telling funny stories about our cooking lessons and our camping trips.,Lily
05x01,I know. I Know. So... has the boat sailed on sx tonight or...,Marshall
05x01,"After that, the summer went by way too fast. Until all of a sudden, it was the Friday before my first day as a college professor.",Ted 
05x01,Wow! What's this?,Ted
05x01,It's just a little something that we got for you that used to belong to my favourite professor of all time.,Marshall
05x01,A fedora!  I'm Indiana Jones! I'm Indiana Jones!!,Ted
05x01,"That, my friend, is the Dominator 8000, the best bullwhip on the market, according to my whip guy. Yeah, I have a whip guy.",Barney
05x01,You know what we should do? We should...,Ted
05x01,"Finish our drinks, go out in the alley, and whip stuff.",Marshall
05x01,God... you just get me.,Ted
05x01,"OK, I should get going. I got a date.",Robin
05x01,You're still seeing that guy?,Barney
05x01,"Even better, seeing him naked.",Robin
05x01,What!,Barney
05x01,"I should go, too. I hooked up with this Chinese girl last night and I don't know, it's weird. I already feel like seconds.",Barney
05x01,"OK Ted, You got first whip!",Marshall
05x01,All right. . What did tell you about smoking in here?,Ted
05x01,"Make him whip the habit! I'so excited about this whip! I got whip fever! Just whip him, Ted! Don't even aim! Just whip him!",Marshall
05x01,I'm so sorry.,Ted
05x01,"It's just the whip's not a toy. There's such a thing as common sense, you know.",Marshall
05x01,You can whip me if you want.,Ted
05x01,"I will, some other time.",Marshall
05x01,Whoo!!!!!!,Lily
05x01,"So, how long has this been going on?",Lily
05x01,All summer.,Barney
05x01,I knew it! I knew it! I knew it! You guys are boyfriend and girlfriend.,Lily
05x01,"Wow, wow...",Barney
05x01,Girlfriend?,Barney
05x01,"Slow your roll there, Lilypad.",Robin
05x01,"Yeah, yeah.",Barney
05x01,You've been together all summer. I don't get it.,Lily
05x01,"Ok, It's like this. After we kissed, we sat down to have the talk.",Robin
05x01,We should figure out what this is.,Robin
05x01,"Yes, we should. Or. Or...",Barney
05x01,"Okay, now, we have to figure this out.",Robin
05x01,"Yes, we do. Or. Or...",Barney
05x01,We kept trying to have the talk and then we realized we hate the talk.,Robin
05x01,"Yeah, the talk sucks. You have to, like, talk. And be all, I don't know.",Barney
05x01,"You needs it. Guys, you can't just keep hooking up and not at least try and figure out what you mean to each other.",Lily
05x01,"Yeah, we knew you would say that. That's why we kept it a secret.",Robin
05x01,"Well, that and the fact that elaborate lies really turn us on.",Barney
05x01,"No, no, no . You need to define the relationship. You ne to have the talk.",Lily
05x01,Or. Or...,Barney
05x01,"I know what you're all thinking. Who's this cool peer of mine up in front the class? I know the board says Professor Mosby, but to you I'm Ted.",Ted
05x01,Question. Awesome. Hit it.,Ted
05x01,"Yeah, here's my question, Ted, who the hell do you think you are?",Blond Girl
05x01,"Yeah Ted, we're supposed to learn from you? You failed as an architect.",A boy
05x01,"And if you're a professor, where's your hat and your whip?",Another boy
05x01,They're at home. I...,Ted
05x01,And where are your pants?,Another girl
05x01,"Oh, God.",Ted
05x01,"Barney, it was awful. I was teaching...",Ted
05x01,"Ted, now's not a good time. Where do you keep your condoms?",Barney
05x01,I am freaking out. I don't think I can do this.,Ted
05x01,"Okay, look, mistake number 1 was taking that girl's question. You don't take questions on the first day. It shows weakness. Mistake number 2 was you should've hit that. Dude, your pants were already off, you had a classroom full of people to cheer you on, and you can't knock her up 'cause it's a dream. Class dismissed.",Barney
05x01,"Mistake number 3, dude, where was the hat? Cause if you're not going to wear it, I'm taking it back.",Marshall
05x01,"I think what Barney's saying is that definitions are important. You're their teacher, not their friend.",Lily
05x01,Exactly.,Barney
05x01,"If people don't know their place, nobody's happy.",Lily
05x01,Amen.,Barney
05x01,You have to make things clear.,Lily
05x01,Run tell that.,Barney
05x01,Define the relationship.,Lily
05x01,"Yes! No! Lily, private convo time.",Barney
05x01,"Lily, can't you just let us be happy?",Barney
05x01,You're not happy. You just think you're happy because you feel happy.,Lily
05x01,And that's not happy?,Barney
05x01,Of course not. You and Robin need to have the talk.,Lily
05x01,Why? Give me one good reason.,Barney
05x01,I'll give you 20...,Lily
05x01,"Waow, You can't even think of one. Headlights. Dear. Lily, for the last time, things with me and Robin are as good as they can possibly be. Oh, hey, look, Brad's here.",Barney
05x01,"I've got two tickets to the Rangers Canucks game tomorrow night. I know you're a hockey fan, so I was thinking...",Brad
05x01,"Euh, oh, hum, heu...",Robin
05x01,What do I have to do? Put a gn to your head? Buy you a six pack?,Brad
05x01,"Come on, Brad, that's... Wow, There's really six of them. But, I can't.",Robin
05x01,Why not? You have a boyfriend?,Brad
05x01,"No. No, no boyfriend.",Robin
05x01,Great! It's a date.,Brad
05x01,Hey Barn!,Brad
05x01,Hey Brad.,Barney
05x01,I just thought of a reason.,Lily
05x01,"The next night, Robin and Brad went to a hockey game.",Ted 
05x01,You're probably wondering why I've been quiet all night.,Robin
05x01,"Damn it, Hordichuk! You miss another gimme like that, I'm gonna come down there and put a slapper right up your beerhole! Come on!",Robin
05x01,Not really.,Brad
05x01,"The truth is, I feel kind of weird being out with you.",Robin
05x01,"Oh, man. Is this the talk?",Brad
05x01,What?,Robin
05x01,"No, this is good. Let's get it all out of the way. Robin, I'm looking for something serious.",Brad
05x01,"No, Brad, no, it's...",Robin
05x01,"But before we go any further, you should know something about my stuff below the belt. I was born a little different.",Brad
05x01,"God, no... Brad, no... This is about me and Barney.",Robin
05x01,"You and Barn... oh, so you guys are...",Brad
05x01,"Well, we don't know what we are. I mean, my heart says leap into it. My brain says it's a bad idea.",Robin
05x01,Sounds like you guys need to have the talk.,Brad
05x01,We're not gonna have the talk.,Barney
05x01,"Would you just have the talk, okay? It's a five-minute conversation, and then you get to have sx afterwards. It's great! Back me up, Ted.",Marshall
05x01,I don't think the talk is necessary.,Ted
05x01,What?!,Marshall
05x01,"Thank you, Ted.",Barney
05x01,Because Robin is already his girlfriend.,Ted
05x01,What?!,Barney
05x01,"MacLaren's Bar, four years ago...",Ted
05x01,"How do you keep a girl from becoming your girlfriend? Simple, the rules for girls are the same as the rules for gremlins.",Barney
05x01,Gremlins?,Ted
05x01,"Gremlins. Rule number 1. Never get them wet. In otherords, don't let her take a shower at your place. Number 2. Keep them away from sunlight. I.E. Don't ever see them",Barney
05x01,What about brunch? Is brunch cool?,Ted
05x01,"No, Ted. Brunch is not cool.",Barney
05x01,"OK, new topic. How do I pick a tie?",Ted
05x01,Simple. Remember in the movie Predator...,Barney
05x01,I've done all three of those things with Robin. Is she my girlfriend?,Barney
05x01,"Just once, I wish you guys would call me on Tuxedo Night.",Marshall
05x01,"Ladies and gentlemen, time to pucker up for the New York Rangers Kiss Cam!",Voice
05x01,"Okay, how about this. If you kiss me, and you feel bad about it, you're meant to be with Barney.",Brad
05x01,Why not? Lay it on me.,Robin
05x01,Hey Brad!,Barney
05x01,"Brad, we can't fight like this all night! We both got some good shots in. Let's call a truce!",Barney
05x01,"It's okay, dude. I shouldn't go kissing some other guy's girlfriend.",Brad
05x01,"Wow, wow, wow, Girlfriend? Hey, come on.",Barney
05x01,That's putting it a bit strongly.,Robin
05x01,A bit strongly. She's not my girlfriend.,Barney
05x01,"A gifriend's a bit much, Brad, okay?",Robin
05x01,"Okay, seriously. We're at the point of physical violence. Now, will you please have the talk?",Lily
05x01,Because of that? Come on. That's my thing. I'm always punching guys. Girls... I'll punch a baby. I don't care.,Barney
05x01,"Finally, my first class had arrived. For real this time. I knew I had to make",Ted 
05x01,"Wait. Does professor have one F or two? Oh, my God... Oh, my God! Professor. Pro-fess-or. They're all staring at me. I don't know. Just do something! Two F's. That looks right. I think that's right.",Ted
05x01,"Hey, sorry I went little too far last night.",Barney
05x01,We've been over this. Unless I say flugelhorn you haven't gone too far.,Robin
05x01,"No, I meant punching Brad.",Barney
05x01,"Right. Look, don't even worry about it. It's...",Robin
05x01,"God. The doorknob's broken off. We're locked in here. Did, did you do this?",Robin
05x01,No.,Barney
05x01,Flugelhorn. Did you do this?,Robin
05x01,"Ted, are you out there?",Robin
05x01,"Ted's not here, Robin.",Lily
05x01,"Lily, let us out of here.",Robin
05x01,I'd be glad to. Just as soon as you and Barney have the talk.,Lily
05x01,Lily! Come on. Let us out!,Robin
05x01,"No. Sit down, define the relationship, write down that definition on a piece of paper, slip it under the door, and if I like what I read, you can go.",Lily
05x01,We are not having the talk!,Barney
05x01,Then you'll die in there.,Lily
05x01,"You're gonna lock us in here? Well, guess what? Maybe we'll spend the whole day having sx!",Robin
05x01,"Well, guess what? I broughtMarshall with me, so maybe we'll do the same.",Lily
05x01,"Hey, guys.",Marshall
05x01,I still hadn't decided what kind of professor I wanted to be...authoritative or cool guy. I thought I would decide in the moment. And I did. About 20 times.,Ted 
05x01,"Good morning. 'Sup, dudes? Silence! This is Architecture 101. I am Professor Mosby. But you can call me Ted. Professor Mosby. T-Dawg. Do not call me T-Dawg.",Ted
05x01,"Never take questions on the first day. It shows weakness. Also, don't look right here . Okay, good luck. Byesies.",Barney
05x01,"This was it, my crossroads moment. What kind of professor was I gonna be. I had to decide.",Ted 
05x01,Please save all your questions until the end of the lecture. Thank you! Now...,Ted
05x01,"Professor Mosby had arrived. Of course, if I had taken",Ted 
05x01,"I'm sorry to bother you, Professor Mosby, but this isn't Architecture 101. This is Economics 305. You're in the wrong classroom.",Blond girl
05x01,"Yes, I was in the wrong classroom. And thus began the most humiliating seven minutes of my life.",Ted 
05x01,Here's your think-about-it for the day. Every single person in this room... is already an architect.,Ted
05x01,Architect?,A girl
05x01,: We're just hanging out.,Marshall
05x01,Just hanging out? Not good enough.,Lily
05x01,Not good enough!,Marshall
05x01,Can anyone here tell me what this class is really all about?,Ted
05x01,Economics?,A boy
05x01,"Don't laugh. He's not... He's not entirely wrong. An architect must be economical in his use of space, so... well done. Looks like someone's building towards an A.",Ted
05x01,We're seeing where things are going.,Marshall
05x01,I'll tell you where things aren't doing... out of that bedroom. Not good enough.,Lily
05x01,Not good enough!,Marshall
05x01,You... Why do you want to be an architect?,Ted
05x01,I don't want to be an architect.,Student
05x01,"Yes, exactly. It's not something you want to be. It's something you need to be. You don't have a choice, right? None of you has a choice.",Ted
05x01,No questions!,Ted
05x01,"Come on, you got to admit, that's kind of fun, Lily.",Marshall
05x01,Not... good enough.,Lily
05x01,Not good enough!,Marshall
05x01,"So if any of you have even the slightest inclination to do anything with your life other than become an architect, you're wasting my time and yours. There's the door... You can go. I'm serious. Get out, now.",Ted
05x01,Wait... Don't... all leave! Architecture's fun! Look! I brought a hacky sack!,Ted
05x01,"Sorry I'm late, everyone. My name is Professor Calzonetti. This is Economics 305. You may return to your seats.",Other professor
05x01,"Sorry, sir. This is... Architecture 101. Who invited their dad, right?",Ted
05x01,"Young man, for the last 28 years, Economics 305 has been taught right here in building 14, room 7.",Professor
05x01,"Euh, yeah, but, I'm sure 200 architecture students and their professor all got the room wrong.",Ted
05x01,"T-Dawg, you're in the wrong room, bro.",Student
05x01,"Kids, out of my way! Sorry. Coming through. Excuse me. Coming through.",Ted
05x01,20 minutes late on your first day? That's rough.,Lily
05x01,"Yeah, but here's the funny thing. By that point, I didn't have time to think about what kind of teacher I was going to be. I just got up there and talked about architecture. And it was kind of great.",Ted
05x01,"That's awesome, Ted.",Lily
05x01,"Congratulations, buddy.",Marshall
05x01,Thanks.,Ted
05x01,"Nice job, Ted.",Robin
05x01,"Hey, Ted, door five! Were you there?",Barney
05x01,They still haven't had the talk?,Ted
05x01,I think I know how to speed things up,Marshall
05x01,Not cool!,Robin
05x01,"Pancakes, fresh bacon. It is so yummy.",Marshall
05x01,"Dude, I'm starving. Let's... Let's just have the stupid talk. Come on.",Robin
05x01,Fine. But how do these things even work? What do we say?,Barney
05x01,"Where do you see this relationship going? My God, that sounds so cheesy.",Robin
05x01,"I know, right?",Barney
05x01,Totally. But hum... Where do you see this relationship going?,Robin
05x01,"I don't know. I mean, it's not like I don't like you. I just haven't had a girlfriend",Barney
05x01,"Mad? I feel the same way. I suck at relationships. I mean, except with Ted. He really got it right. I know it's a clich, but... he really ruined me for other men.",Robin
05x01,"Of course, I wasn't in the room for this conversation, but I have to imagine",Ted 
05x01,Maybe we should go back to being just friends.,Barney
05x01,Maybe. But hum... I don't want to stop having sx.,Robin
05x01,"Good. Me, neither.",Barney
05x01,Friends isn't gonna work.,Robin
05x01,We're not good at being friends. We're not good at being in a relationship. What are we good at?,Barney
05x01,I know something we're good at.,Robin
05x01,"I don't know. If we're gonna do it again, I'm gonna need some Gatorade...",Barney
05x01,"No,not that. Lying. Think about it. We spent the whole summer lying about being just friends. Why not just keep lying?",Robin
05x01,Really?,Lily
05x01,Really. We sat down. We had the talk. Barney's my boyfriend now.,Robin
05x01,"And Robin's my girlfriend. I know it sounds nuts, but it feels good to say.",Barney
05x01,"We're both afraid of commitment but... the fact is, we also can't live without each other.",Robin
05x01,"And if the alternative is not being together, then it's worth taking this risk 'cause... she's awesome.",Barney
05x01,And he's awesome. He looks nice in a suit.,Robin
05x01,She can handle her Scotch.,Barney
05x01,He's my boyfriend.,Robin
05x01,And she's my girlfriend.,Barney
05x01,Good enough!,Marshall
05x01,She bought it.,Robin
05x01,"Hook, line, and sinker. We are good.",Barney
05x01,"Totally. So, you want to get some breakfast?",Robin
05x01,"You know, brunch actually does sound kind of good.",Barney
05x01,"Well, lead the way, sweetie pie.",Robin
05x01,Flugelhorn?,Barney
05x01,"Yeah, that felt wrong.",Robin
05x01,"You do realize they were lying, right?",Ted
05x01,"No, Ted, they don't realize they weren't lying.",Lily
05x01,Hello. Hello. Good evening. Hello. Don't get up. Didn't we meet on a yacht? Hello.,Marshall
05x01,"What? Did I not tell you guys that it was Tuxedo Night? Doesn't feel very good, does it?",Marshall
05x02,"This is the story of two blind dates. One in 2009... And one seven years earlier. In all that time, my dating routine remained more or less the same... until the fall of 2009, when I finally had a date that was different. Because it was exactly the same. I was on a blind date with the same woman I went on a blind date with seven years earlier.",TED 
05x02,Ted?,Jen
05x02,Jen?,Ted
05x02,It's nice to meet you.,Jen
05x02,And she didn't remember it. But then again...,Ted 
05x02,"It's nice to meet you, too.",Ted
05x02,Neither did I.,Ted 
05x02,Guess who just got four tickets to the Origins of Chewbacca Star Wars exhibit?,Barney
05x02,Why?,Lily
05x02,"No, I said, Guess who?",Barney
05x02,I heard you.,Lily
05x02,"Yeah, um, isn't it a little early in our relationship to do something that would end our relationship?",Robin
05x02,"What? No, what are you talking about? It can be our first double date as couples! And plus, it sounds awesome! Is the original Chewbacca going to be there?",Marshall
05x02,"Peter Mayhew, in the fur. Who's with me?",Barney
05x02,"Hey, do you think they'll have Wookiee to English dictionaries there? I mean, even just an everyday phrase book would be helpful.",Marshall
05x02,"We're not going to the Origins of Chewbacca exhibit,Marshall. It's inHouston this year. Everyone knows that. I just wanted to get rid of the girls.",Barney
05x02,"Where are you taking me, Barney?",Marshall
05x02,This wasn't the first time your Uncle Barney had kidnapped one of us.,Ted 
05x02,"Wait a second, the Origins of Chewbacca exhibit's inMontreal this year. Everyone knows that. Where are you taking me?",Ted
05x02,My guy in the DA's office scored us front row seats to a lethal injection. But we're still stopping for chili dogs first.,Barney
05x02,Stop the cab.,Ted
05x02,Where are you taking me?,Marshall
05x02,"Barney, why are we here?",Marshall
05x02,"Marshall, now that Robin and I are together, I've learned a lot about relationships by watching you and Lily.",Barney
05x02,"Thanks, man.",Marshall
