response,context/0,context/1,context/2,context/3,context/4
Being around Ted.,What is?,"God, this is awkward.",Okay.,I'll come with you.,I'm gonna get a drink.
Because of our thing.,Why?,Being around Ted.,What is?,"God, this is awkward.",Okay.
You're really gonna pretend this never happened?,What thing?,Because of our thing.,Why?,Being around Ted.,What is?
"Stella! You have a serious girlfriend now! You're over this one. Robin who, right? Stella makes this one look like a filthy bag of gbabage, am I right? Happy birthday, bro.","Guys, cut the act. I know. I know about the surprise party you guys are throwing me. Marshall let it slip earlier today. Hey, I'll totally act surprised and everything. Just be sure to invite Stella.",Nothing.,What never happened? What are you guys talking about?,You're really gonna pretend this never happened?,What thing?
"Hey, Marshall, I need your help.",Hello.,"Stella! You have a serious girlfriend now! You're over this one. Robin who, right? Stella makes this one look like a filthy bag of gbabage, am I right? Happy birthday, bro.","Guys, cut the act. I know. I know about the surprise party you guys are throwing me. Marshall let it slip earlier today. Hey, I'll totally act surprised and everything. Just be sure to invite Stella.",Nothing.,What never happened? What are you guys talking about?
I know. I want to hire you.,"Yeah, I'm kind of real focused on the job hunt right now.","Hey, Marshall, I need your help.",Hello.,"Stella! You have a serious girlfriend now! You're over this one. Robin who, right? Stella makes this one look like a filthy bag of gbabage, am I right? Happy birthday, bro.","Guys, cut the act. I know. I know about the surprise party you guys are throwing me. Marshall let it slip earlier today. Hey, I'll totally act surprised and everything. Just be sure to invite Stella."
I need a lawyer. I'll pay you.,"For the last time, Barney, I will not be your butler.",I know. I want to hire you.,"Yeah, I'm kind of real focused on the job hunt right now.","Hey, Marshall, I need your help.",Hello.
A little.,How much?,I need a lawyer. I'll pay you.,"For the last time, Barney, I will not be your butler.",I know. I want to hire you.,"Yeah, I'm kind of real focused on the job hunt right now."
"Forget that. That's a Tuesday for me. New shredder. This baby'll chew up a bicycle in 17 seconds. From sky mall. It's all from sky mall. Whenever I get upset, I shop at sky mall. Want a hot dog?","Hey. so, I'm reading this, and, I got to say, this might be a little bit over my head. For one thing, I'm fairly certain that if these contracts aren't executed precisely, we will be at wr with Portugal.",I'll take it.,A little.,How much?,I need a lawyer. I'll pay you.
"Marshall, I'm about to tell you a secret that you can't tell anyone-- not Ted, not Robin, not Lily.",Of course. Why are you upset?,"Forget that. That's a Tuesday for me. New shredder. This baby'll chew up a bicycle in 17 seconds. From sky mall. It's all from sky mall. Whenever I get upset, I shop at sky mall. Want a hot dog?","Hey. so, I'm reading this, and, I got to say, this might be a little bit over my head. For one thing, I'm fairly certain that if these contracts aren't executed precisely, we will be at wr with Portugal.",I'll take it.,A little.
"You are hearing this secret, Marshall. I... I slept...  I slept... I slept with Robin.","No. no, no, no, I don't want any more secrets, especially now that I know what you guys did to the drinking water in lisbon. I...","Marshall, I'm about to tell you a secret that you can't tell anyone-- not Ted, not Robin, not Lily.",Of course. Why are you upset?,"Forget that. That's a Tuesday for me. New shredder. This baby'll chew up a bicycle in 17 seconds. From sky mall. It's all from sky mall. Whenever I get upset, I shop at sky mall. Want a hot dog?","Hey. so, I'm reading this, and, I got to say, this might be a little bit over my head. For one thing, I'm fairly certain that if these contracts aren't executed precisely, we will be at wr with Portugal."
Are you mad at me?,You slept with Robin?,"You are hearing this secret, Marshall. I... I slept...  I slept... I slept with Robin.","No. no, no, no, I don't want any more secrets, especially now that I know what you guys did to the drinking water in lisbon. I...","Marshall, I'm about to tell you a secret that you can't tell anyone-- not Ted, not Robin, not Lily.",Of course. Why are you upset?
How's the hot dog?,I don't know.,Are you mad at me?,You slept with Robin?,"You are hearing this secret, Marshall. I... I slept...  I slept... I slept with Robin.","No. no, no, no, I don't want any more secrets, especially now that I know what you guys did to the drinking water in lisbon. I..."
You can't. you can't tell anyone. Attorney-client privilege.,"It's helping. You slept with Robin?! I... I cannot keep that secret. I mean, you know I at least have to tell Lily.",How's the hot dog?,I don't know.,Are you mad at me?,You slept with Robin?
"Because I need you, Marshall, as my lawyer, to prove that I didn't do anying wrong.",Why are you doing this to me?!,You can't. you can't tell anyone. Attorney-client privilege.,"It's helping. You slept with Robin?! I... I cannot keep that secret. I mean, you know I at least have to tell Lily.",How's the hot dog?,I don't know.
"I didn't break any state or federal laws, but I think I broke a much, much higher law. The Bro Code.","How can I help you as your lawyer? You didn't break any laws, did you? Robin knows you slept with her, doesn't she?","Because I need you, Marshall, as my lawyer, to prove that I didn't do anying wrong.",Why are you doing this to me?!,You can't. you can't tell anyone. Attorney-client privilege.,"It's helping. You slept with Robin?! I... I cannot keep that secret. I mean, you know I at least have to tell Lily."
Bro Code article one:Bros before hoes.,"For many years, we had heard Barney quote the Bro Code, a list of do's and don'ts for all bros. Some were basic.","I didn't break any state or federal laws, but I think I broke a much, much higher law. The Bro Code.","How can I help you as your lawyer? You didn't break any laws, did you? Robin knows you slept with her, doesn't she?","Because I need you, Marshall, as my lawyer, to prove that I didn't do anying wrong.",Why are you doing this to me?!
"Bro Code article 89: The mom of a bro is always off limits, but the stepmom of a bro is fair game if she initiates it, and or is wearing at least one a article of leopard print clothing.",Some were unbelievably complicated.,Bro Code article one:Bros before hoes.,"For many years, we had heard Barney quote the Bro Code, a list of do's and don'ts for all bros. Some were basic.","I didn't break any state or federal laws, but I think I broke a much, much higher law. The Bro Code.","How can I help you as your lawyer? You didn't break any laws, did you? Robin knows you slept with her, doesn't she?"
Bro Code article 34: Bros cannot make eye contact during a devil's three-way. Two dudes.,And some were just plain disturbing.,"Bro Code article 89: The mom of a bro is always off limits, but the stepmom of a bro is fair game if she initiates it, and or is wearing at least one a article of leopard print clothing.",Some were unbelievably complicated.,Bro Code article one:Bros before hoes.,"For many years, we had heard Barney quote the Bro Code, a list of do's and don'ts for all bros. Some were basic."
"You think I wrote that? Oh, Marshall, don't you know the glorious history of the Bro Code?",This is not a legal docume.. This is just something you wrote.,Bro Code article 34: Bros cannot make eye contact during a devil's three-way. Two dudes.,And some were just plain disturbing.,"Bro Code article 89: The mom of a bro is always off limits, but the stepmom of a bro is fair game if she initiates it, and or is wearing at least one a article of leopard print clothing.",Some were unbelievably complicated.
The year was 1776. The place: Philadelphia. Benjamin Franklin and George Washington were hangng a drink.,"You think I wrote that? Oh, Marshall, don't you know the glorious history of the Bro Code?",This is not a legal docume.. This is just something you wrote.,Bro Code article 34: Bros cannot make eye contact during a devil's three-way. Two dudes.,And some were just plain disturbing.,"Bro Code article 89: The mom of a bro is always off limits, but the stepmom of a bro is fair game if she initiates it, and or is wearing at least one a article of leopard print clothing."
I shall write this set of rules. And I shall inscribe it on theacack of the Constitution. To save paper.,And I have to do some kite-flying or setething.,"But who shall write such a document? I have to go to Me, D.C.,and pose for the dollar bill.","Well, there should be. There should be a set of rules that govern the way bros comport themselves among other bros.",So what if I did? There's no rule against it.,"But, bro, seriously, I called the dibs on that wench. You codpiece blocked me."
And I shall l include a provision that stateth No eye contact in a devil's three-way.,It's resolved! Barney Stinson shall write... the Bro Code.,I shall write this set of rules. And I shall inscribe it on theacack of the Constitution. To save paper.,And I have to do some kite-flying or setething.,"But who shall write such a document? I have to go to Me, D.C.,and pose for the dollar bill.","Well, there should be. There should be a set of rules that govern the way bros comport themselves among other bros."
"I've just been losing my mind lately, and do you know why I feel so bad?","Listen, what do you want me for?",Seconded.,Seconded.,And I shall l include a provision that stateth No eye contact in a devil's three-way.,It's resolved! Barney Stinson shall write... the Bro Code.
"No, that was awesome. I feel bad because the Bro Code clearly states No sx with your bro's ex. But if you, my lawyer,can find a loophole somewhere, then that bad feeling will go bye-bye.","Yeah, because you slept with Robin.","I've just been losing my mind lately, and do you know why I feel so bad?","Listen, what do you want me for?",Seconded.,Seconded.
"No, I'll just be the one shredding your paperwork. Technically, you'll be paid by a toy factory in Pyongyang.",And you would pay me for that?,"No, that was awesome. I feel bad because the Bro Code clearly states No sx with your bro's ex. But if you, my lawyer,can find a loophole somewhere, then that bad feeling will go bye-bye.","Yeah, because you slept with Robin.","I've just been losing my mind lately, and do you know why I feel so bad?","Listen, what do you want me for?"
"Hey, if I wanted a psychological evaluation, I'd hire the guy we pay to hint notize us before depositions. Now, get cracking!","Barney, I'm no shrink, okay, but don't you see that this is just a desperate way for you to avoid an unpleasant confrontation with Ted?","No, I'll just be the one shredding your paperwork. Technically, you'll be paid by a toy factory in Pyongyang.",And you would pay me for that?,"No, that was awesome. I feel bad because the Bro Code clearly states No sx with your bro's ex. But if you, my lawyer,can find a loophole somewhere, then that bad feeling will go bye-bye.","Yeah, because you slept with Robin."
"Fantastic, you're here. Give me the good news.","Ted is never finding out about this, you understand? Because it never happened, none of us are saying anything. And don't even think about opening that can until I'm out of the splash zone.","Robin, come here!","Marshall, you can't look me in the eye, you're blushing, coughing, and your hands are shaking.","I don't know what you're talking about,madam.",Barney told you.
"No! Bad lawyer! I need a loophole! I want to feel better, Marshall! I can't keep buying things! I have six self-cleaning litterboxes and I don't even have a kid. Wait. How about this? Ted's probably broken this thing himself, right? And if he's broken the Bro Code, then I'm off the hook.",I'm sorry. You did too good of a job writing this thing. It's-it's iron-clad.,"Fantastic, you're here. Give me the good news.","Ted is never finding out about this, you understand? Because it never happened, none of us are saying anything. And don't even think about opening that can until I'm out of the splash zone.","Robin, come here!","Marshall, you can't look me in the eye, you're blushing, coughing, and your hands are shaking."
What?!,"Dude, two girls are fighting at MacLaren's.",Article 29 A bro will in a timely manner alert his bro to the existence of a girl fight.,Da.,And you're a pre-op transsexual nightclub singer who used to be a member of the Russian mob?,Yes.
Hey.,"Yeah, yeah. It was crazy. This one girl was like... Oh, hey.",What?!,"Dude, two girls are fighting at MacLaren's.",Article 29 A bro will in a timely manner alert his bro to the existence of a girl fight.,Da.
Good.,That feels nice.,"Article 53: A bro will, whenever possible, provide his bro with protection.",Hey.,"Yeah, yeah. It was crazy. This one girl was like... Oh, hey.",What?!
"Yeah. I wish we had some wine, too.",I just wish we had some wine.,Good.,That feels nice.,"Article 53: A bro will, whenever possible, provide his bro with protection.",Hey.
"Damn it, Marshall. I'm not paying you to tell me what a saint Ted is! You're my lawyer! The answer is in there! Find it!","Yeah. I wish we had some wine, too.",I just wish we had some wine.,Good.,That feels nice.,"Article 53: A bro will, whenever possible, provide his bro with protection."
What if he never wants to talk to me again?,"Okay, this isn't about the Bro Code, and you know it. The reason that you're upset is because what you did was wrong. And the only way you're ever gonna feel any better about it is if you tell Ted what you did.","Damn it, Marshall. I'm not paying you to tell me what a saint Ted is! You're my lawyer! The answer is in there! Find it!","Yeah. I wish we had some wine, too.",I just wish we had some wine.,Good.
"I'm in the limo, right outside of Ted's office.","Hey, where are you?","Which brings us to April 25, 2008. My 30th birthday, or as it would come to be referred to in later years: The Day of the Goat.","Well, I guess that's just a chance you're gonna have to take.",What if he never wants to talk to me again?,"Okay, this isn't about the Bro Code, and you know it. The reason that you're upset is because what you did was wrong. And the only way you're ever gonna feel any better about it is if you tell Ted what you did."
Goat in a party hat?,"Great. Well, everyone's here. Stella just arrived and there is something here so awesome, I'm not going to tell you what it is, but you won't believe...","I'm in the limo, right outside of Ted's office.","Hey, where are you?","Which brings us to April 25, 2008. My 30th birthday, or as it would come to be referred to in later years: The Day of the Goat.","Well, I guess that's just a chance you're gonna have to take."
"Uh, gotta go. Here he comes.","In a few short hours, Lily would come to regret those words. But we'll get there.","Damn it! Well, you still gotta see it. It's so much fun having a goat at a party!",Goat in a party hat?,"Great. Well, everyone's here. Stella just arrived and there is something here so awesome, I'm not going to tell you what it is, but you won't believe...","I'm in the limo, right outside of Ted's office."
Vegas.,"Whoa, we're leaving the city. Where the hell is this party?","Okay, everyone, Ted's in the limo, five-minute warning! Everyone get ready! Oh, Missy, are you excit?? Yes, you are!","Whoa, you guys went all out.",Okay. Bye.,"Uh, gotta go. Here he comes."
"Surprise! Just a decoy, my friend.",Vegas? I thought the party was on the rooftop.,Vegas.,"Whoa, we're leaving the city. Where the hell is this party?","Okay, everyone, Ted's in the limo, five-minute warning! Everyone get ready! Oh, Missy, are you excit?? Yes, you are!","Whoa, you guys went all out."
"Oh, no. There is. We're just not going. This is how good a friend I am. They want you to spent your 30th standing around drinking flat beer ten feet above your living room. But not me, bro. I pulled out all the stops. Private jet, Valderrama suite at the Bellagio. Steaks at BOA, scotch at Ghostbar, then two ringside seats to watch Floyd Mayatather go ten rounds with, wait for it... a grizzly bear!",So there's no roof party?,"Surprise! Just a decoy, my friend.",Vegas? I thought the party was on the rooftop.,Vegas.,"Whoa, we're leaving the city. Where the hell is this party?"
"No! We have to go to Vegas. Look, Ted, I didn't want to say this, but... there's something that I have to tell you, and I wanted you to be in the best possible frame of mind before you heard it.","Take me home, Barney.","Oh, no. There is. We're just not going. This is how good a friend I am. They want you to spent your 30th standing around drinking flat beer ten feet above your living room. But not me, bro. I pulled out all the stops. Private jet, Valderrama suite at the Bellagio. Steaks at BOA, scotch at Ghostbar, then two ringside seats to watch Floyd Mayatather go ten rounds with, wait for it... a grizzly bear!",So there's no roof party?,"Surprise! Just a decoy, my friend.",Vegas? I thought the party was on the rooftop.
When did you find out?,You slept with Robin? Barney! That is Ted's ex-girlfriend!,You slept with Robin.,"No! We have to go to Vegas. Look, Ted, I didn't want to say this, but... there's something that I have to tell you, and I wanted you to be in the best possible frame of mind before you heard it.","Take me home, Barney.","Oh, no. There is. We're just not going. This is how good a friend I am. They want you to spent your 30th standing around drinking flat beer ten feet above your living room. But not me, bro. I pulled out all the stops. Private jet, Valderrama suite at the Bellagio. Steaks at BOA, scotch at Ghostbar, then two ringside seats to watch Floyd Mayatather go ten rounds with, wait for it... a grizzly bear!"
So you're not mad?,"Well, I'm... it's a little weird, but, um... No, I'm not mad.",So you're not mad?,Of course we can still be friends.,"It was just one time, it, it was the night that Simon dumped me and I was in a really vulnerable place and I, I wanted to just pretend like it never happened, but I couldn't, and... I can't. I just, I had to tell you. And... I just hope that we can still be friends.",What?
I'm so relieved to hear you say that.,"No, I'm not mad. I mean, Robin and I broke up a year ago. We've, we've both dated lots of people since then. I'm with Stella now. Seriously, I...I'm fine with this.",So you're not mad?,"Well, I'm... it's a little weird, but, um... No, I'm not mad.",So you're not mad?,Of course we can still be friends.
You think I'm proud of this?! I'm horrified that this happened.,Three billion women on the planet! Three billion! And you have to sleep with the one that I dated for a year! Are you kidding me? Are you kidding me?! Robin?!,I'm sorry. Is he all smooth down there?,That's enough. What's wrong with you?,Did he tie you to anything?,Stop it.
You mean... what position?  Stop it! Stop it!,"How did it happen? Huh? Barney, I want to know. Tell me exactly how it happened.",You think I'm proud of this?! I'm horrified that this happened.,Three billion women on the planet! Three billion! And you have to sleep with the one that I dated for a year! Are you kidding me? Are you kidding me?! Robin?!,I'm sorry. Is he all smooth down there?,That's enough. What's wrong with you?
Ted! Stop!,Hit him!,You mean... what position?  Stop it! Stop it!,"How did it happen? Huh? Barney, I want to know. Tell me exactly how it happened.",You think I'm proud of this?! I'm horrified that this happened.,Three billion women on the planet! Three billion! And you have to sleep with the one that I dated for a year! Are you kidding me? Are you kidding me?! Robin?!
Stop!,Hit him!,Ted! Stop!,Hit him!,You mean... what position?  Stop it! Stop it!,"How did it happen? Huh? Barney, I want to know. Tell me exactly how it happened."
"Okay. Okay. You're pissed. You deserve to be. Fine. You know what? One free shot. On me. Anywhere but the face.  Who punches someone in the groin? Okay.Okay. I deserved that. I deserved that. But what's important now is... we're passed this whole Robin thing now, right?",Hit him!,Stop!,Hit him!,Ted! Stop!,Hit him!
"Yeah. And I broke it. I'm sorry. But, Ted...seriously, this suite at the Bellagio...","You think that this is just about Robin? This is about... You know, I've seen you do some bad stuff. I mean some really terrible stuff to a lot of different people. I just always thought there had to be a limit. I always thought I was the limit. You're always spouting off these rules for bros. Isn't one of them, don't do this?","Okay. Okay. You're pissed. You deserve to be. Fine. You know what? One free shot. On me. Anywhere but the face.  Who punches someone in the groin? Okay.Okay. I deserved that. I deserved that. But what's important now is... we're passed this whole Robin thing now, right?",Hit him!,Stop!,Hit him!
What does that mean?,"I am not going to Vegas with you! I'm not going to blow off my friends and my girlfriend, and spend my 30th birthday in a strip club. The fact that you think I would... You know, Barney,earlier this week I started putting things in a box and that box was labeled stuff I have no use for anymore.","Yeah. And I broke it. I'm sorry. But, Ted...seriously, this suite at the Bellagio...","You think that this is just about Robin? This is about... You know, I've seen you do some bad stuff. I mean some really terrible stuff to a lot of different people. I just always thought there had to be a limit. I always thought I was the limit. You're always spouting off these rules for bros. Isn't one of them, don't do this?","Okay. Okay. You're pissed. You deserve to be. Fine. You know what? One free shot. On me. Anywhere but the face.  Who punches someone in the groin? Okay.Okay. I deserved that. I deserved that. But what's important now is... we're passed this whole Robin thing now, right?",Hit him!
Are you saying you don't want to be bros anymore?,It means... maybe you belong in that box.,What does that mean?,"I am not going to Vegas with you! I'm not going to blow off my friends and my girlfriend, and spend my 30th birthday in a strip club. The fact that you think I would... You know, Barney,earlier this week I started putting things in a box and that box was labeled stuff I have no use for anymore.","Yeah. And I broke it. I'm sorry. But, Ted...seriously, this suite at the Bellagio...","You think that this is just about Robin? This is about... You know, I've seen you do some bad stuff. I mean some really terrible stuff to a lot of different people. I just always thought there had to be a limit. I always thought I was the limit. You're always spouting off these rules for bros. Isn't one of them, don't do this?"
"Okay, I'm going to stop you right there, because it seems like you're about to say something that's going to pretty much ruin Vegas.",I'm saying I don't want to be friends anymore.,Are you saying you don't want to be bros anymore?,It means... maybe you belong in that box.,What does that mean?,"I am not going to Vegas with you! I'm not going to blow off my friends and my girlfriend, and spend my 30th birthday in a strip club. The fact that you think I would... You know, Barney,earlier this week I started putting things in a box and that box was labeled stuff I have no use for anymore."
Are you saying you don't wanna be bros anymore?,"Now kids, the spring of 2008 was a complicated time in your old man's life.  The last time I had seen Barney was shortly after I found out he has spent the night with Robin.","Oh, right, the goat. So funny.You're going to love this. So later in that night, the goat locked himself in the bathroom and was eating one of Robin's washcloths and wait, hold on. Robin wasn't living here on my 30th birthday. When did this happen? Oh, wait, the goat was there on my 31st birthday. Sorry, I totally got that wrong.",Surprise!,"Ranjit, stop the car. I'm getting a cab.","Okay, I'm going to stop you right there, because it seems like you're about to say something that's going to pretty much ruin Vegas."
"Ted, I'm sorry, I haven't returned your calls.","It's Barney.  Dude, seriously you need to stop calling me.",I'm saying I don't wanna be friends anymore.,Are you saying you don't wanna be bros anymore?,"Now kids, the spring of 2008 was a complicated time in your old man's life.  The last time I had seen Barney was shortly after I found out he has spent the night with Robin.","Oh, right, the goat. So funny.You're going to love this. So later in that night, the goat locked himself in the bathroom and was eating one of Robin's washcloths and wait, hold on. Robin wasn't living here on my 30th birthday. When did this happen? Oh, wait, the goat was there on my 31st birthday. Sorry, I totally got that wrong."
"I'm sorry, I gotta let you go. It's just too many good wingmen out there. Ted are you crying?","Yeah I never called you, you called me fifteen times and my parents twice.","Ted, I'm sorry, I haven't returned your calls.","It's Barney.  Dude, seriously you need to stop calling me.",I'm saying I don't wanna be friends anymore.,Are you saying you don't wanna be bros anymore?
"Sh! Let it out, let it out.",No I'm not.,"I'm sorry, I gotta let you go. It's just too many good wingmen out there. Ted are you crying?","Yeah I never called you, you called me fifteen times and my parents twice.","Ted, I'm sorry, I haven't returned your calls.","It's Barney.  Dude, seriously you need to stop calling me."
"No offence Randy, but there is a long list of candidats for this slot. This slot is for vice president of awesome. And you are like assistant under secretary of only ok.","Hey Barney, new sky mall come in. So worldaround blog's fear is you are looking for a new wingman. I wanna let you know, I'm available. Just the say the word, or don't even say the word. Just do something with you eyebrow. Was that it?","Look, I'm crazy about this girl, if waiting is what it takes, then I'm fine with that. And totally unrelated note. Does anybody have gamma icer or a piece of bark that you are not chewing?","Yeah, I do. We ode that dude big time.","Oh baby, do you remember Martin Luther King day?","Wait, so you haven't had sx since like Thanksgiving. Do you know how many big federal holidays have come and gone since then."
"Pitt, Barney Stinson!",So uncle Barney began to search for a new wingman.,"Assistant under secretary of only ok. Thank you, I will not let you down.","No offence Randy, but there is a long list of candidats for this slot. This slot is for vice president of awesome. And you are like assistant under secretary of only ok.","Hey Barney, new sky mall come in. So worldaround blog's fear is you are looking for a new wingman. I wanna let you know, I'm available. Just the say the word, or don't even say the word. Just do something with you eyebrow. Was that it?","Look, I'm crazy about this girl, if waiting is what it takes, then I'm fine with that. And totally unrelated note. Does anybody have gamma icer or a piece of bark that you are not chewing?"
"Yeah. Yeah. So, listen you should meet me in McLaren's tonight.","Hey! I haven't been calling you, it has been a while.","Pitt, Barney Stinson!",So uncle Barney began to search for a new wingman.,"Assistant under secretary of only ok. Thank you, I will not let you down.","No offence Randy, but there is a long list of candidats for this slot. This slot is for vice president of awesome. And you are like assistant under secretary of only ok."
So what do you think? 9:30 or 10 o'clock?,You never gonna believe this. I'm at the hospital. Just had a baby daughter.,"Yeah. Yeah. So, listen you should meet me in McLaren's tonight.","Hey! I haven't been calling you, it has been a while.","Pitt, Barney Stinson!",So uncle Barney began to search for a new wingman.
"Starry Porten, Barney Stinson.",So what do you think? 9:30 or 10 o'clock?,You never gonna believe this. I'm at the hospital. Just had a baby daughter.,"Yeah. Yeah. So, listen you should meet me in McLaren's tonight.","Hey! I haven't been calling you, it has been a while.","Pitt, Barney Stinson!"
"I need a new bro, what do you say?","What up, chef?","Starry Porten, Barney Stinson.",So what do you think? 9:30 or 10 o'clock?,You never gonna believe this. I'm at the hospital. Just had a baby daughter.,"Yeah. Yeah. So, listen you should meet me in McLaren's tonight."
"Oh, I understand. Duck Stan is a good bro. I'm happy for you. Best of luck.","Dude, I'do love to but now I'm bro with Duck Stan.","I need a new bro, what do you say?","What up, chef?","Starry Porten, Barney Stinson.",So what do you think? 9:30 or 10 o'clock?
Crazy Willie! Barney Stinson.,"Oh, I understand. Duck Stan is a good bro. I'm happy for you. Best of luck.","Dude, I'do love to but now I'm bro with Duck Stan.","I need a new bro, what do you say?","What up, chef?","Starry Porten, Barney Stinson."
Yes finally!,"What up B dog, long time no bro, so are we gonna tire it up tonight or what?",Crazy Willie! Barney Stinson.,"Oh, I understand. Duck Stan is a good bro. I'm happy for you. Best of luck.","Dude, I'do love to but now I'm bro with Duck Stan.","I need a new bro, what do you say?"
Hanging up on you once wasn't enough.,Hello?,"Here is what on the rocket tocket. My wife is gonna put the cheese out at seven, scrabble at 8:00 PM, 9 PM we watch 27 dresses, everybody's home by 11:00. Booya!",Yes finally!,"What up B dog, long time no bro, so are we gonna tire it up tonight or what?",Crazy Willie! Barney Stinson.
"Hey, Randy. Could you come here for a minute?  Good news. I'm calling you up to the majors. Starting tomorrow night, how would you like to be my new wingman?",No.,"Right, right, and then no matter what happens, she'll be happy.","No, because you built it up for, like, two weeks, saying it was the greatest movie ever. With Stella, do the opposite: lower expectations.",Because you're dead inside?,"Dude, relax, it's all about expectations management. Do you know why I hated Jerry Maguire so much?"
Hey.,It happens. I knew a guy in med school... we used to joke that we was one ball away from getting walked.,Unexpected number of testicules?,"Oh Ted, of course it's gonna be worth it. Stop worrying. It's you and me. It already has everything it needs.","Exactly, and I don't want to mess it up. I don't want you to ever wonder if was worth it.",Virginity 2: Eletric Boogaloo?
"No, uh-uh. Randy, we never use the word bro in the name of a failed Democratic vice presidential candidate.",What up bro-seph Lieberman?,Hey.,It happens. I knew a guy in med school... we used to joke that we was one ball away from getting walked.,Unexpected number of testicules?,"Oh Ted, of course it's gonna be worth it. Stop worrying. It's you and me. It already has everything it needs."
"You know what? I'm excited about this, Randy. You will be my next masterpiece. It's like with Ted. When I first met him, he was an even bigger loser than you.",Goodbye Geraldine Ferrar-bro.,"No, uh-uh. Randy, we never use the word bro in the name of a failed Democratic vice presidential candidate.",What up bro-seph Lieberman?,Hey.,It happens. I knew a guy in med school... we used to joke that we was one ball away from getting walked.
"But tonight, I'm going to make you the greatest wingman in the history of wingmen.",What a loser.,"You know what? I'm excited about this, Randy. You will be my next masterpiece. It's like with Ted. When I first met him, he was an even bigger loser than you.",Goodbye Geraldine Ferrar-bro.,"No, uh-uh. Randy, we never use the word bro in the name of a failed Democratic vice presidential candidate.",What up bro-seph Lieberman?
"Oh, okay, Randy, let's do this.","Oh, it's gonna be easier than you think, bro. Yeah. I've been reading your blog for years. You are like a God to me. That's why tonight is going to be legendary... wait for it... dary.","But tonight, I'm going to make you the greatest wingman in the history of wingmen.",What a loser.,"You know what? I'm excited about this, Randy. You will be my next masterpiece. It's like with Ted. When I first met him, he was an even bigger loser than you.",Goodbye Geraldine Ferrar-bro.
You ready?,Ok.,"Oh, okay, Randy, let's do this.","Oh, it's gonna be easier than you think, bro. Yeah. I've been reading your blog for years. You are like a God to me. That's why tonight is going to be legendary... wait for it... dary.","But tonight, I'm going to make you the greatest wingman in the history of wingmen.",What a loser.
What? What's the matter?,"Yes.  No, no, no, no, no, no!",You ready?,Ok.,"Oh, okay, Randy, let's do this.","Oh, it's gonna be easier than you think, bro. Yeah. I've been reading your blog for years. You are like a God to me. That's why tonight is going to be legendary... wait for it... dary."
Randy what are you doing?,"Nothing, let's do this.  No, no, no, no, no, please, please, please! Just wait, just wait, just wait, just wait!",What? What's the matter?,"Yes.  No, no, no, no, no, no!",You ready?,Ok.
13 years??!!,"Look, I realize it's weird, okay? Not many people go five years without having sx.","No, they don't.","Ted, that was so personal. Plus, now your friends think I'm a freak.","Stella, I'm sorry. I shouldn't have told them. But they're my best friends. I tell them everything. I-I didn't even think about it.",You haven't had sx in five years??!! That is a shocking revelation that we're just finding out right now!
"So I threw the pressure air oxygen into its mouth. I sht the tnk, boo, nomore shark. Mr. Hall and I swam back to shore. Hey,let me serve you a drink.","Kids, in the spring of 2008 something kind of strange have been happening to your uncle Barney. He's been doing great with a woman.",Why would be looking for one?,"Wait, did I gave you a reason or were you looking for one?","Obviously, I can't. You know there's always a reason not to sleep with a guy, and you just gave me yours.",You can trust me.
So where were we?,He's only been gone a few moments but when he return...,"So I threw the pressure air oxygen into its mouth. I sht the tnk, boo, nomore shark. Mr. Hall and I swam back to shore. Hey,let me serve you a drink.","Kids, in the spring of 2008 something kind of strange have been happening to your uncle Barney. He's been doing great with a woman.",Why would be looking for one?,"Wait, did I gave you a reason or were you looking for one?"
Again? Really? Wait...,Until finally Lily was approached by a mysterious woman who wants her stay away from Barney...so when it happened once more...,Jerk!,...he gets slap! It kept happening...,So where were we?,He's only been gone a few moments but when he return...
"Hey, excuse me. Did I sleep with you and then totally screw you over?",Barney knew who to look for...,Again? Really? Wait...,Until finally Lily was approached by a mysterious woman who wants her stay away from Barney...so when it happened once more...,Jerk!,...he gets slap! It kept happening...
What are you doing on Friday?,No.,"Hey, excuse me. Did I sleep with you and then totally screw you over?",Barney knew who to look for...,Again? Really? Wait...,Until finally Lily was approached by a mysterious woman who wants her stay away from Barney...so when it happened once more...
Stop! Amy?,What are you doing on Friday?,No.,"Hey, excuse me. Did I sleep with you and then totally screw you over?",Barney knew who to look for...,Again? Really? Wait...
Riiiggghhhttt!!!,Abby.,Stop! Amy?,What are you doing on Friday?,No.,"Hey, excuse me. Did I sleep with you and then totally screw you over?"
Why are you trying to ruin my life?,"Hmm, but, girlfriend, you cannot pull off a tall kitchen.",I'm worried. That woman is actually wearing a-a garbage bag.,"No, you know what would be a better name for the site? Guy-forces-his-wife- to-dress-in-a-garbage-bag- for-the-next- three-years-dot-com. That's real.","Yeah, it's called Lily-and-Marshall-sell- their-stuff-dot-com.",You made a Website?
And?,"Well, you slept with me and then you never called me again.",Why are you trying to ruin my life?,"Hmm, but, girlfriend, you cannot pull off a tall kitchen.",I'm worried. That woman is actually wearing a-a garbage bag.,"No, you know what would be a better name for the site? Guy-forces-his-wife- to-dress-in-a-garbage-bag- for-the-next- three-years-dot-com. That's real."
"That's it? As far as I'm concerned, if I leave you safe on dry land with adequate transportation home, you've got nothing to complain about.",That's it.,And?,"Well, you slept with me and then you never called me again.",Why are you trying to ruin my life?,"Hmm, but, girlfriend, you cannot pull off a tall kitchen."
