response,context/0,context/1,context/2,context/3,context/4
Okay.,"Ooh, I was gonna say bologna, but thats much better. How about a little of that smoked turkey?","Hm-mm, corn beef.","Oh-ho-ho, yeah! Hey! Yknow what goes good with that?",Pastrami.,"Oooh, what you got there?"
Six months.,Oh mama! Uh when-when is the baby due?,Okay.,"Ooh, I was gonna say bologna, but thats much better. How about a little of that smoked turkey?","Hm-mm, corn beef.","Oh-ho-ho, yeah! Hey! Yknow what goes good with that?"
Not if I get there first.,"Ugh. Now if a cow should die of natural causes, I can have one of those right?",Six months.,Oh mama! Uh when-when is the baby due?,Okay.,"Ooh, I was gonna say bologna, but thats much better. How about a little of that smoked turkey?"
Hi!,Hey.,We still have porn.,Oh no-no-no!,"Well at least, Im going to mute it.","Imagine a protective porn bubble if you will, okay?"
Yeah.,"Honey, what are you doing? Thats too heavy.",Hi!,Hi!,Hey.,We still have porn.
"Ohh, Im getting too pregnant for this, lugging around a stupid massage table. Yknow, I have to find a job where I carrying a smaller table.",Okay.,Give it here.,Yeah.,"Honey, what are you doing? Thats too heavy.",Hi!
You mean like a doctor?,Or a job where you dont have to carry a table.,"Ohh, Im getting too pregnant for this, lugging around a stupid massage table. Yknow, I have to find a job where I carrying a smaller table.",Okay.,Give it here.,Yeah.
"Ohh!  Oh my. Oh, that reminds me, I have to see my OB-GYN today.",Pheebs! Youre blocking the porn! Look out!,You mean like a doctor?,Or a job where you dont have to carry a table.,"Ohh, Im getting too pregnant for this, lugging around a stupid massage table. Yknow, I have to find a job where I carrying a smaller table.",Okay.
Oh my God!,Thats it.,Is that the heartbeat?,"Then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in  Ive been watching too much porn.",I am a good kisser.,"Ohhh, I knew you loved her! Then you need to go to the airport and tell her. Youre probably just gonna catch her just as shes about to go to the gate. Youre gonna call out her name and say, I love you! And shes gonna say, I love you, too! And you guys are going to have the most amazing kiss, everyone at the gate will applaud."
"Why dont take care of this one, and should I get pregnant again, Ill hold onto your card, okay?",Have we talked about the possibility of multiple births?,Oh wow! This is so cool.,Oh my God!,Thats it.,Is that the heartbeat?
Three? You guys were worried I wouldnt even have one!,"No, Im getting three separate heartbeats.","Why dont take care of this one, and should I get pregnant again, Ill hold onto your card, okay?",Have we talked about the possibility of multiple births?,Oh wow! This is so cool.,Oh my God!
"Well, yeah.",Doctors are wrong all the time.,Three? You guys were worried I wouldnt even have one!,"No, Im getting three separate heartbeats.","Why dont take care of this one, and should I get pregnant again, Ill hold onto your card, okay?",Have we talked about the possibility of multiple births?
Oh my God! Oh my God! Oh my God!! So I-I mean so in a few months Im going to have three full grown babies just walkin around inside me?! Oh! Oh! And its gonna be one of those log rides where they just come shooting out!,Definitely.,"Well, so, are-are you sure that there are three?!","Well, yeah.",Doctors are wrong all the time.,Three? You guys were worried I wouldnt even have one!
What do you know?!,"Actually, giving birth to three babies isnt that different from giving birth to one.",Oh my God! Oh my God! Oh my God!! So I-I mean so in a few months Im going to have three full grown babies just walkin around inside me?! Oh! Oh! And its gonna be one of those log rides where they just come shooting out!,Definitely.,"Well, so, are-are you sure that there are three?!","Well, yeah."
Ooh! Hi!,"Oh-oh, Phoebe!",What do you know?!,"Actually, giving birth to three babies isnt that different from giving birth to one.",Oh my God! Oh my God! Oh my God!! So I-I mean so in a few months Im going to have three full grown babies just walkin around inside me?! Oh! Oh! And its gonna be one of those log rides where they just come shooting out!,Definitely.
"Oh well, okay, hey, yknow how when youre umm, youre walking down the street and you see three people in a row, and you say, Oh, thats nice?","Hi!  So, how did it go at the doctors?",Ooh! Hi!,"Oh-oh, Phoebe!",What do you know?!,"Actually, giving birth to three babies isnt that different from giving birth to one."
"Okay, yeah well, good news, youre going to have three babies.",Yes.,"Oh well, okay, hey, yknow how when youre umm, youre walking down the street and you see three people in a row, and you say, Oh, thats nice?","Hi!  So, how did it go at the doctors?",Ooh! Hi!,"Oh-oh, Phoebe!"
"Oh God, Im so glad you guys are happy, I was so afraid you were going to be all freaked.","Were gonna have a big family, Ive always wanted a big family!",I finally got my band!,Three babies?,"Okay, yeah well, good news, youre going to have three babies.",Yes.
"No, no maybe cause its harder to raise them, and the added expense, and",Why would we be freaked?,"Oh God, Im so glad you guys are happy, I was so afraid you were going to be all freaked.","Were gonna have a big family, Ive always wanted a big family!",I finally got my band!,Three babies?
"No, back to happy. Back to happy!",Right.,Oh.,"No, no maybe cause its harder to raise them, and the added expense, and",Why would we be freaked?,"Oh God, Im so glad you guys are happy, I was so afraid you were going to be all freaked."
No you cant quit college! No! Youre in college? Really?,"No, Frank.","Yeah, Ive been thinking ever since you said we were having triplets, the best thing for me to do is to drop out of college and get a job.","No-no-no, no, its going to be fine. Because umm, because I teach Home Ec, and uh, I can have 30 kids making baby clothes all year long. Yknow itll-itll be like my very own little sweatshop.","No, back to happy. Back to happy!",Right.
You cant give up on your dream.,"Yeah, yknow when we found out we were going to have a baby, yknow I figured yknow like I should yknow have like a careerand I love refrigerators!",Yeah.,"Yeah, refrigerator college.",No you cant quit college! No! Youre in college? Really?,"No, Frank."
Hey.,"Im going to find out if he really thinks supermodels are too skinny.  Hey, Pheebs!",Where ya going?,"Yeah, he likes porn.",Yes!,"Oh-oh, yeah, and did he also say that ah, some of the dialogue was corny and that he actually found it was funny and not sexy?"
"Well, Frank has to quit college because his super fertile sister is having three babies! I need to make a lot of money really fast, and I had an idea that I want to talk to you  about, cause you work for a big company. Okay, insider trading, what information is there that you can give me.",How did it go with Frank and Alice?,Hey!,Hey.,"Im going to find out if he really thinks supermodels are too skinny.  Hey, Pheebs!",Where ya going?
"Ooh, good, youre hear! Okay.",Because then we would be the guys who turned off free porn.,"Well, so, why dont you just turn it off?","Hi! Listen, can we watch cartoons on your television? We need a porn break. We spent the last two hours watching In  Out  In, Again.",Hey!,"Way to be strong, man!"
Hi!,Hey!,"Ooh, good, youre hear! Okay.",Because then we would be the guys who turned off free porn.,"Well, so, why dont you just turn it off?","Hi! Listen, can we watch cartoons on your television? We need a porn break. We spent the last two hours watching In  Out  In, Again."
"Oh this, well Im glad you asked.  Ahh! Now, I know what youre thinking","Well, what-what cha got there?",Hi!,Hey!,"Ooh, good, youre hear! Okay.",Because then we would be the guys who turned off free porn.
No!,"Phoebe, they didnt make you pay for those knives, did they?",Pregnant Woman Slays Four?,"Oh this, well Im glad you asked.  Ahh! Now, I know what youre thinking","Well, what-what cha got there?",Hi!
No!,Are you sure?,No!,"Phoebe, they didnt make you pay for those knives, did they?",Pregnant Woman Slays Four?,"Oh this, well Im glad you asked.  Ahh! Now, I know what youre thinking"
"No-no, I know that, but I just have to make enough money for the second part of my plan.","Honey, youre not gonna make enough money to help Frank and Alice just by selling knives.",No!,Are you sure?,No!,"Phoebe, they didnt make you pay for those knives, did they?"
My Saturn dealership.,Whats the second part of your plan?,"No-no, I know that, but I just have to make enough money for the second part of my plan.","Honey, youre not gonna make enough money to help Frank and Alice just by selling knives.",No!,Are you sure?
Ooh-Ooh! I did it! I did it! I figured out a way to make money! Im gonna open up my own massage place and Franks gonna help me! And! We can work it around his schedule so he doesnt have to quit school!,Hey!,"Ross! Ross! If youre going to the airport, could you pick me up another one of those Toblerone bars?","Okay, good luck!","Im gonna, Im gonna go to London and Im going to fight for her.",All right.
Im telling it! Im telling it!,"Well, we were walking down the street and we saw that van that you guys used for catering and we realised","Thats sounds great, but how are you going to afford it?",Ooh-Ooh! I did it! I did it! I figured out a way to make money! Im gonna open up my own massage place and Franks gonna help me! And! We can work it around his schedule so he doesnt have to quit school!,Hey!,"Ross! Ross! If youre going to the airport, could you pick me up another one of those Toblerone bars?"
"Okay. You know how people need transportation, but they also need massages to help them relax so I just figured we could combine the two, okay, I give the massages and Frank drives! I can fix up the van, bolt the table in the back, and you know what Ive got?",Okay.,Im telling it! Im telling it!,"Well, we were walking down the street and we saw that van that you guys used for catering and we realised","Thats sounds great, but how are you going to afford it?",Ooh-Ooh! I did it! I did it! I figured out a way to make money! Im gonna open up my own massage place and Franks gonna help me! And! We can work it around his schedule so he doesnt have to quit school!
"No! Think about it, its a taxi that people take when they need to relax, its",A place where no one will ever get out alive?,"Okay. You know how people need transportation, but they also need massages to help them relax so I just figured we could combine the two, okay, I give the massages and Frank drives! I can fix up the van, bolt the table in the back, and you know what Ive got?",Okay.,Im telling it! Im telling it!,"Well, we were walking down the street and we saw that van that you guys used for catering and we realised"
The name was my favourite part!,Relaxi-Taxi!,"No! Think about it, its a taxi that people take when they need to relax, its",A place where no one will ever get out alive?,"Okay. You know how people need transportation, but they also need massages to help them relax so I just figured we could combine the two, okay, I give the massages and Frank drives! I can fix up the van, bolt the table in the back, and you know what Ive got?",Okay.
YOU DID NOT!!!! Oh! No! You came up with Relaxi Cab! Thats not good.,"Well, well I can up with it!",The name was my favourite part!,Relaxi-Taxi!,"No! Think about it, its a taxi that people take when they need to relax, its",A place where no one will ever get out alive?
"Hey, tell him about Relaxi-Taxi, and-and ask him if he thinks thats better than Relaxi Cab.","Okay, just stay there a couple more hours and if she doesnt show up by then, then just come on home.",About four hours.,"All right. When is, when is the next flight out?","No, because she hasnt come home yet. And she hasnt been home all night! Shes obviously staying with that other guy, and Im the stupid moron who spent the whole night outside her apartment!","Oh my God! Ross, are you in England? Was Emily surprised?"
"Oh, that is better.","Okay, its not Relaxi Cab. Its Relaxicab, like taxicab.","Hey, tell him about Relaxi-Taxi, and-and ask him if he thinks thats better than Relaxi Cab.","Okay, just stay there a couple more hours and if she doesnt show up by then, then just come on home.",About four hours.,"All right. When is, when is the next flight out?"
Hey!,Jill Condon  Amy Toomin,We have free porn here!!!,Yeah!!,FREE PORN!!!,Yeah.
"No, its just Im so pregnant that Imy guitar doesnt fit anymore. So I thought til Im not, Im just gonna play all my songs on this drum. It sounds really cool!","Hey! Wow, it is true what they say, pregnant bellies look like a drum.",Hey!,Jill Condon  Amy Toomin,We have free porn here!!!,Yeah!!
"Listen. Listen.  Smelly cat, smelly cat, what are they feeding you?",All right.,"No, its just Im so pregnant that Imy guitar doesnt fit anymore. So I thought til Im not, Im just gonna play all my songs on this drum. It sounds really cool!","Hey! Wow, it is true what they say, pregnant bellies look like a drum.",Hey!,Jill Condon  Amy Toomin
"I know! I know, and Ive only been playing for like an hour!","Wow, Pheebs! That sounds great!","Listen. Listen.  Smelly cat, smelly cat, what are they feeding you?",All right.,"No, its just Im so pregnant that Imy guitar doesnt fit anymore. So I thought til Im not, Im just gonna play all my songs on this drum. It sounds really cool!","Hey! Wow, it is true what they say, pregnant bellies look like a drum."
Hey! What are you doing here?,Phoebe! Phoebe! Hi! Hi!,"I know! I know, and Ive only been playing for like an hour!","Wow, Pheebs! That sounds great!","Listen. Listen.  Smelly cat, smelly cat, what are they feeding you?",All right.
"Oh, well, dont tell me you want to keep more of your stuff in my uterus.","Umm, actually, I came down to ask you a big favour.",Hey! What are you doing here?,Phoebe! Phoebe! Hi! Hi!,"I know! I know, and Ive only been playing for like an hour!","Wow, Pheebs! That sounds great!"
Wow! Thats so great! Oh! Oh! Cougar.,"Dont get me started.  Anyway, umm, since there are three babies and umm, we both got to put our names in, we would be truly honoured if you named the other boy baby.",Wouldnt that be Frank the III?,"Okay, now, see, I wanna name the girl baby Leslie, and Frank wants to name one of the boy babies Frank JR. JR.","Oh, well, dont tell me you want to keep more of your stuff in my uterus.","Umm, actually, I came down to ask you a big favour."
Hi!,Oh come on! Thats-thats true.,"Oh, hes fine. Hes fine. Its just that us getting along is difficult for him, because he doesnt like me.",Are you all right?,"Look at you two, bonding, making us late for the airport so",Ahh!
"Ugh! No! This is so hard! I went through this whole book  and found nothing! I want a name thats really like, yknow strong and confident, yknow? Like-like Exxon.",Hey! Do we have a baby name yet?,Hey!,Hi!,Oh come on! Thats-thats true.,"Oh, hes fine. Hes fine. Its just that us getting along is difficult for him, because he doesnt like me."
"No, Im-Im not sure about Hulk, but I like the idea of a name starting with The.","Ooh-ooh, Pheebs, you want a strong name? How about, The Hulk?","Well, it certainly worked for that Valdez kid.","Ugh! No! This is so hard! I went through this whole book  and found nothing! I want a name thats really like, yknow strong and confident, yknow? Like-like Exxon.",Hey! Do we have a baby name yet?,Hey!
"Well, I, I like the idea of naming him after someone I love, and Joey and Chandler are great names.  But, all right, I dontmaybe Ill just name him The Hulk.",What do ya say? What do ya say?,"Well, Chandler will be there for you too. I mean, well, he might be a little late, but-but, hell be there. And hell bring you some cold soda, if want you need him for is that youre really hot.","Oh well, hey, Joeys loveable too! But the thing about Joey is, if you need him, hell be there.","Hey, yknow what, if youre gonna do that, if youre gonna name him Joey, you should name him Chandler.  Oh, come on! Chandlers funny, sophisticated, and hes very loveable, once you get to know him.","Oh, want a good name, go with Joey. Joeys your pal. Joeys your buddy. Where is everybody? Well, theyre hanging out with Joey."
"God, Susan is so fun!","Turns out them Emily is just crazy about Susan. Yeah, theyre going to the theatre together! Theyre going to dinner! Theyre going horseback riding!",And now youre giving me the message!,"So uh, Emily called last night",Hey!,Hey!
"Yeah, I definitely. I dont like the name Ross.",How do you know? I mean we thought Carol was straight before I married her!,Hi! Hi! Youre crazy! Okay? This is Emily. Emily is straight.,"No, but Im gonna!","Hey, theyre going to the gym together! Two women! Stretching! Yknow they-they take a steam together! Things get a little playfuldidnt you see Personal Best?",You actually think that something can happen between Emily and Susan?
No! No! I-I meant for the baby!,What a weird way to kick me when Im down.,"Yeah, I definitely. I dont like the name Ross.",How do you know? I mean we thought Carol was straight before I married her!,Hi! Hi! Youre crazy! Okay? This is Emily. Emily is straight.,"No, but Im gonna!"
"Well, its just yknow that something like this would never to like The Hulk, yknow",Oh. Whats wrong with Ross?,No! No! I-I meant for the baby!,What a weird way to kick me when Im down.,"Yeah, I definitely. I dont like the name Ross.",How do you know? I mean we thought Carol was straight before I married her!
"So, I decided Im definitely going to go with either Joey or Chandler.","Actually that-thats not true, in The Incredible Hulk uh, No. 72, Dr. Bruce Banner found","Well, its just yknow that something like this would never to like The Hulk, yknow",Oh. Whats wrong with Ross?,No! No! I-I meant for the baby!,What a weird way to kick me when Im down.
"Well, how about a compromise then, okay? What if its like yknow, Chanoey?","Yeah, that guy really hurt us.","Okay, there are no famous Joeys. Except for, huh, Joey Buttafucco.",Someone you didnt make up!,Raymond Chandler.,"Oh! Oh-oh, you gotta pick Joey! I mean, name one famous person named Chandler."
"All right, so, what are we supposed to call you?",I have no name.,"So, youre just Bing?","Yes it is! From now on, I have no first name.",Its not that bad.,"No, no, youre right, it is a ridiculous name!"
"Umm, Gene.","Okay, so what name am I cool enough to pull off?",No way are you cool enough to pull of Clint.,"Okay uh, for now, temporarily, you can call me, Clint.","All right, so, what are we supposed to call you?",I have no name.
"Bye, Gene.","See you later, Gene.",Its Clint. Its Clint!,"Umm, Gene.","Okay, so what name am I cool enough to pull off?",No way are you cool enough to pull of Clint.
Oh my God!,"Oh, yeah. And uh, the best part though, when the uh, waiter spilled water down my back, I jumped up, and my boob popped out.","So, you wore your nightie to dinner?",Whats up with Gene?,Its Clint! Clint!,"Bye, Gene."
"Wow, Carol really messed you up!","Oh, wake up!",Emilys straight.,So! Poetry? Susans gay! Theyre being gay together!,So?,"So, I just picked up a message from Emily, she and Susan are going to a poetry reading together!"
"Yeah, she turned you into this-this-this untrusting, crazy, jealous, sycophant.  All right, so I dont know what sycophant means, but the rest is right.",Excuse me?,"Wow, Carol really messed you up!","Oh, wake up!",Emilys straight.,So! Poetry? Susans gay! Theyre being gay together!
"All right, all right, so up until 92-93 he was very trusting, then 94 hit, Carol left him and bamn! Paranoid city!","Oh, sure it does! In high school, you werent jealous at all even though all your girlfriends were cheating on you!",It does not!,This totally makes sense!,"Shes totally right! When we were together, you got all freaked out about Mark and there was nothing going on.",What?
Yeah. The 92 Ross wouldnt.,"Look, all were trying to say is, dont let what happened with Carol ruin what you got with Emily.",This is not fun!,This is so much fun!,Absolutely! Absolutely!,"All right, all right, so up until 92-93 he was very trusting, then 94 hit, Carol left him and bamn! Paranoid city!"
Drum roll.,"Whatyeahwhat, yknow what? I hope Emily is a lesbian.","Well, I still think I was right about that whole Mark thing.",Yeah. The 92 Ross wouldnt.,"Look, all were trying to say is, dont let what happened with Carol ruin what you got with Emily.",This is not fun!
Youre actually going through with this?,"All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse.","Nah, youre not tall enough to be a Mark, but you might make a good Barney.","Okay. Okay. All right. Help! Am I a Mark, or a John?",Drum roll.,"Whatyeahwhat, yknow what? I hope Emily is a lesbian."
"You got problems because of you! Not your name! All right, this has got to stop! Chandler is a great name! In factyes,  Im, Im sorry. I know you really wanted me to name the baby Joey, but eh, so, Im-Im, Im gonna, Im gonna name the baby Chandler.","Hey, look, this name has been holding me back my entire life. Okay, its probably why kids picked on me in school, and why I never do well with women So, as of 4 oclock tomorrow, Im either gonna be Mark Johnson or John Markson.",Youre actually going through with this?,"All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse.","Nah, youre not tall enough to be a Mark, but you might make a good Barney.","Okay. Okay. All right. Help! Am I a Mark, or a John?"
"Yeah, but you have to keep the name too!",Really?!,"You got problems because of you! Not your name! All right, this has got to stop! Chandler is a great name! In factyes,  Im, Im sorry. I know you really wanted me to name the baby Joey, but eh, so, Im-Im, Im gonna, Im gonna name the baby Chandler.","Hey, look, this name has been holding me back my entire life. Okay, its probably why kids picked on me in school, and why I never do well with women So, as of 4 oclock tomorrow, Im either gonna be Mark Johnson or John Markson.",Youre actually going through with this?,"All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse."
Okay!,Okay. Thanks.,"Yeah, but you have to keep the name too!",Really?!,"You got problems because of you! Not your name! All right, this has got to stop! Chandler is a great name! In factyes,  Im, Im sorry. I know you really wanted me to name the baby Joey, but eh, so, Im-Im, Im gonna, Im gonna name the baby Chandler.","Hey, look, this name has been holding me back my entire life. Okay, its probably why kids picked on me in school, and why I never do well with women So, as of 4 oclock tomorrow, Im either gonna be Mark Johnson or John Markson."
Yeah!,You wanna hug it out?,Okay!,Okay. Thanks.,"Yeah, but you have to keep the name too!",Really?!
Yay!,Yeah!,You wanna hug it out?,Okay!,Okay. Thanks.,"Yeah, but you have to keep the name too!"
"Yayohyay! Okay, I gotta go tell Frank and Alice! Right now!",Yay!,Yay!,Yeah!,You wanna hug it out?,Okay!
"Ooh, uh",Okay!,"Yayohyay! Okay, I gotta go tell Frank and Alice! Right now!",Yay!,Yay!,Yeah!
"Okay, bye!","Bye, Pheebs!","Ooh, uh",Okay!,"Yayohyay! Okay, I gotta go tell Frank and Alice! Right now!",Yay!
Hello!,"No. No, I didnt. I didnt want to be that guy.",You didnt!,"Yeah, I know, I uh, I tried them on.","I dont think you understand packing. Look, I just dont want to leave it to the last minute. Last time I left in such a rush, I left my knickers here.","Oh no. Dont, dont, dont start packing. Come on!"
Excuse me.,Ho! Ho! Ho!,Hello!,"No. No, I didnt. I didnt want to be that guy.",You didnt!,"Yeah, I know, I uh, I tried them on."
"Oh, yeah! You like em? I just, I went to a used clothes store and got a bunch of maternity stuff. These are sooo comfortable!",Your pants!,Excuse me.,Ho! Ho! Ho!,Hello!,"No. No, I didnt. I didnt want to be that guy."
What?,"Uhh, Pheebs, those are uh, those are Santa pants.","Oh, yeah! You like em? I just, I went to a used clothes store and got a bunch of maternity stuff. These are sooo comfortable!",Your pants!,Excuse me.,Ho! Ho! Ho!
Nuh-uh! Theyre maternity pants. They even came with a list of baby names.  Ohh.,Santa pants.  Santa Clauss pants.,What?,"Uhh, Pheebs, those are uh, those are Santa pants.","Oh, yeah! You like em? I just, I went to a used clothes store and got a bunch of maternity stuff. These are sooo comfortable!",Your pants!
"I dont know! How are the-the-the-the, yknowYoure clothes arent funny.","SoHey, Pheebs! So, how are the elves?",Hey!,Hey!,Nuh-uh! Theyre maternity pants. They even came with a list of baby names.  Ohh.,Santa pants.  Santa Clauss pants.
Boy! I didnt see that coming!,Just give us our apartment back!,All right!,"Ohh, well you got em.",Yeah we do!,Yeah!
Thats too hard. Too hard!,"Okay, no problem, just remember to wake us up before you go-go.","Yeah, no, youre right, I know, youre right, Im not, Im not gonna do it. All right, thanks guys.","No! You dont want to wreck it, you dont want to go to fast!",I dont want to do that.,"All right look, Ross, hes right. Emilys great, shes great! But this way too soon, youre only gonna scare her!"
"Hey, so? Are you gonna do it?","Yeah, the Knicks rule all!",And the Knicks rule all.,Huh.,I didnt mean that. I just meant that the apartment is worth so much more.,Whoa!
Or you could end up with everything.,"Ooh, we could end up with nothing.","Im talking about a bet, winner takes all.",Oh.,Let me finish.,Done!
"Ooh, this is so exciting! Ooh, God, what are you going to bet?",All right!,"All right, but you cant use that again for a whole year. Im in.","Come on man, you know Id do it for you! Because, youre my best friend.","Op, op, Im convinced!","Oh, just do it!!"
"Okay. Umm, ooh, oohoh, I have a game!","Oh, okay, well, I think we should let Phoebe decide, because shes the only whos impartial, and shes so pretty.","Ooh, this is so exciting! Ooh, God, what are you going to bet?",All right!,"All right, but you cant use that again for a whole year. Im in.","Come on man, you know Id do it for you! Because, youre my best friend."
This is great!,Okay!,Okay!,"Okay. Umm, ooh, oohoh, I have a game!","Oh, okay, well, I think we should let Phoebe decide, because shes the only whos impartial, and shes so pretty.","Ooh, this is so exciting! Ooh, God, what are you going to bet?"
"Oh, well, it doesnt have a nameoh, okay, Phoebeball! No, it doesnt have a name. Umm, okay, Monica, what is your favourite thing about trees?",Whats the game?! Whats the game?!,This is great!,Okay!,Okay!,"Okay. Umm, ooh, oohoh, I have a game!"
Good! Good! Five points!,Theyre green?,"Oh, well, it doesnt have a nameoh, okay, Phoebeball! No, it doesnt have a name. Umm, okay, Monica, what is your favourite thing about trees?",Whats the game?! Whats the game?!,This is great!,Okay!
"All right, Joey, same question.",Good! Good! Five points!,Theyre green?,"Oh, well, it doesnt have a nameoh, okay, Phoebeball! No, it doesnt have a name. Umm, okay, Monica, what is your favourite thing about trees?",Whats the game?! Whats the game?!,This is great!
"Ooh, three points. Both fine answers, but we were looking for leafy, leafy.","Uhh, theyre tall.","All right, Joey, same question.",Good! Good! Five points!,Theyre green?,"Oh, well, it doesnt have a nameoh, okay, Phoebeball! No, it doesnt have a name. Umm, okay, Monica, what is your favourite thing about trees?"
"Oh, I have cards!","Fine, lets do it.","You wanna finish this right now? All right, we get a deck of cards, high card wins. What do you say?",What? Shut up! Were winning!,Thats not even a game!,"Ooh, three points. Both fine answers, but we were looking for leafy, leafy."
"Yeah! Here!  Oh no, these are the trick deck. Okay. Here yes. Okay.","Oh, good.",Oh.,"Oh, I have cards!","Fine, lets do it.","You wanna finish this right now? All right, we get a deck of cards, high card wins. What do you say?"
What make you think I can?!,"Yeah! Okay.  Phoebe, you look, I cant.",Thats a low one!,Okay.  Four.,Okay.,"Okay, you guys uh, you guys pick first"
I dont know. Ooh! Ooh! Look it!  Ah-ha!,"No! Ace is low! Ace, two, three, four!","What? Ace is high! Jack, queen, king, ace!",Because we won our apartment back!,Why are you screaming and hugging?,Okay. Okay.  Ace!
"Okay, it was my idea, but I dont feel good about it.",We took our apartment back!!,What the hell is going on?!,"Well discuss it, in the morning!",Open up! Open up! Open up!,I KNOW!!!
"Thats so funny to think if youd just done that right after the last contest, no one would have had to move at all.",Yeah! Can you believe that something that stupid actually got us our apartment back?,Men are such idiots.,Good night.,Good night.,That was one good minute!
"Okay, scarfs done.",Yeah.,"Yeah, let-let-lets pretend thats not true.","Thats so funny to think if youd just done that right after the last contest, no one would have had to move at all.",Yeah! Can you believe that something that stupid actually got us our apartment back?,Men are such idiots.
Hey!,Okay!,Come on! Come on. Come on.,"Okay, scarfs done.",Yeah.,"Yeah, let-let-lets pretend thats not true."
"What? Oh, are you pregnant too?!","Uhh, okay, its uh, Emily and I, we decided to uh, to get married.",Ross has some big thing to tell everyone.,What-whats going on?,Hey!,Hey!
Hey!,"Hey, all right!",Hey guys!,"I gotta do what I gotta do, you gotta do what you gotta do, you just do it.","Next time you snore, Im rolling ya over!",He would just roll me over and I would stop snoring.
"Oh, the Olympics.",Hey!,"Hey, all right!",Hey guys!,"I gotta do what I gotta do, you gotta do what you gotta do, you just do it.","Next time you snore, Im rolling ya over!"
I still cannot believe youre engaged!  Just cause its happening so fast; not cause youre such a loser.,"Oh no, not yet.",Have you guys picked a date yet?,"Oh, the Olympics.",Hey!,"Hey, all right!"
Already?!,"Yeahoh! Hey listen umm, Emily found this wedding dress in London","Ugh, shes upstairs not doing the dishes! And I tell ya something! Im not doing them this time! I dont care if those dishes sit in the sink until theyre all covered withIll do them when I get home!","Oh. Thanks. Uh, has anyone seen Rach?",I still cannot believe youre engaged!  Just cause its happening so fast; not cause youre such a loser.,"Oh no, not yet."
"Yeah, but yknow, about have of these are gonna end up getting divorced.",Oh my God! Ohh! Look at this one! Its so beautiful!,"No, just singing.",Did you say something?,"Yeah, all right, its a date.",That would be great!
Youre the most beautiful bride Ive ever seen.,Okay.,Yes! I have it right here.  Would you like to try it on Ms. Waltham?,Emily Waltham.,"Yes, whats the name, please?","Oh, yes, umm, Im here to pick up a dress that you have on hold."
"No-no, let me in!","Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,"All right buddy, time to roll over.  No, no-n-n-n-no!! You are going to a clinic! Youre going to a clinic, and a pyjama store!",And could I get my ring back?,All right.
Yeah!,Phoebe?,"No-no, let me in!","Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,"All right buddy, time to roll over.  No, no-n-n-n-no!! You are going to a clinic! Youre going to a clinic, and a pyjama store!"
"No, you have to let me in right now!!",Can you just hold on for one minute?,Yeah!,Phoebe?,"No-no, let me in!","Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!"
Yes!,Are you alone?,"No, you have to let me in right now!!",Can you just hold on for one minute?,Yeah!,Phoebe?
Yeah.,"Okay, ready?",So why dont you give me your number?,"What a coincidence, I listen in my sleep.",I talk in my sleep.,"So uh, what are you in for?"
Thank you!,Congratulations!,Okay.,Yeah.,"Okay, ready?",So why dont you give me your number?
"Okay!  Okay, ready?",Okay! My turn! My turn!,Thank you!,Congratulations!,Okay.,Yeah.
Okay.,Yeah.,"Okay!  Okay, ready?",Okay! My turn! My turn!,Thank you!,Congratulations!
Im not gonna right to you! Thats not real!,That was a terrible throw!!,Okay.,Yeah.,"Okay!  Okay, ready?",Okay! My turn! My turn!
"Yeah, I think we are.","Look at me! My big concern is whats real?!  Oh my God. Were really sad, arent we?",Im not gonna right to you! Thats not real!,That was a terrible throw!!,Okay.,Yeah.
"Well, at least you didnt rent yours from a store called, Its Not Too Late.",This isnt even my dress.,"Yeah, I think we are.","Look at me! My big concern is whats real?!  Oh my God. Were really sad, arent we?",Im not gonna right to you! Thats not real!,That was a terrible throw!!
Me too.,Im changing out of this.,"Well, at least you didnt rent yours from a store called, Its Not Too Late.",This isnt even my dress.,"Yeah, I think we are.","Look at me! My big concern is whats real?!  Oh my God. Were really sad, arent we?"
Me too.,In like a half-hour?,Me too.,Im changing out of this.,"Well, at least you didnt rent yours from a store called, Its Not Too Late.",This isnt even my dress.
Okay.,"Okay, throw it straight this time.",Me too.,In like a half-hour?,Me too.,Im changing out of this.
Yay!,Im getting married next!!,Okay.,"Okay, throw it straight this time.",Me too.,In like a half-hour?
I hate my regular clothes now! Yknow? I look down and-and I know that this isnt gonna be the most special day of my life.,Yay!,Im getting married next!!,Okay.,"Okay, throw it straight this time.",Me too.
I guess.,"Yeah. I mean it was kinda fun for a while, but didnt you start feeling silly?",I hate my regular clothes now! Yknow? I look down and-and I know that this isnt gonna be the most special day of my life.,Yay!,Im getting married next!!,Okay.
